roll_no,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S104932,85.6,1.63,6.76,4.97,10/03/2024
S104933,0.9316,1.53,1.71,22.52,2024-04-30
S104934,63.17,0.0,0.71,23.45,2024-03-20
S104935,85.04,1.35,4.12,12.68,2024-02-03
S104936,85.75,5.64,0.64,1.46,2024-04-30
S104937,66%,2.95,0.15,24.53,03-20-2024
S104938,76.67,0.95,0.74,23.32,17/04/2024
S104939,60.99,0.69,5.27,14.18,2024-02-22
S104940,74.18,1.98,2.27,22.48,04-04-2024
S104941,65.2,0.0,1.06,14.71,20/02/2024
S104942,87%,3.52,2.9,16.52,26/04/2024
S104943,61.62,0.95,1.69,3.62,2024-01-23
S104944,88.41,4.72,0.43,23.55,2024-05-11
S104945,85.02,4.95,4.42,2.73,2024-03-10
S104946,83.64,0.72,0.29,27.05,2024-05-24
S104947,85.8%,3.39,2.04,27.76,06/02/2024
S104948,93.85,1.32,1.53,0.0,24/05/2024
S104949,79.5,0.73,0.83,25.9,24/03/2024
S104950,61.51,3.69,1.19,13.33,2024-02-12
S104951,73.93,4.31,1.09,17.96,16/01/2024
S104952,80%,6.62,1.38,5.13,2024-05-18
S104953,98.9%,4.89,0.12,12.74,2024/05/26 12:16:07
S104954,78.96,3.54,0.56,6.73,2024-04-12
S104955,88.58,3.44,1.56,9.48,18/05/2024
S104956,69.42,0.8,0.17,23.56,2024-01-26
S104957,81.14,5.67,0.47,21.99,2024-01-12
S104958,78.29,3.17,3.25,20.74,26/02/2024
S104959,84.69,1.92,1.79,11.23,06/05/2024
S104960,98.3,3.06,1.63,10.17,2024-04-22
S104961,66.99,1.5,0.43,3.45,02/04/2024
S104962,0.6623,3.16,0.17,19.75,2024-01-27
S104963,62.54,4.7,0.98,28.56,2024/05/14 12:17:41
S104964,83.2%,3.2,1.89,25.19,04/04/2024
S104965,0.9411,2.42,0.9,15.21,2024-05-01
S104966,81.74,0.0,5.21,18.45,2024-04-01
S104967,67.4%,3.31,0.03,16.73,2024-03-05
S104968,76.41,2.46,,21.37,2024-04-28
S104969,82.19,4.34,0.11,27.19,2024-04-08
S104970,54.47,0.9,1.89,11.01,2024-03-04
S104971,91.68,3.4,0.93,11.27,2024-04-16
S104972,65.82,2.65,1.99,12.99,2024-05-02
S104973,74.48,1.93,0.79,14.77,23/05/2024
S104974,53.55,3.52,1.12,20.1,2024-03-20
S104975,94.69,2.12,0.15,14.53,23/05/2024
S104976,70.55,1.7,0.2,9.03,2024/02/27 01:11:13
S104977,0.5877,2.15,0.89,9.12,2024-01-21
S104978,80%,1.67,1.15,6.77,2024-02-07
S104979,70.0,5.25,1.67,14.25,2024/02/17 06:09:19
S104980,94.55,3.23,4.67,22.24,2024-05-29
S104981,77.49,0.0,0.78,17.94,17/02/2024
S104982,70.55,3.68,2.07,18.94,2024-04-19
S104983,68.09,3.54,0.54,7.41,06/04/2024
S104984,79.27,0.0,1.96,6.79,2024-03-28
S104985,0.8021,2.14,0.01,16.25,13/02/2024
S104986,81.84,5.18,4.42,23.72,08/05/2024
S104987,91.82,0.0,0.67,20.91,2024-05-23
S104988,66.69,0.23,0.63,10.29,13/02/2024
S104989,71.75,3.44,,31.04,2024-03-15
S104990,100.0,3.8,0.26,0.79,2024-03-02
S104991,76.99,2.52,0.22,15.2,2024-03-02
S104992,0.6848,1.56,0.65,15.72,2024-01-18
S104993,0.6508,2.64,1.2,13.54,15/01/2024
S104994,76.75,2.29,8.0,18.68,2024/02/13 16:38:09
S104995,93.2,5.16,2.68,13.58,01/05/2024
S104996,100.0,3.49,3.08,4.53,26/01/2024
S104997,70.59,2.84,0.56,14.38,15/01/2024
S104998,83.28,4.46,0.69,16.15,04-25-2024
S104999,68.26,2.63,0.15,21.38,2024-05-28
S105000,86.07,1.6,0.27,24.92,15/05/2024
S105001,57.38,3.45,0.04,9.01,2024-01-23
S105002,95%,0.04,0.3,26.71,2024-01-14
S105003,71.26,1.06,1.25,12.0,2024-05-09
S105004,89.98,1.9,2.14,11.43,2024-05-06
S105005,95.02,3.99,1.92,12.12,2024-04-12
S105006,87.79,4.36,4.15,1.34,2024/01/28 07:44:27
S105007,84.0%,3.52,4.06,12.04,2024-02-15
S105008,81.12,3.41,4.92,24.18,10/05/2024
S105009,67.5,3.13,0.42,18.34,02-27-2024
S105010,66.58,4.42,0.25,16.59,2024-01-15
S105011,85.19,4.02,0.49,17.45,17/02/2024
S105012,64.93,4.35,1.13,23.83,2024-02-28
S105013,64.36,2.24,1.05,8.85,2024-01-22
S105014,79.34,3.04,0.57,21.33,03-10-2024
S105015,71.7%,2.49,,15.47,2024-02-13
S105016,79.49,4.03,1.13,9.51,2024-02-25
S105017,0.8431,1.34,1.79,18.25,2024-05-04
S105018,89.7,2.17,0.35,15.59,2024-04-15
S105019,70.21,4.56,5.02,9.35,07/03/2024
S105020,72.16,1.13,1.76,7.51,2024/05/27 19:56:11
S105021,83.24,2.07,1.54,11.96,2024-05-10
S105022,71.47,4.31,0.12,11.42,2024-02-20
S105023,53.67,3.85,5.57,23.55,2024-01-18
S105024,65.56,3.6,3.0,13.5,2024/01/24 12:56:02
S105025,57.76,3.05,0.26,12.39,2024-03-29
S105026,72.08,3.62,0.18,22.9,2024-03-01
S105027,52.0%,1.71,0.75,24.45,26/03/2024
S105028,74.43,4.44,0.35,9.18,2024-03-12
S105029,80.96,3.18,0.43,6.29,2024-01-31
S105030,79.93,2.43,0.25,18.61,2024-04-10
S105031,65.33,0.0,1.68,13.55,2024/01/27 21:23:31
S105032,73.73,1.78,2.53,11.18,2024-03-08
S105033,89.42,5.57,0.08,22.27,2024-04-28
S105034,70.06,3.11,0.38,13.18,13/04/2024
S105035,100.0,1.99,3.61,28.43,2024-02-08
S105036,55.02,3.8,3.5,15.33,03/03/2024
S105037,53.86,5.39,0.13,16.15,2024-02-10
S105038,83.1%,2.64,0.73,30.68,2024-01-19
S105039,77.0%,3.76,2.77,17.17,2024-04-08
S105040,65.69,1.96,1.05,10.06,2024/03/15 07:58:11
S105041,78.13,2.75,4.48,7.86,02/04/2024
S105042,49.98,1.58,0.29,11.77,2024/05/04 02:40:43
S105043,72.88,3.15,1.31,16.65,02-04-2024
S105044,60.11,1.93,0.02,21.38,08/02/2024
S105045,66.3,3.58,2.9,4.47,2024-05-10
S105046,50.19,2.23,5.45,15.02,15/03/2024
S105047,83.2%,4.4,0.35,23.95,2024-04-01
S105048,72%,2.98,0.02,16.84,2024-05-16
S105049,75.2%,4.14,0.03,24.49,03-08-2024
S105050,0.8347,3.03,0.87,4.44,2024-04-19
S105051,32.69,6.92,4.3,13.41,2024-04-30
S105052,83.33,5.76,0.0,15.84,05-27-2024
S105053,78.87,4.46,1.79,18.87,11/04/2024
S105054,68.04,3.73,1.43,9.04,2024-05-09
S105055,85%,1.41,6.48,17.91,2024-03-19
S105056,77.65,2.92,2.6,18.46,2024-04-29
S105057,64.88,3.82,0.53,14.49,21/05/2024
S105058,72%,2.61,3.7,18.29,12/04/2024
S105059,55.76,3.32,4.61,17.21,2024-04-23
S105060,92.19,5.19,1.5,10.39,2024-03-11
S105061,73.88,4.47,1.52,13.89,08/04/2024
S105062,52.29,2.37,0.56,6.26,05-13-2024
S105063,78.39,4.18,0.95,4.53,2024-02-14
S105064,0.9,3.7,2.54,16.78,2024-03-21
S105065,0.8441,4.06,1.41,1.74,24/03/2024
S105066,76.96,3.11,1.75,13.31,2024-04-18
S105067,77%,6.06,0.11,17.89,24/01/2024
S105068,0.5202,1.63,0.63,15.12,2024-01-15
S105069,81.05,4.31,1.43,30.3,2024-04-06
S105070,89.27,1.28,4.04,17.99,02/04/2024
S105071,62.3%,3.15,,13.12,2024-02-29
S105072,77.79,2.44,0.49,19.26,15/05/2024
S105073,60.46,1.71,0.23,5.81,2024-04-30
S105074,100.0,4.42,0.71,22.0,2024-03-03
S105075,71.43,3.03,0.27,11.47,2024-04-03
S105076,72.55,3.81,1.02,22.75,2024/05/14 15:21:21
S105077,89%,2.0,0.32,17.8,05-12-2024
S105078,93.13,1.71,2.6,19.38,2024-05-12
S105079,61.19,2.33,1.48,11.12,2024-03-01
S105080,74.9%,2.15,2.57,6.99,2024-03-05
S105081,50.14,2.79,1.48,6.86,05/03/2024
S105082,77.82,2.33,0.09,2.99,02-07-2024
S105083,59.56,3.12,0.24,12.32,07/05/2024
S105084,77.28,3.64,1.73,10.89,16/02/2024
S105085,65.17,2.57,,22.08,16/01/2024
S105086,46.0,4.53,1.34,7.76,2024-05-05
S105087,83.17,2.19,0.86,30.36,02-18-2024
S105088,68.77,3.03,0.33,7.99,2024-04-27
S105089,90.61,2.29,1.07,8.65,2024-02-17
S105090,69.3,1.03,2.2,4.64,15/02/2024
S105091,74.54,3.77,4.3,15.07,2024/03/14 05:37:21
S105092,84%,2.12,3.2,12.75,2024-03-11
S105093,66.83,3.3,2.02,14.24,2024-04-01
S105094,66.34,0.96,4.4,17.85,2024-04-16
S105095,100%,1.51,1.84,21.88,2024-02-01
S105096,80.29,5.4,1.58,6.81,24/01/2024
S105097,81.58,1.81,2.75,15.14,11/02/2024
S105098,68.91,0.38,0.72,20.99,2024/01/26 08:47:50
S105099,78.39,3.96,4.16,7.34,05/05/2024
S105100,77.56,2.23,1.56,34.35,2024-02-06
S105101,69.05,3.89,0.38,31.39,2024-04-19
S105102,81.53,2.42,0.53,14.47,08/02/2024
S105103,75.78,3.06,2.45,7.25,23/02/2024
S105104,84.68,2.58,0.32,8.15,2024-03-16
S105105,86.6,5.5,1.23,16.64,2024-03-04
S105106,73.28,3.15,0.24,19.48,2024-05-06
S105107,75.3,4.28,1.53,2.1,2024-04-02
S105108,68.93,3.15,1.08,8.38,2024-03-20
S105109,72.53,2.16,0.91,15.99,2024-03-15
S105110,72.94,3.08,1.81,5.17,2024-03-01
S105111,77.34,1.4,0.98,12.92,2024-02-07
S105112,81.81,1.33,0.78,18.02,02/03/2024
S105113,80.7%,0.98,4.26,13.87,2024-03-13
S105114,0.6196,3.82,3.99,9.86,2024-03-19
S105115,62.5,2.87,2.33,15.61,11/05/2024
S105116,67.52,1.46,0.29,18.55,2024-03-20
S105117,91.43,2.5,0.93,8.55,2024-05-26
S105118,81.84,3.71,0.02,17.41,2024-05-28
S105119,80.67,4.98,0.47,17.27,2024-01-26
S105120,0.8641,4.29,5.23,18.63,2024-02-23
S105121,62.94,2.28,0.69,16.84,2024-02-07
S105122,66.51,3.02,1.01,15.91,2024-04-14
S105123,91.66,0.6,1.38,13.91,2024-05-16
S105124,76.57,2.52,4.72,12.91,03/05/2024
S105125,82.21,4.88,0.38,20.06,25/02/2024
S105126,83.6,2.55,1.39,14.33,2024-04-29
S105127,88.45,3.69,0.95,18.75,2024-04-10
S105128,76.4%,3.81,1.39,18.64,2024-03-05
S105129,78.59,3.79,0.57,8.42,09/02/2024
S105130,98.2%,5.04,0.32,12.77,2024-03-03
S105131,75.16,1.38,0.27,14.63,2024-02-27
S105132,91%,2.06,1.75,15.63,04/02/2024
S105133,65%,5.25,1.09,18.0,2024-02-10
S105134,74.4%,3.54,0.38,16.25,2024-05-25
S105135,82.25,0.62,0.4,15.29,2024-01-31
S105136,0.9609,3.35,2.07,11.95,22/02/2024
S105137,84.14,3.07,0.73,22.4,2024-01-17
S105138,76.05,3.75,0.66,17.43,2024-02-27
S105139,80.12,2.32,1.05,14.22,05-16-2024
S105140,100.0,2.03,0.07,12.27,2024-02-29
S105141,76.71,2.49,1.49,16.96,2024-02-27
S105142,64.3,4.29,3.06,15.21,03/05/2024
S105143,90.19,5.13,1.2,4.33,2024-02-13
S105144,74.39,1.89,3.08,8.07,2024-05-17
S105145,78.85,1.79,2.48,24.13,03/05/2024
S105146,78.01,1.44,4.8,17.59,2024-02-09
S105147,57.03,3.53,2.51,10.52,2024-03-22
S105148,73.16,3.2,3.41,12.39,05-12-2024
S105149,69.49,2.52,0.62,8.97,2024-01-12
S105150,78.99,2.56,1.14,11.33,2024-01-27
S105151,67.38,2.7,0.34,22.17,2024-05-08
S105152,82.18,3.32,0.04,13.73,2024-03-16
S105153,68.26,2.66,0.84,20.83,2024-01-23
S105154,71.02,1.76,4.44,26.39,19/02/2024
S105155,64.88,4.23,2.41,12.23,09/05/2024
S105156,69.99,0.0,0.36,5.93,15/05/2024
S105157,79.72,4.29,0.79,18.03,2024-04-09
S105158,84%,3.06,0.82,9.26,2024-03-06
S105159,94.23,4.78,4.08,15.0,2024-01-22
S105160,0.9059,3.03,3.24,16.18,02-04-2024
S105161,88.77,3.89,4.6,28.0,2024-05-11
S105162,71%,4.38,0.34,17.26,01-19-2024
S105163,89%,4.17,5.01,11.8,2024-04-08
S105164,66.37,4.13,1.67,19.38,2024-02-11
S105165,95.3,2.56,3.34,20.71,2024-01-23
S105166,74.5%,3.83,0.51,23.43,2024-05-16
S105167,82.77,4.9,,8.54,05-11-2024
S105168,0.8466,1.56,1.99,24.04,2024-05-22
S105169,80.07,3.6,2.79,31.0,2024-03-13
S105170,92.17,2.61,0.3,23.88,2024-02-03
S105171,91.21,2.64,0.49,25.15,01/03/2024
S105172,62.6%,3.67,0.41,11.96,2024-05-07
S105173,81.86,2.94,0.42,26.83,20/03/2024
S105174,66.31,2.23,0.18,11.67,05-03-2024
S105175,64.1%,5.76,0.69,14.73,2024-04-15
S105176,90.8,2.97,1.58,11.75,04-26-2024
S105177,82.78,3.37,1.12,10.93,2024-02-10
S105178,51.62,4.67,0.59,14.96,02-12-2024
S105179,80.45,2.47,2.2,6.92,2024-01-25
S105180,88.49,4.44,0.65,10.19,05-02-2024
S105181,75.1,4.17,3.55,8.19,2024-01-18
S105182,77.46,3.59,2.61,25.74,26/05/2024
S105183,100.0,0.6,2.88,26.34,2024/02/15 06:40:29
S105184,75.66,1.99,0.48,32.82,04-20-2024
S105185,83.17,3.33,3.31,14.53,2024-04-18
S105186,43.09,5.38,0.29,15.21,2024-04-14
S105187,76%,1.11,6.62,20.4,31/03/2024
S105188,46.8%,1.23,0.51,6.07,16/05/2024
S105189,79%,2.71,0.16,8.15,2024-03-09
S105190,67.77,4.2,1.44,3.82,13/02/2024
S105191,57.62,0.24,0.83,20.86,2024-05-14
S105192,71.59,0.49,3.82,8.97,2024-01-13
S105193,86.91,3.44,1.05,22.01,2024-05-22
S105194,72.01,3.15,3.51,11.77,2024-04-14
S105195,68.03,2.72,0.29,15.03,2024-02-24
S105196,77.17,2.23,3.91,13.8,16/04/2024
S105197,83.91,3.55,2.41,16.33,2024-05-17
S105198,83.9%,1.01,0.68,11.58,08/05/2024
S105199,61.91,1.26,0.51,22.28,05-06-2024
S105200,82.83,2.68,0.59,13.83,2024-01-19
S105201,78.15,3.91,0.94,17.55,13/02/2024
S105202,72.27,6.06,,15.77,2024-01-30
S105203,60%,4.05,0.89,7.9,2024-02-09
S105204,86.21,0.0,0.82,24.44,15/03/2024
S105205,39.4%,4.44,0.82,10.44,09/02/2024
S105206,73.64,0.49,1.2,20.66,2024/01/10 23:51:56
S105207,72.95,1.26,0.19,20.1,12/03/2024
S105208,70.42,2.78,0.7,4.51,12/03/2024
S105209,92.65,2.52,1.31,13.74,13/05/2024
S105210,87.06,3.97,0.27,19.06,2024-05-21
S105211,75.13,3.6,0.67,12.97,2024-02-07
S105212,67.68,2.19,0.5,14.1,2024-02-26
S105213,78.92,2.59,0.41,16.52,2024-04-28
S105214,59.3%,2.07,0.03,12.37,20/01/2024
S105215,87.6%,1.67,0.92,17.5,2024-05-28
S105216,68%,5.5,0.45,15.3,2024-04-17
S105217,69.22,1.76,,13.62,2024-03-08
S105218,65.5%,2.68,4.7,8.21,22/01/2024
S105219,78.36,2.45,0.96,17.84,06/03/2024
S105220,83%,3.69,5.32,0.0,2024-02-12
S105221,74.68,3.99,1.93,16.84,2024-03-05
S105222,51.4,2.28,3.29,15.1,01-23-2024
S105223,80.43,4.61,0.13,9.31,05-01-2024
S105224,69.33,0.0,5.24,5.27,31/03/2024
S105225,76.9,3.1,1.19,17.93,2024-02-18
S105226,66.01,3.26,0.01,13.27,2024-02-28
S105227,79.19,1.77,0.65,15.97,2024-04-30
S105228,89.7,2.39,0.43,2.14,28/02/2024
S105229,67.9,3.49,3.66,18.34,31/01/2024
S105230,100.0,2.65,2.76,21.58,12/04/2024
S105231,78.3%,3.38,4.14,13.93,2024-02-19
S105232,69%,4.31,1.12,8.72,2024-05-23
S105233,79.2%,2.06,2.9,18.04,26/02/2024
S105234,54.48,3.89,2.94,13.01,2024-02-26
S105235,55.37,4.88,0.1,21.04,2024-03-18
S105236,62%,0.47,7.27,15.15,2024-04-03
S105237,87.78,2.81,8.0,0.0,01/05/2024
S105238,73.12,1.08,0.49,0.0,21/01/2024
S105239,77%,3.28,1.78,10.03,2024-04-26
S105240,60.62,5.33,0.67,18.17,2024-04-08
S105241,61.85,2.85,0.33,11.55,26/03/2024
S105242,94.09,4.82,1.44,18.44,2024/01/27 17:22:17
S105243,100.0,3.76,2.07,10.37,04-07-2024
S105244,76.16,2.6,0.64,29.44,2024-03-08
S105245,100.0,3.64,,13.68,2024-02-07
S105246,90%,1.58,5.99,16.88,2024-03-12
S105247,0.7386,4.73,0.46,8.29,2024-03-25
S105248,70.54,5.0,1.53,12.07,2024-02-26
S105249,43.95,1.3,0.39,18.46,15/05/2024
S105250,75.18,2.71,0.17,14.68,2024-05-19
S105251,72.37,2.84,3.34,0.0,2024-05-01
S105252,88.87,1.14,1.33,18.49,19/01/2024
S105253,74.03,3.2,1.55,19.26,15/05/2024
S105254,85%,1.54,0.69,20.12,22/02/2024
S105255,94.52,2.54,0.53,22.7,03-11-2024
S105256,87.3,3.06,0.21,16.27,2024-04-19
S105257,68.34,4.54,0.42,31.77,07/02/2024
S105258,92.0%,1.82,1.04,16.64,2024-05-29
S105259,77.75,5.7,3.37,0.0,2024-01-19
S105260,80.3,2.57,1.81,16.57,2024-03-21
S105261,76.6%,5.72,0.41,22.85,2024-03-30
S105262,77.51,3.17,8.0,5.36,2024-03-20
S105263,68.82,6.2,,13.11,2024-05-04
S105264,69.0,2.38,1.89,23.49,01/03/2024
S105265,84.71,3.9,3.02,11.05,2024-05-08
S105266,100.0%,7.29,0.9,13.34,2024-03-14
S105267,81.93,0.94,5.3,20.47,09/05/2024
S105268,93.78,5.92,0.45,6.03,2024-03-29
S105269,58.07,3.67,0.11,14.92,2024-05-27
S105270,80.77,2.11,0.38,8.2,2024-04-10
S105271,62.65,2.42,1.78,13.12,2024-01-19
S105272,71.56,5.19,1.51,16.66,2024-02-11
S105273,75.43,4.81,1.03,22.42,21/05/2024
S105274,64.28,4.55,5.44,17.19,01-23-2024
S105275,56.0%,3.73,0.88,11.04,20/01/2024
S105276,88.9%,3.88,1.9,23.38,2024-02-10
S105277,65.96,5.21,1.08,19.31,2024-04-01
S105278,0.5925,0.03,3.06,1.41,2024-01-18
S105279,73.33,2.5,0.38,20.87,2024-04-21
S105280,67.5%,4.18,0.77,15.45,2024-02-14
S105281,91.07,2.47,0.3,14.77,2024-01-25
S105282,66.84,5.27,3.55,23.33,05/05/2024
S105283,56.18,4.07,0.0,13.57,2024-02-25
S105284,77.41,3.96,0.89,21.26,05-17-2024
S105285,74.0%,4.14,1.98,23.94,21/02/2024
S105286,68.21,1.52,1.5,15.44,2024/02/03 14:14:35
S105287,0.6392,2.25,1.73,18.13,2024/01/19 11:53:16
S105288,80.07,2.82,4.21,19.86,21/04/2024
S105289,65.15,1.48,0.33,18.24,2024-04-10
S105290,60.8,4.86,2.12,21.23,2024-03-10
S105291,72.14,4.16,0.51,7.69,2024-05-12
S105292,69.21,4.61,1.52,10.51,2024-05-03
S105293,0.9375,2.75,3.94,6.18,2024-04-01
S105294,51.4,3.37,0.7,26.8,17/03/2024
S105295,79.17,3.08,1.77,3.27,2024-05-20
S105296,80%,2.58,0.23,24.25,12/01/2024
S105297,56.8%,2.09,,18.31,2024-01-17
S105298,78.51,2.58,2.46,8.87,19/03/2024
S105299,92.0,3.68,3.62,6.1,2024-04-14
S105300,50.71,3.7,0.34,14.73,2024-01-10
S105301,83.59,0.38,0.45,13.43,2024-03-12
S105302,72.4%,4.06,5.83,17.77,2024-02-01
S105303,67.6,2.35,5.93,0.0,2024-04-07
S105304,76.92,1.94,,13.68,05-21-2024
S105305,74%,4.96,0.71,8.86,2024-03-28
S105306,83.38,2.21,0.95,23.94,2024-05-25
S105307,80.97,2.04,0.78,17.87,2024-01-19
S105308,74.77,1.61,0.59,11.45,13/04/2024
S105309,80.85,0.58,4.59,24.95,2024-05-12
S105310,86.2,1.42,4.25,11.95,2024-02-15
S105311,82.55,0.06,0.2,14.27,2024-01-24
S105312,69.72,4.91,0.67,16.89,2024/05/29 14:22:51
S105313,95.11,2.22,3.93,21.36,2024-01-31
S105314,75.96,2.15,0.9,15.08,2024-05-25
S105315,70%,1.6,3.17,24.94,09/02/2024
S105316,65.14,3.35,2.97,12.19,01/04/2024
S105317,79.87,1.83,1.11,8.13,02-12-2024
S105318,67.64,6.24,2.1,26.15,2024-04-22
S105319,85.61,3.15,0.43,12.81,2024-02-10
S105320,87.16,1.86,1.03,19.15,2024-05-05
S105321,93.6,6.89,2.91,20.38,2024-02-29
S105322,64.8%,1.68,3.68,29.58,2024/02/10 04:00:29
S105323,81.69,5.91,2.77,12.92,2024-01-30
S105324,80.22,3.56,2.2,18.69,2024-03-24
S105325,94.2%,1.88,1.42,9.52,2024-01-24
S105326,0.6746,4.81,2.08,11.63,2024/03/19 10:14:19
S105327,62.33,6.29,6.57,9.7,2024-03-22
S105328,77.29,1.18,3.64,20.93,2024-01-15
S105329,81.05,3.19,0.14,21.44,2024-01-24
S105330,67.76,3.62,3.67,17.58,2024-03-26
S105331,85.29,3.64,1.81,9.57,10/01/2024
S105332,0.7804,1.33,0.44,10.44,11/03/2024
S105333,100.0,1.42,0.84,10.09,2024-04-15
S105334,63.17,1.94,,17.5,02-18-2024
S105335,0.7112,2.15,2.18,3.93,07/05/2024
S105336,100.0,4.53,0.34,12.22,26/01/2024
S105337,85.43,2.75,0.22,5.63,11/05/2024
S105338,64.54,1.37,0.43,18.54,01/02/2024
S105339,66.3,2.17,0.17,8.06,2024-03-06
S105340,78.87,3.93,1.7,28.71,2024-05-23
S105341,0.7702,2.27,2.52,22.32,2024-05-07
S105342,96%,2.19,4.47,14.38,2024-04-24
S105343,63.06,5.08,1.47,17.89,2024-02-04
S105344,76.87,4.15,4.35,18.28,04-08-2024
S105345,89.0,4.25,3.38,8.28,2024-02-06
S105346,66%,1.79,2.51,23.67,07/02/2024
S105347,87.63,3.49,1.96,14.33,2024-01-17
S105348,56.52,2.4,5.63,9.62,2024/01/27 14:27:09
S105349,51.2,2.42,4.11,18.79,2024-03-12
S105350,83.22,3.02,0.49,7.14,2024-04-06
S105351,76.77,2.13,0.06,19.59,2024-04-02
S105352,85.1,3.95,2.79,17.4,2024-02-14
S105353,88.47,3.62,2.68,10.45,31/03/2024
S105354,58%,4.29,1.36,21.7,28/03/2024
S105355,69.92,2.04,1.99,19.94,01-26-2024
S105356,80.01,5.56,0.1,12.75,2024-03-05
S105357,86.05,3.73,2.01,18.77,2024-01-31
S105358,84.97,4.73,1.22,5.67,25/03/2024
S105359,84.69,2.69,1.12,18.44,04-29-2024
S105360,85.26,2.82,0.14,4.79,2024/03/25 20:00:23
S105361,97%,0.0,1.01,15.9,29/02/2024
S105362,78.88,0.0,0.43,19.82,2024-04-16
S105363,70.37,3.24,4.69,17.37,2024-03-20
S105364,81%,3.33,1.13,25.87,2024-03-09
S105365,75.73,3.54,0.01,9.45,2024-03-31
S105366,60.31,3.34,1.24,17.86,2024-05-12
S105367,38.95,4.0,0.89,0.07,2024-02-21
S105368,74.79,2.61,8.0,11.41,2024-01-20
S105369,72%,1.73,3.51,12.88,19/04/2024
S105370,0.953,0.91,2.58,25.97,2024-04-24
S105371,54.23,1.57,4.13,14.83,2024-02-01
S105372,65.37,4.94,3.68,21.39,26/05/2024
S105373,64.32,3.75,0.17,8.67,07/02/2024
S105374,94.3%,5.71,1.84,12.67,2024-03-03
S105375,82.7%,4.27,0.02,9.14,2024-02-12
S105376,73.08,2.48,0.45,8.04,2024-05-01
S105377,86.02,0.82,1.12,8.52,18/02/2024
S105378,95.27,3.44,2.5,10.7,2024-01-23
S105379,53.25,1.86,1.01,29.3,2024-01-24
S105380,82.29,2.81,5.15,14.59,24/02/2024
S105381,96.1%,2.89,0.02,5.53,2024-02-11
S105382,86.17,2.65,2.18,11.33,16/04/2024
S105383,87.66,3.61,2.82,22.12,01/03/2024
S105384,85%,1.71,0.16,10.09,2024-01-23
S105385,78.44,2.23,2.0,25.41,2024-05-18
S105386,56.11,4.97,0.97,22.21,2024-04-17
S105387,79.53,3.67,1.6,13.64,2024-03-22
S105388,74.76,3.02,0.44,10.41,2024-02-07
S105389,58.56,1.67,2.53,8.34,2024/03/10 10:48:47
S105390,67.13,0.17,0.03,16.35,2024-03-16
S105391,76.17,3.27,0.2,17.9,2024-01-23
S105392,62%,3.25,1.1,24.38,2024-05-14
S105393,88.6,4.92,0.65,17.5,2024-03-28
S105394,81%,2.4,1.69,12.53,2024-01-19
S105395,80.62,2.5,1.0,24.62,2024-02-08
S105396,64.93,2.89,1.06,20.73,2024-04-24
S105397,69.2%,2.9,0.88,10.19,2024-04-28
S105398,62.12,3.65,0.33,14.42,2024-05-09
S105399,72.49,0.0,0.43,19.62,2024-01-19
S105400,69.7%,2.61,2.8,17.13,2024-04-24
S105401,88.2,2.4,0.94,7.95,11/04/2024
S105402,63.32,3.15,,16.23,2024-01-14
S105403,77.17,4.6,0.89,10.27,20/04/2024
S105404,94.5%,1.27,1.29,15.44,2024-04-15
S105405,0.7461,1.88,3.01,5.9,2024-04-14
S105406,82.88,3.63,3.75,8.76,2024-03-01
S105407,79.58,3.13,0.45,29.69,2024-02-17
S105408,100.0,4.37,4.95,12.02,2024-03-20
S105409,85.1%,2.79,0.69,22.79,01/05/2024
S105410,100.0,2.54,1.18,14.12,01-28-2024
S105411,0.5797,1.71,0.28,6.58,2024-03-24
S105412,69.49,1.7,0.23,7.44,01-30-2024
S105413,88.28,0.0,2.01,9.45,02-01-2024
S105414,72.76,4.57,0.24,30.02,17/04/2024
S105415,59.62,2.46,0.43,13.38,2024-05-20
S105416,87.28,3.02,3.63,16.27,23/02/2024
S105417,79.54,1.29,0.11,19.77,2024-01-10
S105418,86.26,2.62,1.36,18.53,2024-01-23
S105419,0.6801,1.82,0.86,21.05,01/05/2024
S105420,96.71,7.31,1.65,11.32,02-21-2024
S105421,85.78,3.09,2.07,6.71,2024-03-10
S105422,83.19,3.62,1.79,8.39,2024-01-22
S105423,100%,2.52,1.6,4.28,2024-04-29
S105424,60.67,5.19,0.5,11.36,2024-01-16
S105425,68.43,0.91,1.8,0.0,2024-04-04
S105426,41.57,3.35,1.83,20.07,2024-03-11
S105427,92.6%,0.91,1.94,19.0,17/02/2024
S105428,96.7,1.75,0.2,8.17,2024-03-03
S105429,67.1%,3.1,2.45,5.36,2024-02-02
S105430,91.5%,3.63,2.9,25.7,2024-04-17
S105431,66.7%,2.82,2.47,21.77,11/02/2024
S105432,93.54,1.64,0.93,13.2,28/04/2024
S105433,83.36,4.97,6.38,10.27,28/04/2024
S105434,54.26,2.12,1.54,15.27,2024/02/26 17:13:55
S105435,80.67,3.83,0.29,4.91,2024-03-30
S105436,64.9%,2.78,2.12,17.05,2024-05-27
S105437,85.78,4.89,0.44,6.59,2024-04-01
S105438,0.7663,2.8,0.04,0.0,04-21-2024
S105439,58.8%,3.93,2.89,9.3,2024-02-25
S105440,99.12,1.27,4.69,7.89,03/05/2024
S105441,70.13,4.38,5.42,27.65,2024-03-08
S105442,95.46,4.65,0.8,26.72,2024-03-07
