STUDENT_ID,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill
S104917,52.02,45.56,82.66,44.3,3,1,2,0.0,40.49
S104918,72.12,51.21,69.95,30.0,2,1,5,2.19,73.41
S104919,86.47,59.67,36.49,20.98,1,0,5,5.91,49.88
S104920,52.88,37.05,73.18,38.07,3,0,3,5.23,43.87
S104921,60.05,54.12,100.0,44.29,2,0,6,6.61,34.57
S104922,3.28,71.5,63.54,22.73,5,0,6,7.6,60.66
S104923,89.96,77.15,36.38,47.9,2,1,6,3.22,39.67
S104924,48.95,93.12,45.34,79.69,1,0,6,6.3,80.15
S104925,50.31,87.61,72.92,55.31,3,1,10,2.0,34.91
S104926,57.72,75.68,62.24,72.66,3,0,5,3.04,22.47
S104927,57.63,47.89,55.19,34.95,4,0,2,5.4,36.63
S104928,62.2,53.52,62.33,52.86,3,0,3,9.6,67.34
S104929,69.99,79.46,43.85,31.96,2,1,3,6.08,29.94
S104930,38.69,56.62,20.47,35.01,3,2,1,9.05,67.51
S104931,48.49,67.75,64.39,63.81,3,0,2,6.3,42.79
S104932,52.84,54.06,75.03,57.34,1,2,4,7.2,10.82
S104933,66.04,44.93,56.32,64.86,1,1,3,5.0,41.15
S104934,74.64,28.51,71.7,18.37,1,2,3,3.39,32.63
S104935,41.25,60.0,46.53,40.48,2,0,5,6.08,70.65
S104936,84.17,55.1,36.2,37.14,1,0,5,4.18,45.39
S104937,73.54,55.39,39.51,82.28,2,1,0,5.4,72.5
S104938,95.42,43.74,45.94,76.37,2,0,2,5.17,60.33
S104939,42.1,50.21,57.44,37.17,3,0,4,3.94,53.45
S104940,29.91,81.28,58.46,26.11,3,2,2,4.12,53.51
S104941,67.04,26.45,66.08,47.58,3,1,3,3.43,64.99
S104942,44.62,50.74,59.41,20.58,1,0,6,8.72,42.42
S104943,68.62,55.04,65.11,49.96,3,0,4,4.53,8.28
S104944,43.27,19.13,70.6,83.26,5,0,5,3.77,61.79
S104945,79.08,57.47,54.91,44.93,2,2,5,3.11,82.42
S104946,34.05,46.68,34.47,44.95,1,4,5,4.89,48.36
S104947,22.27,47.58,59.96,65.26,1,0,7,4.72,49.54
S104948,51.9,33.75,51.64,73.32,5,1,3,7.48,40.68
S104949,61.58,81.55,46.93,50.1,5,0,7,4.03,59.86
S104950,54.97,51.21,67.19,49.99,2,2,1,1.89,62.95
S104951,37.26,61.98,71.94,57.65,3,0,8,2.84,42.15
S104952,39.3,83.27,70.03,47.61,1,0,2,5.01,49.15
S104953,39.76,71.09,60.83,60.16,3,0,4,3.94,41.83
S104954,62.07,72.56,50.77,22.06,4,3,5,3.66,24.96
S104955,62.96,53.32,49.43,63.85,2,1,6,5.83,37.51
S104956,82.04,56.0,100.0,61.92,3,1,4,4.19,76.42
S104957,56.96,72.66,39.98,51.4,1,0,4,1.07,62.04
S104958,90.26,71.5,55.68,23.32,4,1,4,2.9,61.27
S104959,8.7,38.19,58.58,56.15,1,0,4,4.55,27.01
S104960,22.01,37.95,63.8,81.58,4,2,3,4.57,84.92
S104961,36.58,64.17,61.0,61.92,0,1,5,3.45,20.53
S104962,50.65,63.9,71.5,46.81,3,0,5,8.41,37.41
S104963,39.52,67.34,69.58,56.1,4,0,3,7.68,61.5
S104964,93.72,76.01,40.59,48.3,3,1,5,5.73,23.34
S104965,84.29,57.62,53.46,49.87,4,0,3,1.71,15.72
S104966,34.51,78.19,41.04,51.03,5,0,4,9.7,26.6
S104967,45.96,61.73,34.98,62.32,0,1,5,2.68,74.92
S104968,83.11,73.36,41.52,50.39,1,0,2,2.69,62.53
S104969,34.2,60.93,56.89,47.27,2,1,7,5.03,14.51
S104970,38.69,32.77,49.73,64.73,0,0,4,5.96,46.46
S104971,74.38,71.9,77.12,74.28,6,1,2,4.66,47.7
S104972,79.32,80.7,50.29,63.3,2,2,5,2.77,30.81
S104973,32.55,63.87,59.15,30.74,4,0,3,3.09,67.22
S104974,38.17,25.72,50.83,60.74,3,2,5,6.04,52.68
S104975,61.95,100.0,67.51,,3,1,7,2.26,90.47
S104976,78.84,36.31,53.78,65.26,1,1,7,6.22,23.7
S104977,56.36,47.63,43.0,65.96,3,0,1,6.96,90.26
S104978,54.22,54.57,54.02,52.9,2,2,2,5.43,50.19
S104979,38.45,37.27,78.25,66.23,6,0,4,3.55,47.87
S104980,59.62,34.71,44.58,79.75,6,0,6,8.48,31.18
S104981,70.6,20.77,56.64,51.4,1,1,2,8.65,55.65
S104982,19.25,70.1,96.27,62.87,1,0,5,7.69,86.84
S104983,71.84,53.61,58.35,51.36,2,0,4,7.85,17.2
S104984,69.15,57.09,61.75,57.1,1,0,5,4.39,13.42
S104985,69.71,96.85,64.88,57.73,5,1,4,4.07,51.67
S104986,100.0,58.26,27.35,77.02,0,1,5,4.17,39.71
S104987,33.44,48.48,48.81,30.95,3,1,8,3.98,100.0
S104988,38.85,58.05,48.71,50.51,3,1,3,2.63,49.51
S104989,56.9,68.86,55.89,75.84,3,0,1,5.23,28.97
S104990,41.99,80.88,54.77,80.99,2,1,5,7.59,53.33
S104991,85.44,66.53,86.26,75.08,2,0,3,8.55,52.69
S104992,33.03,62.35,37.55,47.12,2,0,2,3.17,14.93
S104993,56.51,52.56,78.68,59.05,3,1,0,2.98,48.25
S104994,51.27,65.47,55.53,82.16,0,1,2,1.78,78.92
S104995,62.89,71.31,41.61,47.93,1,1,2,5.02,25.24
S104996,40.4,63.19,44.74,51.15,3,1,4,6.39,53.18
S104997,,46.2,47.7,66.58,2,2,3,9.05,0.0
S104998,28.88,56.2,49.97,60.16,1,2,5,3.86,81.01
S104999,85.04,40.26,40.79,60.52,3,2,4,4.59,72.76
S105000,54.61,57.59,49.37,61.47,2,0,2,2.16,57.02
S105001,32.32,47.54,34.72,61.02,2,0,2,6.5,72.28
S105002,53.69,52.35,53.07,60.85,4,0,6,2.19,53.12
S105003,11.69,65.04,33.92,21.19,4,0,3,4.42,35.85
S105004,35.05,42.57,55.9,57.04,5,0,4,6.76,52.35
S105005,46.65,78.12,46.38,73.79,5,0,4,7.54,58.03
S105006,46.37,99.21,55.94,61.56,2,0,1,8.07,29.62
S105007,52.3,79.69,47.3,38.53,2,1,5,1.89,9.0
S105008,63.71,51.65,48.11,63.72,3,1,1,5.86,90.54
S105009,61.2 ,58.42,47.27,50.57,3,0,3,7.77,70.37
S105010,34.92,61.72,64.63,,5,2,2,2.25,40.41
S105011,41.44,55.97,40.41,36.7,6,1,8,5.74,57.73
S105012,13.13,70.45,56.51,64.19,3,2,3,1.65,39.52
S105013,63.56,66.15,51.95,50.99,5,0,3,10.0,47.29
S105014,38.95,71.9,59.77,59.65,3,1,7,7.95,31.4
S105015,50.09,48.21,42.69,82.62,3,1,0,7.0,55.44
S105016,41.65,53.0,62.35,40.79,4,2,5,7.89,29.6
S105017,65.73,69.42,61.06,36.25,0,1,5,3.66,36.08
S105018,65.6,48.1,38.17,51.7,3,4,4,0.31,58.53
S105019,59.46,67.07,50.77,48.96,4,1,4,1.69,40.03
S105020,52.98,46.11,86.11,79.2,3,2,5,10.0,71.8
S105021,54.07,65.1,45.84,38.12,3,0,4,4.58,34.54
S105022,62.91,50.05,39.25,67.3,1,0,5,4.81,58.1
S105023,50.62,45.18,58.88,83.95,2,1,5,3.68,56.83
S105024,54.72,26.47,51.09,50.4,1,2,6,7.07,49.14
S105025,62.35,46.71,52.43,42.33,2,2,2,3.95,8.3
S105026,22.64,62.53,44.81,64.98,5,1,3,9.48,47.15
S105027,,100.0,47.89,78.62,2,2,4,8.74,38.7
S105028,45.03,89.69,73.51,53.87,2,0,1,8.7,53.83
S105029,60.12,83.36,59.89,72.85,4,1,4,1.91,68.85
S105030,62.78,22.46,58.12,73.22,5,1,5,7.71,42.09
S105031,86.8 ,66.52,60.41,56.81,1,0,9,3.18,55.72
S105032,49.57,70.01,48.86,78.82,0,0,7,4.18,98.57
S105033,44.78,49.36,48.24,52.77,2,1,2,6.13,13.7
S105034,57.77,42.03,54.46,66.1,4,0,8,7.91,50.68
S105035,89.4,46.39,52.32,61.36,2,1,3,7.55,30.35
S105036,73.84,55.5,66.05,46.28,2,0,2,5.77,0.1
S105037,75.5,59.43,70.52,33.41,4,1,3,8.05,46.3
S105038,36.34,51.18,30.28,22.96,1,1,3,8.55,45.95
S105039,55.6,72.13,60.83,40.6,4,1,0,7.18,62.75
S105040,78.18,72.67,56.59,58.83,4,0,2,6.17,61.81
S105041,37.8,59.75,52.13,62.84,2,1,3,7.02,31.99
S105042,75.33,47.01,63.24,52.01,0,0,4,7.24,31.94
S105043,38.7,58.3,46.09,64.05,1,1,2,4.42,58.91
S105044,40.43,52.74,41.7,49.12,3,1,0,1.97,33.96
S105045,99.44,57.24,61.58,69.71,5,0,4,4.16,48.06
S105046,54.33,47.7,44.4,60.19,1,0,2,5.41,75.33
S105047,51.06,44.23,77.38,72.19,3,1,2,7.17,60.75
S105048,47.0 ,67.09,72.77,83.46,2,2,6,8.84,13.94
S105049,79.38,69.61,70.56,96.15,2,0,3,8.78,42.45
S105050,37.94,54.77,32.71,78.23,2,0,4,7.94,54.81
S105051,25.78,45.07,45.56,46.81,3,0,2,6.12,77.79
S105052,53.19,42.22,34.0,59.55,2,0,2,7.4,43.01
S105053,29.75,36.96,60.87,45.1,2,1,5,4.24,37.11
S105054,81.55,44.54,58.93,42.16,3,1,4,0.85,28.21
S105055,55.2,45.1,79.82,43.79,2,0,7,6.78,46.29
S105056,49.63,67.79,39.46,67.43,5,0,6,5.8,70.7
S105057,59.77,62.48,49.39,56.43,1,2,3,2.5,45.22
S105058,54.23,46.09,77.38,55.0,2,2,5,7.3,17.8
S105059,71.04,57.67,60.18,84.38,2,0,3,9.53,42.4
S105060,83.68,76.08,83.2,61.38,4,1,3,0.0,68.22
S105061,47.13,64.77,88.89,,2,1,4,6.93,27.91
S105062,71.26,68.01,85.9,50.95,2,0,8,5.0,50.12
S105063,47.72,65.63,76.9,79.94,2,1,3,7.87,61.37
S105064,77.57,59.51,67.79,48.23,1,1,6,4.18,20.86
S105065,64.13,39.26,45.41,72.87,0,0,5,6.31,93.63
S105066,75.14,64.28,42.44,48.42,5,0,2,10.0,46.47
S105067,32.1,69.97,88.56,61.73,4,0,2,3.02,25.22
S105068,28.58,92.54,67.4,70.03,4,0,4,2.67,33.77
S105069,52.99,47.86,80.38,100.0,0,0,8,5.39,52.36
S105070,40.1,76.23,35.39,82.03,0,2,3,5.43,48.03
S105071,,30.31,40.5,63.29,2,2,3,4.26,54.33
S105072,54.02,70.02,44.89,51.91,1,3,1,3.43,46.12
S105073,31.79,93.1,64.34,18.05,3,0,3,7.27,49.54
S105074,29.77,62.81,50.37,57.46,2,1,4,6.06,39.17
S105075,38.81,72.48,49.0,,3,0,8,3.49,31.45
S105076,63.25,59.18,82.94,43.4,1,1,5,9.62,33.16
S105077,79.35,73.94,82.03,46.39,0,0,8,5.82,61.11
S105078,45.41,58.45,51.61,82.85,3,1,3,4.51,20.64
S105079,62.68,45.84,60.63,52.5,2,2,2,6.08,14.14
S105080,60.26,77.55,70.55,43.79,2,1,5,6.29,12.34
S105081,56.98,35.91,32.22,39.34,2,1,3,4.19,57.27
S105082,33.92,82.16,30.33,71.96,5,2,10,6.18,46.83
S105083,,46.48,54.28,58.37,0,0,9,1.08,30.23
S105084,31.62,24.62,55.35,54.86,5,0,4,5.36,39.61
S105085,67.78,39.34,90.07,68.9,2,1,5,6.45,58.26
S105086,32.2,50.64,61.18,38.47,5,0,1,6.84,51.88
S105087,70.65,47.35,42.85,89.1,5,0,2,8.41,50.09
S105088,45.63,45.14,49.25,49.62,4,1,6,10.0,44.49
S105089,67.62,40.18,70.46,56.13,2,0,6,4.93,59.86
S105090,7.35,72.29,98.43,30.31,3,2,4,7.3,70.52
S105091,81.17,47.15,64.55,87.8,2,0,2,7.17,60.66
S105092,54.2,41.89,62.46,52.19,1,1,5,4.86,68.24
S105093,49.58,60.65,33.92,78.71,5,0,3,8.83,59.41
S105094,43.25,43.97,61.85,33.52,3,0,3,6.75,30.82
S105095,32.91,48.92,49.01,74.84,3,1,2,2.37,21.5
S105096,57.79,50.25,44.85,68.94,2,0,6,4.03,62.38
S105097,62.73,82.74,44.56,50.88,7,0,3,6.21,58.44
S105098,71.01,63.51,63.86,67.32,4,1,3,7.01,69.37
S105099,48.37,39.67,72.09,77.67,5,1,7,6.29,94.58
S105100,71.58,78.9,47.87,43.03,4,1,5,5.3,37.64
S105101,69.47,76.96,58.84,61.87,1,1,3,3.36,0.0
S105102,63.1,46.94,47.43,40.08,2,1,3,8.31,32.87
S105103,32.72,100.0,55.03,59.76,2,0,3,8.74,46.83
S105104,58.43,61.18,43.09,32.94,3,0,9,7.96,75.92
S105105,52.47,87.65,59.31,53.2,0,1,6,4.7,40.18
S105106,52.34,46.18,54.9,45.72,1,0,3,5.42,75.85
S105107,60.69,44.82,56.09,60.99,0,0,8,5.16,63.11
S105108,21.75,53.92,61.09,53.3,4,2,6,4.8,26.44
S105109,50.57,49.9,63.71,64.71,3,1,6,5.64,19.35
S105110,66.15,42.56,55.13,66.91,1,1,3,5.73,69.39
S105111,57.09,37.88,78.2,53.35,2,1,7,2.87,71.05
S105112,45.1,31.35,56.22,74.34,5,0,6,6.08,59.09
S105113,54.83,42.53,89.16,37.18,3,1,2,4.74,58.22
S105114,36.41,53.89,69.15,53.67,7,0,6,4.95,52.07
S105115,71.33,86.74,61.48,52.44,4,0,4,3.72,69.62
S105116,57.1,100.0,52.23,48.9,1,1,6,6.17,50.39
S105117,57.71,8.03,76.32,74.78,2,0,1,6.79,28.6
S105118,53.46,81.11,55.41,54.86,0,1,10,3.15,39.12
S105119,67.46,79.17,57.36,73.21,2,0,6,3.61,48.16
S105120,44.1,66.23,23.79,64.14,5,3,4,1.38,35.09
S105121,62.84,71.26,90.08,98.92,3,1,4,6.85,62.33
S105122,72.6,52.3,84.39,14.33,4,0,3,6.85,44.28
S105123,54.02,80.78,87.82,70.66,2,2,5,3.97,46.54
S105124,,74.63,51.03,26.52,1,0,4,3.01,32.93
S105125,31.47,75.6,43.5,57.78,3,1,2,0.32,35.68
S105126,67.63,68.98,54.97,43.8,2,0,4,5.91,28.57
S105127,23.98,24.31,63.84,53.24,2,0,3,4.15,57.83
S105128,,68.65,52.2,66.1,2,3,3,7.54,40.69
S105129,71.83,35.98,36.5,61.07,3,1,6,10.0,49.14
S105130,65.86,54.46,66.58,91.73,0,0,2,4.54,39.58
S105131,50.66,68.36,72.57,75.72,2,1,3,7.24,80.2
S105132,43.8,46.44,61.83,69.38,0,0,3,9.01,71.9
S105133,65.44,69.29,53.07,74.9,4,0,3,1.99,38.16
S105134,63.97,58.92,69.43,52.18,3,0,5,5.35,63.69
S105135,72.4,61.11,51.92,40.39,1,2,3,4.3,78.48
S105136,53.79,71.98,83.13,56.29,3,0,2,6.03,63.58
S105137,67.6,80.92,71.53,92.73,3,2,4,6.39,15.96
S105138,59.22,55.27,47.31,57.53,3,0,3,2.52,76.68
S105139,60.93,38.54,75.99,,3,0,5,7.73,45.6
S105140,41.05,65.97,70.62,71.64,2,0,1,4.78,24.24
S105141,59.57,41.04,53.45,25.43,5,1,5,7.78,84.84
S105142,35.5,38.41,57.26,25.12,3,0,2,4.59,24.1
S105143,56.66,57.89,64.55,43.61,2,1,4,4.06,72.05
S105144,27.87,44.54,71.93,79.78,4,1,4,7.03,59.9
S105145,66.95,87.65,34.15,60.48,2,0,2,5.72,51.85
S105146,56.6,83.98,43.42,54.06,3,1,2,10.0,52.66
S105147,58.0,75.15,52.31,56.56,4,0,2,4.9,54.92
S105148,57.86,52.83,65.56,69.61,2,0,5,7.58,32.12
S105149,66.61,74.74,49.64,56.86,6,0,5,8.03,64.68
S105150,9.32,63.7,47.24,33.33,2,0,3,6.36,34.51
S105151,63.25,41.8,46.86,59.91,2,1,3,7.96,44.53
S105152,71.51,39.9,62.27,47.48,2,1,4,5.54,37.6
S105153,52.9,60.71,54.17,40.78,3,0,3,5.79,28.1
S105154,71.5,77.78,87.64,68.52,2,3,3,10.0,81.13
S105155,81.23,63.49,51.32,42.42,3,0,6,6.77,53.65
S105156,49.37,54.24,79.37,92.04,6,1,6,4.38,48.56
S105157,47.16,81.92,70.0,75.04,2,0,2,6.19,47.87
S105158,56.47,61.99,25.44,39.97,2,0,3,5.89,49.67
S105159,43.93,76.76,66.64,56.6,0,1,7,6.46,51.53
S105160,30.24,45.44,71.17,71.08,1,1,8,6.05,52.67
S105161,55.48,28.15,35.82,46.11,2,1,2,4.13,31.52
S105162,41.22,50.03,51.13,50.53,0,1,4,10.0,51.28
S105163,44.48,60.79,64.91,67.91,1,1,1,4.23,39.47
S105164,39.94,48.57,75.43,55.73,3,2,1,6.44,78.76
S105165,38.67,63.7,63.6,65.94,2,1,3,9.24,48.58
S105166,77.85,63.14,63.29,54.27,2,1,7,6.52,70.99
S105167,47.48,53.92,72.34,79.4,5,1,2,7.87,26.64
S105168,54.18,44.28,34.32,38.75,2,1,4,5.24,33.72
S105169,34.71,64.74,55.0,55.23,3,0,4,1.12,34.27
S105170,70.27,12.12,47.49,78.81,0,2,3,4.25,51.84
S105171,36.1,57.14,41.98,54.04,0,1,6,7.55,39.09
S105172,46.66,86.06,50.81,26.83,2,2,7,4.58,18.96
S105173,58.87,40.64,62.05,47.89,2,0,2,4.82,14.41
S105174,94.9,73.11,62.03,53.75,2,0,3,1.23,5.86
S105175,45.99,67.72,64.73,73.02,2,0,4,3.66,35.62
S105176,48.37,41.81,53.83,65.97,5,0,5,7.85,77.94
S105177,43.46,57.68,48.7,73.17,1,0,5,0.95,89.13
S105178,40.82,59.16,41.75,55.99,1,1,4,5.22,86.8
S105179,24.46,67.1,81.18,46.56,3,1,2,4.98,61.82
S105180,68.92,33.06,62.55,81.09,0,0,2,5.61,6.84
S105181,5.65,91.49,49.96,58.95,4,1,5,4.68,57.77
S105182,73.57,51.42,70.02,30.79,4,0,5,6.11,93.15
S105183,58.6,84.34,44.14,47.07,1,0,8,4.82,18.15
S105184,36.93,73.1,99.15,56.53,3,1,2,5.3,53.28
S105185,96.64,47.14,41.42,61.71,1,1,6,4.3,65.3
S105186,67.08,34.92,75.02,58.86,1,0,6,3.94,0.0
S105187,54.12,32.32,59.71,73.64,4,1,2,4.77,47.36
S105188,73.7,40.95,67.85,69.98,2,0,1,4.68,29.68
S105189,66.32,70.04,83.38,50.44,1,0,5,8.47,34.42
S105190,39.72,28.56,52.44,70.48,1,0,3,0.37,54.05
S105191,53.87,33.08,46.69,65.42,1,0,1,4.4,51.16
S105192,53.67,71.45,36.17,74.38,2,0,3,5.99,65.76
S105193,76.22,54.55,68.89,67.48,3,0,2,5.12,26.46
S105194,32.89,60.93,45.21,57.52,0,0,5,4.79,71.24
S105195,76.55,52.85,74.67,10.66,3,0,4,2.37,35.59
S105196,80.25,44.4,53.2,56.92,2,0,1,0.0,62.77
S105197,,43.12,29.36,53.31,0,1,6,7.36,14.13
S105198,36.44,40.23,76.96,71.7,2,1,3,5.99,53.32
S105199,26.21,29.85,47.06,26.54,1,2,5,9.06,83.77
S105200,60.98,58.04,39.58,46.65,2,0,2,7.05,52.68
S105201,75.29,82.36,44.62,37.58,0,0,2,6.1,72.9
S105202,39.4,55.12,56.82,64.11,1,1,4,7.02,83.88
S105203,4.28,58.84,56.06,66.69,0,1,7,7.5,23.03
S105204,37.72,17.89,55.86,80.22,8,0,5,8.08,58.73
S105205,50.57,52.16,58.43,55.76,1,1,7,4.33,48.91
S105206,72.25,81.93,39.12,63.09,4,0,2,8.63,0.0
S105207,65.02,34.22,77.6,44.72,2,1,3,7.69,78.28
S105208,40.6,85.64,61.21,53.17,3,3,0,3.6,26.54
S105209,20.77,81.22,58.59,,1,2,4,3.67,70.58
S105210,100.0,72.21,62.8,43.14,3,0,5,6.4,63.71
S105211,51.8,45.3,43.62,43.42,2,1,4,0.0,27.55
S105212,46.14,75.62,82.31,76.81,0,2,1,6.0,30.79
S105213,45.85,48.08,86.28,49.85,1,0,4,3.54,18.6
S105214,59.97,51.69,46.82,59.8,3,1,2,2.53,68.92
S105215,22.64,51.26,80.07,53.4,2,0,6,0.83,95.12
S105216,84.16,60.39,40.15,42.65,3,0,3,6.98,70.77
S105217,47.2,65.92,57.84,40.59,1,1,5,5.75,27.71
S105218,62.65,79.12,52.65,33.03,6,0,4,2.06,21.98
S105219,65.79,69.28,61.17,64.3,1,1,4,3.66,34.02
S105220,76.54,78.45,44.7,25.41,3,0,2,6.53,59.99
S105221,53.76,44.31,42.95,50.79,5,1,3,8.36,54.21
S105222,48.79,85.7,41.13,46.46,0,0,4,4.77,50.86
S105223,49.51,69.43,49.4,69.64,2,0,2,1.2,35.77
S105224,62.07,47.59,99.76,57.66,1,1,6,8.37,47.5
S105225,69.97,87.19,84.83,82.7,0,0,7,1.34,42.71
S105226,,46.78,37.24,46.63,0,2,7,5.43,24.78
S105227,78.51,60.17,77.99,24.63,2,1,3,1.25,67.7
S105228,41.25,100.0,64.51,47.58,2,0,4,4.31,31.97
S105229,17.49,50.77,61.5,92.62,5,0,8,7.25,76.92
S105230,65.43,74.18,65.13,35.62,2,1,1,6.13,47.53
S105231,51.36,58.89,75.34,58.37,1,1,1,3.28,89.25
S105232,48.11,48.73,31.63,93.08,3,2,3,3.34,38.96
S105233,58.49,35.37,60.51,70.12,5,1,4,7.69,42.06
S105234,78.25,46.25,56.79,67.18,1,0,7,6.47,36.05
S105235,62.12,76.5,77.09,72.56,1,2,3,8.3,26.75
S105236,17.3,39.33,58.73,72.77,5,2,5,3.07,46.1
S105237,50.66,73.89,39.26,67.15,3,1,1,6.36,68.27
S105238,43.9,53.45,64.89,40.44,2,0,4,7.3,25.48
S105239,39.73,83.55,49.33,38.69,3,0,5,6.22,73.79
S105240,36.0,58.48,91.19,77.59,2,0,7,4.22,58.51
S105241,49.67,53.38,43.97,56.87,4,0,2,6.28,37.46
S105242,50.87,54.63,49.75,100.0,5,0,4,6.3,24.61
S105243,17.1,76.59,50.33,53.84,2,0,4,6.76,45.55
S105244,40.7,57.5,57.49,57.57,3,2,8,8.28,25.96
S105245,65.72,77.46,44.33,54.53,4,0,3,6.16,53.41
S105246,38.34,56.15,27.24,93.85,2,1,3,3.65,43.46
S105247,45.58,54.65,70.33,49.04,1,0,1,4.15,34.54
S105248,62.66,47.27,55.07,40.21,1,1,2,3.09,33.48
S105249,75.05,53.51,54.52,68.54,4,1,5,6.05,21.73
S105250,,65.87,74.34,64.42,2,2,7,7.69,43.41
S105251,71.85,64.83,72.36,51.84,2,0,3,7.63,49.2
S105252,44.22,69.75,65.48,32.22,1,0,4,3.01,79.1
S105253,33.09,44.43,41.19,56.04,1,1,3,4.5,49.61
S105254,24.7,85.96,91.01,69.65,2,1,5,1.28,37.44
S105255,63.03,55.31,57.08,49.85,1,1,7,3.54,72.68
S105256,50.0,45.61,81.72,76.27,3,3,1,10.0,62.01
S105257,67.28,39.71,50.13,65.01,1,0,5,6.91,45.04
S105258,100.0,79.64,57.85,44.26,1,1,3,5.3,63.08
S105259,62.94,66.35,52.62,36.14,4,1,5,8.39,97.71
S105260,83.63,69.56,59.72,60.11,2,1,8,5.01,53.04
S105261,77.92,68.87,61.67,60.74,1,1,3,10.0,71.39
S105262,82.93,43.35,61.22,44.85,2,0,5,5.93,35.24
S105263,59.01,48.56,56.78,54.01,0,0,4,8.43,56.5
S105264,71.92,58.44,55.59,73.54,4,1,4,7.78,8.38
S105265,76.83,67.91,28.67,54.95,7,0,2,8.63,34.74
S105266,48.55,66.73,54.17,62.34,8,1,4,8.15,32.99
S105267,68.15,65.56,47.13,50.77,1,1,4,6.12,47.52
S105268,72.48,49.2,54.42,51.88,2,1,6,0.13,69.17
S105269,44.42,57.55,50.93,49.18,2,0,4,6.58,69.4
S105270,79.15,54.37,58.73,71.39,6,0,5,4.19,47.4
S105271,40.15,72.07,92.97,35.94,4,2,4,8.25,25.12
S105272,74.68,56.37,19.23,10.9,1,2,4,4.32,47.17
S105273,49.52,50.2,40.15,,4,0,4,7.53,47.9
S105274,70.2,67.53,53.16,56.85,1,0,4,2.71,48.41
S105275,71.09,49.07,48.0,44.2,2,1,2,9.13,75.15
S105276,31.26,41.88,56.37,36.84,4,3,3,4.17,66.42
S105277,44.47,52.54,52.92,83.43,1,1,4,8.13,34.61
S105278,68.37,71.62,62.68,49.88,1,1,6,5.75,31.09
S105279,3.59,59.16,33.42,39.58,3,1,3,5.15,29.58
S105280,35.81,52.98,50.46,47.66,3,0,2,5.52,54.73
S105281,50.1,47.87,67.38,40.84,3,0,10,3.95,77.13
S105282,50.74,62.33,33.66,38.8,1,1,6,6.01,44.98
S105283,71.91,96.02,9.84,66.09,1,1,4,4.41,53.83
S105284,52.0,79.99,55.21,66.73,1,0,2,4.29,58.58
S105285,,84.66,48.51,58.21,3,1,3,2.89,75.16
S105286,57.39,61.93,69.31,39.24,2,2,3,0.78,32.19
S105287,48.49,52.22,24.23,100.0,1,3,5,3.33,37.11
S105288,62.7,78.83,51.2,72.01,1,0,3,7.68,20.32
S105289,66.92,56.04,34.51,88.66,2,0,6,7.15,22.32
S105290,44.5,69.49,59.39,52.29,0,0,1,3.33,71.59
S105291,34.85,31.46,91.92,75.97,3,0,3,7.24,51.74
S105292,72.78,48.26,52.68,96.05,0,2,3,8.61,61.66
S105293,41.52,36.03,30.26,53.88,2,1,6,5.67,54.84
S105294,32.04,48.36,48.97,62.35,3,2,2,6.47,49.1
S105295,60.8,57.62,43.74,51.57,4,1,1,8.38,41.81
S105296,50.05,34.23,42.99,11.25,0,3,4,8.06,39.85
S105297,0.0,29.09,32.24,60.04,5,0,3,0.93,43.09
S105298,54.78,77.45,54.66,58.75,2,2,4,7.26,48.13
S105299,34.43,56.96,42.1,69.59,4,0,4,6.64,29.53
S105300,46.74,60.02,50.97,89.21,2,0,6,8.98,61.21
S105301,55.84,19.07,48.05,94.41,1,3,5,4.68,49.23
S105302,58.06,83.44,66.8,63.33,2,0,3,5.59,43.52
S105303,52.44,86.35,61.7,79.12,3,0,4,5.31,46.25
S105304,34.71,48.69,52.56,11.79,8,1,4,7.79,58.37
S105305,85.19,55.83,46.06,57.81,2,0,2,4.65,56.44
S105306,33.6 ,93.43,75.53,29.59,4,0,5,5.42,100.0
S105307,71.5,53.41,73.97,63.84,3,1,4,1.26,33.05
S105308,72.73,80.04,49.95,77.69,2,0,3,5.93,34.22
S105309,60.25,45.37,54.03,68.7,2,2,4,2.84,70.38
S105310,81.22,62.27,78.57,70.55,3,2,2,6.35,45.38
S105311,61.88,32.34,36.53,62.06,3,0,2,6.74,27.9
S105312,61.38,79.85,67.43,72.73,2,2,5,7.96,80.48
S105313,66.55,53.78,66.73,77.44,7,2,5,4.82,28.31
S105314,58.87,49.5,52.36,56.94,1,1,0,8.66,77.28
S105315,87.5 ,65.66,55.61,75.79,2,1,5,6.31,52.16
S105316,90.97,93.4,67.03,36.78,2,1,1,6.58,49.79
S105317,99.03,65.23,56.42,47.61,6,1,6,2.56,40.55
S105318,38.91,91.16,59.52,60.15,1,1,5,5.2,43.87
S105319,58.11,17.18,74.25,64.12,1,4,4,7.65,71.9
S105320,69.57,64.39,73.18,58.57,0,1,6,0.18,52.26
S105321,77.76,69.65,39.12,23.42,6,0,6,5.17,54.82
S105322,56.04,63.0,49.2,38.35,6,0,2,8.21,76.61
S105323,13.38,41.95,73.57,80.1,3,1,3,3.54,68.96
S105324,38.45,54.25,49.65,54.29,1,0,3,4.23,41.07
S105325,72.5,60.02,54.64,70.26,5,0,6,4.75,53.97
S105326,47.57,76.04,35.48,41.29,0,3,2,4.5,70.6
