roll_number,hackathons_participated,preferred_domain,career_goal,submitted_at
S104815,1,Core Engineering,Job,19/11/2023
S104816,1,Web Development,Job,2024-02-04
S104817,3,Cybersecurity,Startup/Entrepreneurship,12-04-2023
S104818,1,AI/ML,Job,2023-11-22
S104819,0,Web Development,Job,06/02/2024
S104820,2,Web Development,Startup/Entrepreneurship,2024-02-18
S104821,3,Product/Management,Higher Studies,29/03/2024
S104822,0,Data Science,Job,18/12/2023
S104823,1,Product/Management,Startup/Entrepreneurship,2024-03-07
S104824,1,Data Science,Job,01-31-2024
S104825,3,Product/Management,Job,20/03/2024
S104826,0,Data Science,Job,2024-02-09
S104827,0,Core Engineering,Job,2023-11-06
S104828,0,Web Development,Job,2023-11-01
S104829,1,Data Science,Job,31/03/2024
S104830,1,Data Science,Job,27/02/2024
S104831,1,Web Development,Higher Studies,16/01/2024
S104832,3,Web Development,Higher Studies,2024-03-29
S104833,0,Data Science,Job,2024-03-10
S104834,2,Data Science,Startup/Entrepreneurship,02-13-2024
S104835,0,Product/Management,Higher Studies,2024-03-07
S104836,1,Cybersecurity,Higher Studies,2024-03-08
S104837,0,AI/ML,Job,2024-02-22
S104838,0,AI/ML,Job,2023-12-05
S104839,3,Data Science,Job,06/03/2024
S104840,2,Data Science,Job,2023-12-30
S104841,1,Data Science,Job,2023-12-20
S104842,0,Core Engineering,Startup/Entrepreneurship,2024-02-06
S104843,1,Core Engineering,Job,15/12/2023
S104844,0,Core Engineering,Job,2023-12-27
S104845,1,Product/Management,Job,2024/03/23 11:05:32
S104846,1,Web Development,Job,2023-12-16
S104847,1,Data Science,Job,2024-01-16
S104848,0,Core Engineering,Higher Studies,03/04/2024
S104849,1,Core Engineering,Higher Studies,02-14-2024
S104850,1,Core Engineering,Job,21/03/2024
S104851,1,Cybersecurity,Job,04-10-2024
S104852,3,Cybersecurity,Higher Studies,2023-12-28
S104853,2,Web Development,Job,11/01/2024
S104854,3,Data Science,Higher Studies,2023-11-29
S104855,0,AI/ML,Job,2023-12-01
S104856,1,Product/Management,JOB,2023-12-14
S104857,2,Web Development,Higher Studies,2023-12-12
S104858,1,Web Development,Job,2024-02-13
S104859,1,Product/Management,Higher Studies,2023-11-11
S104860,0,Product/Management,Higher Studies,2024-03-09
S104861,1,Cybersecurity,Job,2024-03-01
S104862,2,Cybersecurity,Job,2024-02-03
S104863,1,Cybersecurity,Job,2024-01-07
S104864,0,Web Development,Job,01-16-2024
S104865,1,AI/ML,Job,2024-04-03
S104866,0,AI/ML,Job,02-04-2024
S104867,0,Web Development,Job,2024-01-07
S104868,4,Web Development,Startup/Entrepreneurship,18/01/2024
S104869,0,Cybersecurity,Job,11/04/2024
S104870,1,Web Development,Higher Studies,21/02/2024
S104871,3,Product/Management,Job,2024-01-10
S104872,1,Web Development,Job,02-19-2024
S104873,3,Cybersecurity,Job,2023-11-10
S104874,1,Product/Management,Higher Studies,16/12/2023
S104875,2,Core Engineering,Job,29/11/2023
S104876,3,Data Science,Job,2024-03-14
S104877,4,AI/ML,Higher Studies,11-07-2023
S104878,2,Core Engineering,Job,2024-04-02
S104879,0,Cybersecurity,Job,03-25-2024
S104880,1,Cybersecurity,Job,2024-04-08
S104881,1,Product/Management,Startup/Entrepreneurship,15/03/2024
S104882,2,Product/Management,Startup/Entrepreneurship,2024-01-14
S104883,1,Web Development,Higher Studies,2023-11-14
S104884,2,Data Science,Higher Studies,2024-03-05
S104885,3,Web Development,Higher Studies,2024-03-31
S104886,2,Product/Management,Higher Studies,11-10-2023
S104887,0,Cybersecurity,Job,2024-02-09
S104888,1,Product/Management,Higher Studies,13/02/2024
S104889,0,Product/Management,Job,11-11-2023
S104890,0,Web Development,Job,24/12/2023
S104891,3,Core Engineering,Job,2023-11-05
S104892,0,Product/Management,Job,2024/04/03 21:21:55
S104893,1,Data Science,Job,12-05-2023
S104894,1,Product/Management,Higher Studies,08/02/2024
S104895,1,Core Engineering,Job,11-05-2023
S104896,1,Core Engineering,Higher Studies,29/01/2024
S104897,3,Web Development,Higher Studies,2024-01-05
S104898,1,Cybersecurity,Job,2023-11-06
S104899,0,Web Development,Higher Studies,2023-11-19
S104900,2,Data Science,Job,2023-11-07
S104901,2,Web Development,Job,2023-12-13
S104902,0,Product/Management,Job,2024/03/19 03:25:52
S104903,1,AI/ML,Higher Studies,17/11/2023
S104904,2,Cybersecurity,Higher Studies,2023-12-23
S104905,0,Cybersecurity,Job,2023-12-18
S104906,1,Data Science,Job,24/01/2024
S104907,1,AI/ML,Job,13/02/2024
S104908,0,Web Development,Job,2023-12-23
S104909,1,Web Development,Job,06/03/2024
S104910,1,AI/ML,Job,2024-02-12
S104911,0,Core Engineering,Job,2024-01-05
S104912,2,AI/ML,Job,31/03/2024
S104913,1,Product/Management,Higher Studies,09/03/2024
S104914,2,Data Science,Job,17/12/2023
S104915,0,Data Science,Higher Studies,2024-03-07
S104916,1,Product/Management,Startup/Entrepreneurship,06/03/2024
S104917,2,Product/Management,Job,02-29-2024
S104918,3,Data Science,Higher Studies,2024-01-14
S104919,2,Cybersecurity,,2023-12-05
S104920,2,Web Development,Job,2023-11-01
S104921,0,Web Development,Higher Studies,2024-03-10
S104922,0,AI/ML,,2024-01-19
S104923,0,Core Engineering,Job,2024-03-05
S104924,1,Product/Management,Job,2023-11-23
S104925,1,Product/Management,Job,2024-04-06
S104926,1,Core Engineering,Higher Studies,14/12/2023
S104927,1,Web Development,Higher Studies,19/11/2023
S104928,2,Web Development,Job,2023-12-06
S104929,1,Data Science,Job,2024-04-10
S104930,0,Cybersecurity,Job,17/03/2024
S104931,1,Web Development,Job,2024-02-09
S104932,2,Web Development,JOB,2024-02-09
S104933,0,Web Development,Startup/Entrepreneurship,2023-12-30
S104934,3,Web Development,Higher Studies,2024/03/03 14:59:38
S104935,2,Data Science,Job,2024-04-04
S104936,2,Cybersecurity,Higher Studies,06/11/2023
S104937,1,Cybersecurity,Job,2024-03-02
S104938,2,Core Engineering,Job,2024-04-10
S104939,2,Core Engineering,Higher Studies,2024-04-05
S104940,1,AI/ML,Job,2024-03-09
S104941,3,Data Science,Job,05/04/2024
S104942,1,Web Development,Higher Studies,2023-11-11
S104943,2,Core Engineering,Job,2024-01-01
S104944,1,Core Engineering,Startup/Entrepreneurship,01-20-2024
S104945,1,AI/ML,Higher Studies,07/02/2024
S104946,1,Core Engineering,Job,31/03/2024
S104947,1,Data Science,Job,08/02/2024
S104948,3,Product/Management,Job,11-25-2023
S104949,2,AI/ML,Startup/Entrepreneurship,2024-03-12
S104950,1,Web Development,Higher Studies,12-12-2023
S104951,1,Web Development,Startup/Entrepreneurship,2024-04-06
S104952,1,AI/ML,Job,2023-12-19
S104953,1,Data Science,Job,2023-11-24
S104954,1,AI/ML,Job,11/04/2024
S104955,0,AI/ML,Job,2024-02-05
S104956,0,Data Science,Job,2024-01-10
S104957,1,Data Science,Job,2023-12-20
S104958,2,Cybersecurity,Job,11/02/2024
S104959,1,Data Science,Job,2024-02-17
S104960,1,AI/ML,higher studies,2024-03-28
S104961,1,Data Science,Job,2023-12-26
S104962,1,Web Development,Higher Studies,2024-03-29
S104963,1,AI/ML,Higher Studies,25/12/2023
S104964,1,AI/ML,Startup/Entrepreneurship,26/03/2024
S104965,1,Web Development,Job,2023-12-14
S104966,2,Web Development,Job,06/03/2024
S104967,2,Core Engineering,Job,2023-11-02
S104968,2,Cybersecurity,Job,2023-11-15
S104969,1,Web Development,Job,2023-12-30
S104970,0,Data Science,Job,02/03/2024
S104971,2,Core Engineering,Higher Studies,12-25-2023
S104972,2,Product/Management,Job,29/12/2023
S104973,1,Product/Management,Job,11-14-2023
S104974,2,AI/ML,Higher Studies,19/12/2023
S104975,0,Core Engineering,Higher Studies,2024-04-02
S104976,5,Product/Management,job,2023-11-23
S104977,1,Cybersecurity,job,29/12/2023
S104978,0,Web Development,Higher Studies,2024-03-06
S104979,1,Data Science,Startup/Entrepreneurship,04-08-2024
S104980,1,,Job,2024-03-26
S104981,2,Product/Management,Job,2024-03-26
S104982,3,AI/ML,Higher Studies,2023-12-01
S104983,2,Data Science,Job,2023-11-29
S104984,0,Core Engineering,Job,03-13-2024
S104985,1,Product/Management,Higher Studies,2023-12-19
S104986,1,Core Engineering,Job,2024-01-17
S104987,0,Product/Management,Job,2024-03-11
S104988,0,Cybersecurity,Higher Studies,2024-01-19
S104989,0,Web Development,Job,2024-03-09
S104990,2,Core Engineering,Job,29/03/2024
S104991,0,Data Science,Higher Studies,2023-11-02
S104992,3,Core Engineering,Job,05/04/2024
S104993,4,Core Engineering,Higher Studies,2024-03-14
S104994,1,Core Engineering,job,2023-11-06
S104995,3,,Job,2024-03-24
S104996,2,Product/Management,Job,11/01/2024
S104997,2,Web Development,Job,04/11/2023
S104998,3,Data Science,Higher Studies,2023/12/12 11:22:34
S104999,1,Core Engineering,Job,2024-01-21
S105000,0,AI/ML,Startup/Entrepreneurship,25/02/2024
S105001,2,Cybersecurity,Higher Studies,2024-04-13
S105002,0,Cybersecurity,job,02-27-2024
S105003,1,Data Science,Higher Studies,2023-11-16
S105004,2,AI/ML,Higher Studies,11-04-2023
S105005,0,Core Engineering,Higher Studies,2024/01/05 02:20:12
S105006,1,Core Engineering,Job,2024-02-27
S105007,1,Data Science,Higher Studies,2024-02-04
S105008,0,Product/Management,Job,2024-03-26
S105009,1,Product/Management,Higher Studies,2024-02-03
S105010,2,Web Development,Job,2024-01-08
S105011,0,Web Development,Job,12-09-2023
S105012,1,AI/ML,Higher Studies,2024-03-19
S105013,4,AI/ML,Higher Studies,2023-12-11
S105014,1,Data Science,Job,2024/03/04 07:03:02
S105015,1,Cybersecurity,Job,2023-12-18
S105016,1,Product/Management,Higher Studies,2024-03-16
S105017,3,Web Development,Job,18/02/2024
S105018,1,Data Science,Higher Studies,01-21-2024
S105019,2,Cybersecurity,Job,2024-03-06
S105020,1,AI/ML,Higher Studies,2023-12-10
S105021,2,Data Science,Job,2024-03-18
S105022,1,Product/Management,Job,07/01/2024
S105023,1,Product/Management,Job,2024-04-10
S105024,1,AI/ML,Job,01-09-2024
S105025,3,Cybersecurity,higher studies,2024-01-24
S105026,0,AI/ML,Higher Studies,2023-11-17
S105027,4,AI/ML,Job,2024-02-11
S105028,0,Web Development,Higher Studies,03/02/2024
S105029,1,Cybersecurity,Job,2023-11-10
S105030,2,Cybersecurity,Higher Studies,2023-12-08
S105031,0,Web Development,Startup/Entrepreneurship,2023/12/10 02:21:36
S105032,3,Product/Management,Job,2024/01/13 21:57:57
S105033,1,,Job,02-05-2024
S105034,1,Cybersecurity,Startup/Entrepreneurship,2023-12-28
S105035,2,AI/ML,Job,03-21-2024
S105036,2,Core Engineering,Job,15/11/2023
S105037,1,Core Engineering,Job,2024-02-22
S105038,1,Core Engineering,Higher Studies,2024-02-15
S105039,1,Core Engineering,Startup/Entrepreneurship,2023-12-23
S105040,1,Core Engineering,Startup/Entrepreneurship,2024-01-04
S105041,2,Product/Management,Job,26/01/2024
S105042,0,Core Engineering,Higher Studies,2024-03-26
S105043,0,Data Science,Job,03-03-2024
S105044,1,Web Development,Higher Studies,2024-02-14
S105045,2,,Job,2024-02-20
S105046,0,Product/Management,Job,2023-11-18
S105047,1,Product/Management,Job,2023-12-15
S105048,2,Cybersecurity,HIGHER STUDIES,2024/02/09 10:24:26
S105049,1,Product/Management,Job,2023-12-30
S105050,1,AI/ML,Job,2024-03-01
S105051,2,Cybersecurity,Job,19/11/2023
S105052,1,AI/ML,,18/12/2023
S105053,2,Web Development,Higher Studies,2024-04-14
S105054,1,Product/Management,Higher Studies,27/03/2024
S105055,2,Core Engineering,Job,05/03/2024
S105056,1,AI/ML,Higher Studies,03/11/2023
S105057,0,Cybersecurity,Higher Studies,2024-02-10
S105058,0,Cybersecurity,Higher Studies,2024-04-08
S105059,3,Web Development,Job,2023-12-07
S105060,2,AI/ML,Job,2024/03/22 11:43:14
S105061,1,Data Science,Job,2023-12-23
S105062,1,Cybersecurity,Job,03/03/2024
S105063,1,Core Engineering,Higher Studies,21/12/2023
S105064,0,Core Engineering,Job,2023-12-04
S105065,2,AI/ML,Job,27/11/2023
S105066,0,AI/ML,Startup/Entrepreneurship,2024-02-13
S105067,2,Product/Management,Job,2024-02-14
S105068,1,Data Science,Job,2023-12-22
S105069,2,Web Development,Higher Studies,26/01/2024
S105070,2,Web Development,Higher Studies,2023-11-21
S105071,3,Product/Management,Job,26/03/2024
S105072,0,AI/ML,Higher Studies,2024-02-14
S105073,1,Product/Management,Job,24/01/2024
S105074,1,,Startup/Entrepreneurship,25/12/2023
S105075,1,Product/Management,Job,2024-01-10
S105076,0,Product/Management,Job,03-02-2024
S105077,0,Web Development,Startup/Entrepreneurship,2023-11-09
S105078,1,Web Development,job,04-13-2024
S105079,1,Cybersecurity,Job,2024-02-27
S105080,1,Web Development,Job,2024-01-18
S105081,0,Product/Management,Job,2024-02-07
S105082,1,Core Engineering,Higher Studies,03-16-2024
S105083,1,Data Science,Higher Studies,2024-01-07
S105084,0,Product/Management,Higher Studies,2024-03-15
S105085,0,Product/Management,Job,2023-12-12
S105086,1,Core Engineering,Job,2023-12-02
S105087,2,Cybersecurity,Job,27/11/2023
S105088,1,Product/Management,Job,2023-12-30
S105089,1,Core Engineering,Job,06/04/2024
S105090,0,Cybersecurity,Job,19/02/2024
S105091,2,,Job,2024-04-03
S105092,1,Data Science,Higher Studies,21/02/2024
S105093,1,AI/ML,Startup/Entrepreneurship,2024-03-07
S105094,0,Web Development,Job,2024-03-20
S105095,2,Cybersecurity,Higher Studies,2023-11-16
S105096,1,Core Engineering,Job,2024-03-25
S105097,1,Core Engineering,Higher Studies,03/02/2024
S105098,0,Product/Management,Startup/Entrepreneurship,2024-03-01
S105099,1,Data Science,Higher Studies,2023-12-20
S105100,3,Data Science,Startup/Entrepreneurship,22/03/2024
S105101,0,Cybersecurity,Job,2023-12-01
S105102,2,Product/Management,Job,2023-12-17
S105103,1,Core Engineering,Job,2023-11-22
S105104,0,Core Engineering,Higher Studies,2024-03-20
S105105,0,,Higher Studies,2023-11-24
S105106,0,Cybersecurity,Job,2023-11-22
S105107,0,Cybersecurity,Startup/Entrepreneurship,2023-11-12
S105108,2,AI/ML,Startup/Entrepreneurship,2024-01-13
S105109,1,AI/ML,Job,2024-01-02
S105110,1,Cybersecurity,Higher Studies,2023-11-06
S105111,1,Cybersecurity,Job,21/03/2024
S105112,2,Web Development,Higher Studies,26/02/2024
S105113,2,Web Development,Job,2024-03-12
S105114,1,Core Engineering,Job,13/12/2023
S105115,1,Web Development,Job,27/02/2024
S105116,0,Web Development,Job,2023-11-28
S105117,4,Core Engineering,Job,2024-03-22
S105118,2,AI/ML,Higher Studies,07/02/2024
S105119,1,,Higher Studies,2024/03/19 00:18:58
S105120,1,AI/ML,Higher Studies,2024-01-21
S105121,0,Cybersecurity,Job,2024-01-14
S105122,1,Cybersecurity,Job,2024-02-03
S105123,2,Product/Management,Job,2023-12-09
S105124,3,Web Development,Job,2024-03-25
S105125,0,Core Engineering,Higher Studies,2024/01/04 14:40:24
S105126,1,Web Development,Job,2023-11-24
S105127,3,Core Engineering,Higher Studies,2024/02/25 18:23:56
S105128,0,AI/ML,Higher Studies,2023-12-15
S105129,0,Data Science,Higher Studies,20/02/2024
S105130,1,Product/Management,Job,05/12/2023
S105131,1,AI/ML,Startup/Entrepreneurship,20/12/2023
S105132,3,Web Development,Higher Studies,12-13-2023
S105133,3,Web Development,Job,20/03/2024
S105134,1,AI/ML,Higher Studies,12-05-2023
S105135,3,Product/Management,Job,02-17-2024
S105136,1,Product/Management,Job,2023-11-08
S105137,2,Web Development,Job,07/11/2023
S105138,2,Cybersecurity,Job,2024/03/29 15:36:00
S105139,1,Data Science,Job,2024-02-19
S105140,0,Cybersecurity,Higher Studies,2024-03-20
S105141,0,Cybersecurity,Higher Studies,2023-12-17
S105142,2,AI/ML,Job,2024-02-24
S105143,1,Cybersecurity,Job,2023-12-24
S105144,2,Cybersecurity,Job,2023-11-24
S105145,1,Data Science,Higher Studies,26/11/2023
S105146,0,Product/Management,job,2024-01-23
S105147,1,Data Science,Job,11-23-2023
S105148,3,Web Development,Job,2023-11-16
S105149,3,Product/Management,Job,27/12/2023
S105150,2,Cybersecurity,job,2024-03-25
S105151,2,Core Engineering,Higher Studies,2023-11-23
S105152,0,Core Engineering,Higher Studies,11/04/2024
S105153,1,Product/Management,JOB,2024-01-25
S105154,0,AI/ML,Higher Studies,12-02-2023
S105155,0,Data Science,Higher Studies,2024-01-17
S105156,1,Core Engineering,Startup/Entrepreneurship,02-03-2024
S105157,1,Product/Management,Job,2024-02-09
S105158,4,Data Science,Job,2024-02-21
S105159,2,AI/ML,Higher Studies,2024-02-09
S105160,1,Cybersecurity,Job,2023-12-09
S105161,2,Product/Management,Job,2023-12-19
S105162,1,Web Development,Startup/Entrepreneurship,2024-03-18
S105163,0,Product/Management,Job,2024/02/21 09:01:57
S105164,0,Data Science,Startup/Entrepreneurship,2024-04-14
S105165,1,Web Development,Job,03-14-2024
S105166,0,Cybersecurity,Job,03/01/2024
S105167,2,Web Development,Higher Studies,2023-11-12
S105168,2,Web Development,Startup/Entrepreneurship,2024-01-12
S105169,2,AI/ML,Job,2023-11-16
S105170,0,Data Science,Startup/Entrepreneurship,2024-03-12
S105171,1,AI/ML,Startup/Entrepreneurship,16/03/2024
S105172,0,Product/Management,Job,2023-12-23
S105173,1,Cybersecurity,Job,2023-12-18
S105174,2,Cybersecurity,Job,2023-12-22
S105175,2,Product/Management,Job,2024-01-08
S105176,4,Web Development,Startup/Entrepreneurship,2024-02-07
S105177,0,AI/ML,Job,2023-12-28
S105178,1,AI/ML,Higher Studies,2023-11-20
S105179,2,Product/Management,Higher Studies,2024-03-24
S105180,2,Core Engineering,,2023-12-06
S105181,0,Cybersecurity,Higher Studies,2023-12-23
S105182,4,Core Engineering,Job,12/11/2023
S105183,1,Data Science,STARTUP/ENTREPRENEURSHIP,2023-12-20
S105184,0,Data Science,Job,01-01-2024
S105185,1,Web Development,Job,2023-11-22
S105186,1,Core Engineering,Job,2023-12-26
S105187,3,Core Engineering,Higher Studies,2024-02-14
S105188,1,Data Science,Job,2024-01-15
S105189,1,Product/Management,Job,23/03/2024
S105190,2,Cybersecurity,Higher Studies,2024-03-30
S105191,2,Data Science,Startup/Entrepreneurship,05/12/2023
S105192,1,Core Engineering,Higher Studies,2023/12/22 07:48:37
S105193,1,Product/Management,Higher Studies,02-06-2024
S105194,2,Cybersecurity,Job,2024-03-18
S105195,1,Cybersecurity,Job,2024/01/27 03:02:26
S105196,0,Web Development,JOB,2023-12-14
S105197,0,Product/Management,Startup/Entrepreneurship,2024-01-12
S105198,0,AI/ML,Job,2023-12-15
S105199,2,Core Engineering,,2023-12-15
S105200,1,Product/Management,Job,12/04/2024
S105201,1,Cybersecurity,Higher Studies,2024-02-23
S105202,1,Data Science,Job,2024-02-22
S105203,2,Cybersecurity,Higher Studies,2023-11-25
S105204,0,Product/Management,Higher Studies,2024-03-20
S105205,1,Product/Management,Job,31/01/2024
S105206,0,Data Science,Job,11/12/2023
S105207,1,Core Engineering,Higher Studies,2024-03-08
S105208,1,Product/Management,Job,12-02-2023
S105209,4,Product/Management,JOB,2024-03-24
S105210,2,AI/ML,Higher Studies,2024-03-18
S105211,0,Core Engineering,HIGHER STUDIES,2023-12-02
S105212,0,Data Science,Job,2023-11-16
S105213,1,Cybersecurity,Job,2024-02-16
S105214,0,Product/Management,Job,01-26-2024
S105215,0,Web Development,Job,2024-03-30
S105216,1,Cybersecurity,Higher Studies,16/01/2024
S105217,2,Data Science,Higher Studies,12-09-2023
S105218,0,Data Science,Job,05/02/2024
S105219,1,Product/Management,Job,2024-02-03
S105220,0,Core Engineering,Job,2023-12-28
S105221,2,Product/Management,Job,2024-03-03
S105222,2,Web Development,Higher Studies,2024-04-13
S105223,2,Cybersecurity,Higher Studies,11/04/2024
S105224,1,Web Development,Job,01/02/2024
S105225,0,Web Development,Startup/Entrepreneurship,2023/12/28 20:55:38
S105226,2,AI/ML,Higher Studies,2024-02-27
S105227,3,Core Engineering,Job,11-02-2023
S105228,0,Cybersecurity,Job,2024-01-07
S105229,2,Web Development,Job,2024-03-12
S105230,2,Web Development,Job,08/12/2023
S105231,0,Core Engineering,Job,2023-12-18
S105232,4,Cybersecurity,Job,20/02/2024
S105233,2,Cybersecurity,Startup/Entrepreneurship,2024-03-03
S105234,0,Data Science,Job,01-18-2024
S105235,3,Web Development,,25/03/2024
S105236,1,AI/ML,Higher Studies,2024-04-01
S105237,2,AI/ML,Higher Studies,2023-12-02
S105238,0,Core Engineering,Job,2024-03-16
S105239,0,AI/ML,Higher Studies,18/12/2023
S105240,0,,Startup/Entrepreneurship,31/03/2024
S105241,2,Product/Management,Startup/Entrepreneurship,16/12/2023
S105242,4,Web Development,Job,2023-12-09
S105243,1,Data Science,Job,2024/04/10 14:34:35
S105244,0,Product/Management,Job,2023-11-14
S105245,0,Web Development,Job,2024-03-13
S105246,1,Product/Management,Higher Studies,2024/03/14 00:06:47
S105247,2,AI/ML,Job,05/01/2024
S105248,1,Core Engineering,Job,27/12/2023
S105249,1,Web Development,Job,18/11/2023
