student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
S206431,8.51,7.88,4.04,5.45,14.59,5.5,1.01,7.51,48.27,0,4.5,47.68,46.82,62.62,55.58,1,4,2,5,6.66,44.12,72.85,1.43,1,80.4,5.05,0
S206432,5.37,5.5,3.6,9.27,35.46,1.63,0.7,6.94,57.86,2,15.5,43.77,66.77,64.37,58.55,0,0,0,3,2.49,35.24,41.65,3.38,0,82.3,7.3,0
S206433,7.33,6.88,2.13,4.34,45.8,2.32,0.17,4.53,51.1,4,3.0,64.04,32.66,80.09,56.13,1,1,0,4,5.49,57.53,55.88,2.97,0,72.25,8.42,0
S206434,5.18,8.2,3.13,6.78,93.8,3.44,0.39,9.64,64.21,1,1.0,88.05,72.47,51.43,60.66,0,2,0,6,8.11,22.42,30.37,2.38,0,85.09,6.51,1
S206435,9.6,7.61,0.17,3.94,44.96,1.7,1.21,2.19,34.06,0,5.0,42.31,31.68,70.48,41.63,2,3,1,3,1.47,36.55,64.92,4.48,1,63.21,7.29,0
S206436,6.19,5.03,2.56,5.14,42.5,1.86,1.67,8.56,47.55,1,5.2,59.86,67.31,59.83,76.63,1,1,0,5,8.67,3.81,58.14,2.71,0,78.36,7.83,0
S206437,7.43,0.0,0.23,7.48,39.68,0.72,2.19,3.68,58.68,1,2.0,62.38,53.04,40.46,44.08,1,2,2,4,4.73,61.92,49.61,0.0,0,67.08,6.4,0
S206438,4.45,11.55,1.38,3.54,52.95,1.92,1.29,8.74,81.35,2,1.8,0.13,64.41,82.08,51.26,3,2,1,4,9.87,36.36,52.51,6.01,0,74.25,8.79,0
S206439,7.33,5.54,1.82,9.61,82.24,2.05,0.14,6.84,57.3,3,4.0,7.6,69.37,79.69,71.83,1,3,1,4,8.42,33.4,30.1,2.71,1,72.3,7.51,1
S206440,7.26,0.88,0.72,3.62,84.7,1.18,4.56,4.69,71.19,2,6.9,56.02,54.61,34.59,62.0,1,3,2,3,0.62,51.62,46.82,0.75,2,85.06,5.07,0
S206441,5.67,3.77,2.09,3.57,45.67,0.0,0.48,3.24,41.27,2,4.6,48.83,53.07,58.98,65.91,0,0,1,3,6.78,60.7,52.97,15.07,1,94.32,6.37,1
S206442,7.26,7.0,2.21,3.07,40.79,3.89,0.01,9.5,81.03,1,5.3,81.55,54.44,72.11,68.86,4,3,1,1,1.69,60.49,67.6,1.8,0,86.05,6.87,0
S206443,6.01,1.58,0.71,5.33,40.9,1.6,0.71,2.25,59.23,2,2.8,55.48,51.88,42.82,29.94,0,0,1,4,4.11,72.33,59.31,0.99,0,89.23,7.12,0
S206444,6.86,7.48,0.7,4.39,60.16,2.47,0.78,9.44,38.85,2,2.3,48.41,56.5,59.44,68.82,1,5,4,2,4.43,94.88,57.66,3.03,1,83.02,5.56,0
S206445,5.6,5.93,2.41,9.39,70.75,3.18,2.15,8.03,35.89,4,1.0,64.98,36.32,77.99,42.14,3,4,0,4,5.06,76.13,20.69,1.87,2,71.28,7.16,1
S206446,5.67,9.76,2.17,8.32,27.53,2.5,1.68,4.28,43.71,0,3.1,52.09,20.98,37.46,61.48,0,3,1,4,6.06,47.35,44.96,3.91,1,84.73,5.39,1
S206447,4.59,4.26,0.24,1.68,36.56,2.09,1.37,6.23,44.92,2,8.6,37.67,79.21,30.79,4.11,0,2,1,3,9.74,23.78,66.43,2.04,1,77.85,5.35,0
S206448,6.92,6.53,2.8,6.9,71.0,4.61,0.85,6.71,70.79,0,2.1,43.32,73.77,57.54,81.92,2,5,0,3,1.3,51.9,40.1,1.42,1,87.8,6.59,1
S206449,6.02,9.99,0.26,6.44,64.76,3.68,1.2,9.18,51.4,4,3.2,63.93,45.32,64.88,60.67,1,5,1,3,2.02,40.58,35.72,2.71,0,84.2,8.81,0
S206450,5.33,8.21,1.21,7.11,4.01,3.91,0.76,5.29,73.11,2,1.2,90.58,39.94,66.72,20.93,2,2,0,3,0.45,70.34,64.68,2.1,1,72.57,6.95,0
S206451,8.6,5.21,3.38,6.74,74.15,2.34,2.02,8.28,46.11,0,4.2,55.49,54.9,77.34,65.18,0,2,1,2,4.98,60.69,49.56,2.22,0,76.26,7.08,0
S206452,6.34,5.93,2.82,7.64,17.95,5.07,2.56,7.69,59.59,2,3.5,48.16,45.41,35.61,57.78,2,2,2,5,2.36,44.72,61.61,1.17,1,62.03,9.18,0
S206453,6.11,6.68,0.89,6.85,54.49,4.47,0.14,3.76,72.79,2,25.8,62.72,87.88,61.03,51.31,1,3,2,6,4.2,47.25,48.85,1.49,0,58.28,7.17,1
S206454,5.3,1.85,0.02,5.92,36.57,2.04,0.55,4.61,87.05,3,4.3,63.72,38.21,65.59,30.55,1,4,1,5,6.36,22.57,49.41,0.9,1,69.57,5.98,1
S206455,7.61,7.53,0.99,8.52,40.53,4.85,8.0,5.56,42.75,2,2.4,50.69,59.05,56.14,53.36,2,3,1,3,8.03,46.52,61.62,1.55,1,58.33,8.54,0
S206456,6.53,7.53,1.35,8.08,39.46,1.2,4.56,10.0,70.99,0,13.2,30.74,58.47,86.93,47.93,0,3,2,4,0.73,24.6,51.07,6.26,0,69.19,8.45,0
S206457,5.16,4.58,0.9,3.98,35.61,6.03,0.65,3.67,58.06,0,4.8,70.63,70.25,36.92,71.53,1,0,2,4,2.8,34.32,61.53,0.76,0,68.21,9.89,0
S206458,5.97,4.67,3.42,6.3,51.13,3.01,2.43,3.56,57.2,0,2.3,84.23,20.09,46.53,74.51,1,2,0,1,5.57,25.95,53.42,1.55,1,63.3,6.57,1
S206459,7.12,6.72,1.76,6.48,61.73,1.24,0.39,6.17,71.28,2,1.4,73.8,59.45,46.44,74.2,0,1,2,7,4.76,71.66,48.0,5.41,3,66.43,8.09,1
S206460,6.46,9.35,1.67,6.76,37.7,5.66,0.42,5.99,52.2,2,3.9,50.33,50.22,35.79,66.13,3,3,1,4,7.99,45.26,53.51,1.65,0,65.96,5.59,0
S206461,7.94,4.71,2.18,3.78,29.27,0.0,2.77,5.98,39.04,4,1.9,27.75,74.23,62.33,84.83,2,3,2,5,8.4,62.88,71.95,18.84,1,87.25,6.63,1
S206462,7.74,5.47,1.58,4.78,73.32,3.0,2.73,7.77,57.04,2,1.0,57.28,47.02,70.35,80.7,2,2,0,5,4.73,19.12,53.33,1.82,2,73.72,9.02,1
S206463,9.37,5.1,0.41,3.45,79.56,4.38,0.5,1.95,48.66,1,6.3,69.4,68.51,59.27,43.97,0,1,1,1,3.36,48.5,62.27,1.16,0,73.59,7.47,0
S206464,5.4,6.28,0.48,4.8,37.41,0.24,2.08,8.13,54.7,2,4.8,56.21,41.11,61.39,61.15,4,0,1,2,7.17,51.47,56.7,25.12,3,65.03,5.05,0
S206465,6.25,7.81,1.82,7.29,39.75,3.2,0.38,4.94,52.91,2,17.9,56.08,38.43,71.45,35.72,3,1,1,1,5.76,47.22,53.3,2.44,0,89.33,7.67,0
S206466,5.98,3.81,2.52,5.94,12.84,3.51,0.41,5.67,56.07,2,2.1,58.74,67.15,66.23,84.61,1,1,0,7,5.77,50.77,66.85,1.09,1,70.25,7.18,0
S206467,5.98,1.0,0.85,3.46,62.77,3.53,0.01,1.33,59.65,4,4.2,56.01,59.12,40.82,39.74,1,5,1,1,6.7,31.14,55.53,0.28,1,78.39,5.93,1
S206468,6.41,5.73,0.17,8.24,26.5,3.95,0.93,3.74,35.55,2,8.8,82.23,66.73,70.31,72.21,0,2,3,1,2.75,16.4,54.25,1.45,2,64.29,7.28,1
S206469,5.83,9.85,0.79,8.15,55.65,2.74,3.35,4.33,56.86,1,17.0,76.06,61.95,31.03,77.18,2,1,1,1,2.89,59.2,42.11,3.6,0,77.03,5.24,1
S206470,7.57,4.17,2.02,4.78,25.47,1.78,0.64,6.78,71.22,1,6.0,46.22,51.3,41.26,29.01,1,1,0,3,7.4,43.95,78.08,2.33,0,89.84,8.42,0
S206471,4.61,8.14,2.89,4.04,49.33,4.16,2.88,9.1,44.49,2,10.1,64.63,52.55,63.95,49.93,4,3,0,1,0.02,66.03,52.09,1.96,2,69.17,7.29,0
S206472,6.39,6.73,0.4,6.52,66.08,1.87,1.83,2.29,78.59,2,1.1,38.57,43.18,64.41,8.85,2,0,0,3,8.16,45.95,39.93,3.61,1,71.09,8.44,1
S206473,7.19,3.64,1.78,9.28,42.41,4.67,0.18,3.82,75.42,1,1.5,51.75,51.16,41.64,49.16,4,2,1,3,0.65,19.71,51.88,0.78,2,70.79,6.34,0
S206474,7.72,6.96,0.08,3.79,48.43,3.53,0.56,4.84,59.56,1,1.4,37.12,47.24,75.97,50.04,2,1,1,6,5.75,61.9,66.1,1.97,2,63.1,6.86,0
S206475,6.3,4.62,0.71,6.13,64.89,3.8,0.48,4.66,37.03,2,4.3,40.31,51.16,71.73,67.72,0,5,1,5,7.44,33.13,40.11,1.22,0,61.07,7.04,1
S206476,6.76,5.25,1.4,6.35,42.48,5.23,0.35,5.34,66.11,2,1.9,94.27,29.36,30.81,33.02,0,4,2,3,4.77,18.55,56.44,1.0,0,63.72,7.06,0
S206477,6.4,5.57,0.67,6.21,58.86,0.6,2.93,7.35,52.47,2,3.5,47.98,54.2,79.18,57.32,0,2,0,4,3.28,42.61,48.98,9.33,1,77.26,4.28,0
S206478,7.01,3.47,0.85,3.89,28.01,4.24,1.0,6.19,20.31,1,12.3,62.03,76.47,51.22,54.78,2,4,2,4,10.0,76.92,69.57,0.82,0,62.5,7.76,0
S206479,6.08,5.91,0.26,10.0,32.79,4.4,0.62,4.76,26.38,1,6.0,54.83,88.33,60.29,83.53,2,3,0,2,2.09,29.78,41.7,1.34,2,89.9,9.27,1
S206480,7.32,10.14,0.13,3.45,48.13,2.03,0.66,5.11,38.47,2,2.5,48.67,74.68,58.94,52.34,1,6,1,2,5.93,99.52,60.88,4.99,0,78.88,7.62,0
S206481,8.2,7.31,1.18,8.9,40.78,2.84,1.06,7.9,50.25,2,2.8,46.9,63.28,17.18,51.77,0,1,3,3,4.56,34.32,44.76,2.57,0,76.07,6.29,1
S206482,9.23,9.79,6.81,6.02,86.99,3.53,0.25,9.5,75.07,0,4.3,66.42,47.31,61.33,19.96,1,0,1,3,6.12,61.0,41.51,2.78,1,82.23,8.73,1
S206483,5.87,3.77,2.78,5.53,63.58,3.4,1.39,4.37,66.08,2,15.6,43.92,70.9,59.12,44.84,1,2,1,3,1.63,63.52,48.76,1.11,1,67.19,7.11,1
S206484,7.51,12.94,2.15,3.99,28.66,3.46,1.57,1.14,41.38,3,6.3,91.51,55.54,87.24,68.49,0,3,2,5,4.99,33.62,68.58,3.74,0,87.03,10.0,1
S206485,6.72,7.81,3.78,2.88,0.0,3.45,1.96,2.02,61.69,1,15.9,18.8,60.03,26.98,15.37,2,3,1,1,1.8,72.75,86.12,2.26,1,70.75,4.93,0
S206486,6.93,7.17,0.57,4.73,44.62,3.65,0.14,4.62,57.83,1,3.3,71.55,52.49,54.13,47.58,0,1,0,10,7.5,26.01,59.86,1.96,0,68.65,7.36,0
S206487,5.72,4.84,2.86,10.0,54.25,3.7,0.06,4.97,91.53,2,4.2,60.78,75.65,42.47,85.41,0,4,0,3,4.34,68.8,29.88,1.31,1,78.11,7.04,1
S206488,6.5,3.88,6.77,8.32,47.29,0.75,0.95,6.21,50.0,5,1.3,40.15,64.11,67.3,26.5,1,3,1,5,4.55,76.78,39.29,5.15,1,49.33,8.01,1
S206489,7.12,6.52,0.13,6.44,74.52,4.44,1.19,3.69,55.64,0,3.1,47.86,69.66,66.2,69.56,1,4,1,5,4.26,14.53,42.29,1.47,0,71.17,5.02,1
S206490,6.38,9.88,0.85,4.33,16.27,3.58,3.75,8.26,65.04,2,1.8,89.19,70.7,53.47,28.41,1,1,0,7,6.68,22.19,69.16,2.76,0,67.41,8.8,0
S206491,5.79,7.11,3.21,6.1,66.23,0.0,0.39,6.5,63.77,2,11.7,73.72,56.98,91.04,73.19,0,0,2,3,6.44,78.77,34.28,28.43,2,75.7,5.66,1
S206492,8.05,12.5,1.05,5.59,52.63,4.91,0.47,5.64,72.63,2,5.3,77.74,53.88,43.36,46.68,2,7,0,2,9.35,50.96,56.54,2.54,0,64.22,8.71,0
S206493,6.52,5.53,0.06,4.86,2.99,3.1,4.33,6.55,95.66,1,13.8,47.6,81.27,46.29,42.75,0,1,1,3,6.88,92.3,64.75,1.78,2,84.78,8.15,0
S206494,6.03,2.66,3.36,9.69,2.99,2.12,0.22,2.98,60.65,1,2.7,46.13,63.49,42.36,66.74,2,2,1,6,8.83,96.95,55.62,1.25,0,81.47,4.84,1
S206495,6.37,5.18,2.88,6.46,69.56,1.45,0.04,5.03,70.34,2,6.8,49.28,48.67,90.3,59.31,1,3,2,4,6.44,32.35,50.08,3.58,0,69.82,8.22,0
S206496,6.05,9.68,0.42,7.08,36.65,2.41,0.9,7.54,48.73,0,4.6,20.48,50.15,65.65,62.17,3,2,0,4,2.62,44.26,50.47,4.01,0,64.04,6.69,0
S206497,5.31,9.42,0.86,7.08,34.18,3.81,4.35,9.89,68.3,3,5.0,42.78,78.77,57.9,44.3,0,1,0,0,10.0,63.18,48.18,2.47,1,92.23,7.05,1
S206498,7.06,3.58,0.07,4.34,34.23,3.59,1.41,4.78,69.8,2,7.0,31.86,60.3,58.68,62.59,2,2,0,1,5.46,34.87,65.1,1.0,1,99.1,9.54,0
S206499,6.02,4.37,1.36,4.73,65.18,3.59,1.27,5.75,62.77,1,1.0,79.8,53.08,50.92,54.95,1,6,0,5,6.75,42.97,44.1,1.22,1,82.12,6.6,0
S206500,4.62,9.37,1.15,7.18,32.6,0.0,0.18,5.39,32.3,5,5.0,20.51,64.69,40.24,49.04,0,2,0,7,5.18,33.05,50.59,37.48,2,87.46,7.46,1
S206501,7.74,1.86,1.4,1.0,23.5,1.23,2.77,1.05,33.26,1,8.2,34.47,56.86,56.41,35.24,2,3,0,3,7.02,30.24,77.02,1.51,0,80.18,7.3,0
S206502,5.86,7.93,0.88,8.14,53.38,3.69,2.91,4.96,48.33,3,2.2,47.82,55.48,59.39,31.72,1,5,1,3,6.43,23.86,45.38,2.15,0,100.0,6.7,1
S206503,4.33,4.01,0.47,6.3,51.34,2.35,3.82,8.53,73.29,0,1.0,17.97,25.75,48.51,63.98,0,1,1,2,5.89,50.92,46.2,1.71,0,77.46,7.99,0
S206504,6.22,5.53,1.88,8.65,48.16,1.73,0.06,8.74,75.61,2,2.4,40.07,39.65,27.62,42.75,1,2,2,1,6.54,16.51,35.81,3.2,0,65.93,10.0,1
S206505,5.34,5.07,1.09,4.56,26.27,2.15,1.13,4.35,74.97,3,1.9,42.0,59.04,74.32,58.74,1,4,1,3,6.22,72.14,64.78,2.36,0,72.26,4.91,1
S206506,6.57,8.4,2.8,4.92,55.77,3.05,4.19,2.58,72.39,0,2.2,70.28,48.24,68.64,71.07,0,3,1,1,4.55,53.45,51.03,2.75,5,77.37,7.49,1
S206507,4.67,9.68,0.83,3.95,26.52,3.31,0.06,4.76,58.0,2,4.7,49.17,48.61,46.68,53.37,1,2,2,4,0.36,21.58,55.15,2.93,0,83.17,7.41,0
S206508,5.74,4.97,0.69,5.51,38.01,1.53,4.98,8.09,48.41,0,4.5,49.3,76.08,80.03,46.53,5,5,0,5,6.27,50.7,56.81,3.26,0,66.22,8.44,0
S206509,4.04,9.31,0.25,4.82,59.73,2.95,3.88,9.33,63.05,0,27.1,30.37,58.35,72.68,64.18,2,5,1,8,10.0,66.04,31.29,3.15,1,57.09,5.0,1
S206510,4.4,7.8,4.61,9.41,48.99,3.83,0.63,5.28,24.46,4,2.8,88.94,75.95,100.0,35.57,1,4,1,5,5.13,66.88,34.42,2.03,1,76.79,7.53,1
S206511,6.42,3.96,4.67,5.21,50.68,4.65,1.37,8.41,54.16,1,15.8,43.72,70.36,38.1,44.95,2,1,0,4,6.29,47.89,47.74,0.85,0,83.07,8.21,0
S206512,5.51,4.43,0.09,7.6,61.54,4.28,0.21,9.61,67.29,1,4.2,18.2,50.24,43.89,98.21,1,4,1,2,7.55,33.57,40.94,1.04,1,66.13,5.41,0
S206513,8.39,7.17,8.0,9.02,40.96,0.23,0.97,3.02,73.45,0,3.0,61.46,49.26,51.0,67.52,5,1,1,4,6.56,69.78,46.8,28.69,0,72.74,5.44,1
S206514,5.27,5.49,5.9,5.04,34.6,1.38,6.68,7.08,73.0,1,9.7,63.96,62.81,75.04,73.87,2,3,1,5,5.57,33.28,55.9,3.98,1,46.5,5.12,0
S206515,6.52,5.34,6.02,6.95,13.99,6.22,0.68,6.11,75.32,2,5.2,64.18,56.91,58.45,58.17,0,3,0,2,7.26,55.27,61.23,0.86,1,84.6,6.45,0
S206516,4.52,8.6,0.6,5.21,53.41,0.99,0.42,6.01,38.0,2,10.9,64.84,74.69,43.76,43.58,2,3,0,2,5.25,44.46,51.74,8.67,0,68.42,6.61,0
S206517,8.34,7.31,0.54,6.58,36.42,2.24,5.18,5.01,23.86,1,1.4,35.8,66.48,83.81,84.29,2,2,2,2,6.0,41.26,62.0,3.26,0,74.22,6.83,0
S206518,6.34,3.23,1.95,5.76,52.23,3.56,0.58,5.23,48.93,3,14.6,58.4,74.92,61.42,56.12,1,1,1,4,1.7,29.26,54.03,0.91,2,100.0,8.03,0
S206519,4.17,9.3,1.56,5.81,24.28,3.86,0.49,3.18,86.22,3,1.0,61.25,51.75,44.41,49.41,1,2,1,5,5.88,29.26,61.41,2.41,0,70.45,4.57,1
S206520,6.61,8.07,0.37,3.25,50.7,3.01,0.56,5.36,16.71,3,4.0,30.67,59.06,85.81,59.45,1,4,2,3,9.82,89.94,56.01,2.68,2,83.94,5.69,1
S206521,5.61,7.58,0.52,6.84,36.74,2.05,1.92,7.94,64.72,2,2.2,64.35,37.74,45.25,41.92,0,0,3,7,7.8,58.8,49.19,3.69,0,76.8,8.28,1
S206522,9.26,7.89,1.15,2.16,35.49,4.19,0.89,5.99,48.81,0,2.1,45.28,60.55,49.99,29.76,2,7,1,5,6.74,40.71,78.71,1.88,2,79.26,7.23,0
S206523,7.8,2.87,2.37,3.45,53.42,2.62,0.03,1.0,79.79,0,3.4,64.61,68.69,46.61,70.85,0,1,3,3,8.42,78.98,56.79,1.09,1,70.27,8.21,0
S206524,5.21,6.69,1.18,3.88,18.18,2.78,0.05,4.1,71.25,0,1.0,29.2,27.57,44.71,66.57,0,3,0,0,8.25,68.5,58.1,2.41,2,80.57,5.08,0
S206525,7.28,4.32,0.57,5.51,48.58,3.36,2.72,8.45,49.46,5,1.1,73.49,55.58,40.81,41.67,1,1,1,5,5.69,31.87,50.36,1.29,1,86.04,8.92,0
S206526,6.96,5.39,0.37,7.74,27.41,2.52,0.82,5.49,45.48,1,9.8,66.27,60.94,61.18,61.15,2,4,2,10,4.11,43.11,60.97,2.14,0,74.88,5.7,1
S206527,5.81,10.66,0.28,7.26,18.3,2.21,0.16,2.7,72.83,2,2.5,81.99,24.15,47.72,80.3,2,1,0,5,6.94,45.18,51.23,4.83,2,72.0,5.74,1
S206528,5.84,5.21,2.0,5.34,30.0,2.64,3.15,3.29,100.0,1,3.0,87.77,42.08,29.07,64.16,0,1,0,4,6.96,58.89,66.51,1.97,1,76.39,7.71,0
S206529,5.94,10.17,1.31,5.57,79.61,0.87,4.31,7.93,91.59,1,6.8,43.07,82.08,79.83,50.15,0,2,0,4,7.49,55.45,35.69,11.71,1,82.08,6.92,1
S206530,4.95,5.75,0.66,2.97,45.86,3.02,0.15,2.87,65.41,6,14.7,43.41,13.59,40.26,54.38,2,4,0,1,8.25,66.31,55.42,1.9,1,71.17,6.72,1
S206531,6.7,6.3,1.62,6.56,77.15,3.26,0.68,2.89,73.01,0,10.3,55.61,79.53,55.99,70.31,1,3,0,5,7.15,75.58,37.84,1.94,0,88.89,7.18,0
S206532,5.61,8.49,0.85,5.64,40.39,4.34,1.82,1.3,32.27,3,9.7,70.12,69.26,64.35,13.89,2,2,0,1,9.04,54.39,54.73,1.96,1,89.95,7.59,1
S206533,6.17,7.78,3.07,6.4,22.19,2.11,4.97,2.81,74.39,3,4.7,93.94,71.42,61.3,50.86,1,1,0,3,7.0,52.39,62.26,3.68,0,82.77,5.12,1
S206534,5.8,2.51,0.95,8.46,45.14,2.85,7.63,5.83,68.43,2,4.1,31.6,72.26,64.64,51.24,0,2,2,3,3.32,98.75,47.4,0.88,1,80.83,8.71,0
S206535,5.3,7.46,0.94,6.06,41.9,0.96,0.74,4.22,68.2,1,2.8,69.21,100.0,33.48,36.87,2,1,1,7,7.47,33.96,52.09,7.76,1,82.62,7.25,0
S206536,8.97,4.65,1.56,1.0,45.05,3.53,0.58,6.31,66.3,5,1.7,47.87,51.54,56.9,34.43,1,0,1,2,0.0,25.84,78.18,1.32,0,79.54,4.9,0
S206537,6.71,5.6,0.05,7.6,82.18,3.06,7.8,6.02,49.75,2,1.0,39.33,44.42,64.96,55.94,0,3,1,2,1.22,67.64,31.63,1.83,0,87.89,7.77,0
S206538,7.23,7.18,1.03,6.06,53.49,1.83,1.11,6.94,67.94,1,1.0,97.89,63.34,83.52,23.58,2,6,0,3,6.32,47.96,56.04,3.93,0,81.53,6.97,0
S206539,10.0,5.01,1.09,8.27,36.16,3.3,1.87,4.57,37.25,3,13.4,65.5,75.27,58.92,81.57,1,5,0,6,6.78,67.2,62.28,1.52,0,77.21,8.37,0
S206540,6.25,1.43,3.74,2.83,45.22,4.39,1.19,6.32,84.72,3,4.5,50.26,41.17,73.48,53.91,0,0,0,3,0.0,65.77,62.88,0.33,0,48.87,7.39,0
S206541,5.33,6.29,4.69,5.25,62.46,1.5,0.43,6.67,37.43,1,13.0,74.83,40.64,42.79,41.29,1,1,0,7,10.0,78.01,44.35,4.2,0,72.07,8.27,1
S206542,3.94,5.96,3.13,6.2,37.68,3.09,1.47,5.55,63.72,1,13.0,62.95,35.79,59.26,66.25,1,3,0,6,7.77,48.49,55.94,1.93,1,92.99,4.77,1
S206543,4.33,4.74,0.72,6.94,43.88,0.0,1.64,1.64,72.57,3,1.0,56.61,65.87,71.88,68.25,1,1,0,5,4.59,33.23,42.14,18.96,2,76.62,5.5,1
S206544,7.17,3.53,0.99,8.2,33.41,2.92,3.62,3.75,77.45,6,4.3,57.53,82.9,68.24,44.47,1,2,2,6,5.06,42.65,49.16,1.21,0,96.98,5.64,1
S206545,4.39,6.03,0.17,1.0,43.21,1.99,1.48,3.66,34.13,3,23.0,50.33,59.31,54.45,76.84,0,3,0,4,6.41,61.59,60.17,3.03,2,70.61,9.16,0
S206546,3.47,6.45,0.24,8.64,45.11,3.63,3.75,5.38,63.49,1,2.1,43.42,99.83,54.73,72.19,2,3,1,5,1.93,47.07,40.83,1.78,0,86.71,8.04,1
S206547,6.35,5.44,3.79,5.8,22.4,3.15,2.3,6.73,65.66,2,1.3,43.42,45.56,80.51,46.67,1,3,1,4,4.2,45.37,53.41,1.73,0,77.29,6.38,0
S206548,6.19,8.91,0.88,9.13,15.76,3.62,0.07,6.53,67.81,0,11.7,51.64,57.33,49.22,44.13,2,3,1,3,4.67,58.77,58.85,2.46,1,88.36,7.67,0
S206549,8.63,5.94,3.12,7.68,48.39,2.36,1.64,2.28,55.62,2,1.0,37.73,91.58,63.49,58.61,0,2,0,3,6.44,31.36,51.07,2.52,2,97.18,7.41,1
S206550,4.3,6.66,2.81,4.67,41.89,2.22,1.58,7.71,67.15,0,2.7,35.96,45.54,65.44,90.22,1,4,0,7,3.63,52.84,57.73,3.01,2,66.9,8.92,1
S206551,7.72,2.82,6.98,7.91,40.91,0.85,3.2,5.53,65.26,1,3.9,55.03,50.02,46.89,93.19,2,1,1,6,8.24,61.09,56.09,3.3,0,70.42,9.68,1
S206552,3.09,5.68,0.89,3.65,51.92,3.17,0.21,4.92,69.32,2,3.0,76.37,52.26,67.04,39.16,0,4,1,2,6.36,11.76,41.2,1.79,0,63.03,9.93,0
S206553,8.07,12.06,0.49,5.91,23.88,3.88,4.56,5.93,30.6,1,7.8,35.02,57.88,68.27,31.93,1,4,1,6,10.0,68.47,68.96,3.11,0,68.94,4.23,1
S206554,6.69,1.63,0.63,4.96,93.55,3.74,0.91,7.24,64.22,2,5.8,38.78,81.07,62.51,54.94,1,0,0,7,5.86,59.39,35.26,0.44,0,76.95,7.23,0
S206555,4.99,8.47,2.33,6.82,15.64,2.91,2.59,8.22,72.82,0,3.2,95.45,47.0,46.31,39.55,1,4,1,2,7.44,61.66,62.83,2.91,1,62.88,8.23,1
S206556,8.0,6.96,5.14,4.28,60.84,2.17,8.0,6.37,56.82,1,2.2,68.68,67.88,53.4,28.31,2,1,1,4,7.13,75.04,58.48,3.21,0,88.02,4.58,1
S206557,6.54,6.09,8.0,5.7,34.98,1.29,0.08,8.93,57.57,1,2.7,58.64,60.38,44.68,58.53,2,4,0,3,6.25,97.59,61.0,4.73,1,92.51,7.3,0
S206558,7.13,6.09,1.9,4.36,0.0,3.8,1.64,6.4,64.38,0,5.7,54.67,65.97,48.83,62.06,1,4,0,2,7.77,73.11,71.96,1.6,1,82.71,5.19,0
S206559,6.36,6.65,1.0,5.62,25.09,2.36,0.23,9.36,51.9,1,11.8,54.7,89.61,73.08,75.3,1,1,4,5,2.02,50.82,62.64,2.82,1,67.98,6.76,0
S206560,7.89,2.54,3.36,8.49,78.89,2.75,1.14,7.91,65.34,1,4.2,73.15,54.14,43.2,63.76,1,2,0,11,5.57,38.03,39.81,0.93,1,77.78,5.15,1
S206561,7.22,10.21,0.69,6.52,56.31,2.07,1.92,5.95,52.23,2,9.9,70.46,67.86,41.79,52.76,0,3,1,3,2.04,37.22,49.69,4.93,1,91.71,6.52,1
S206562,4.99,7.35,1.5,9.48,40.1,1.9,1.2,6.26,65.5,0,10.6,44.16,84.62,48.32,32.95,1,1,0,3,9.76,57.25,37.79,3.86,0,87.05,5.3,1
S206563,5.09,9.69,1.29,7.24,41.32,3.95,0.01,2.95,95.91,0,22.7,60.85,74.31,39.96,40.76,1,4,0,4,6.08,59.92,47.87,2.45,0,84.2,6.67,1
S206564,5.14,7.64,1.59,2.83,37.91,2.8,0.03,8.09,76.56,2,1.4,49.06,64.05,44.17,23.43,3,2,0,4,5.26,34.16,62.72,2.72,0,61.18,7.25,0
S206565,7.39,8.17,0.94,7.17,28.91,2.25,0.15,6.31,23.41,0,1.4,31.99,32.73,47.6,57.76,1,2,0,4,3.36,40.06,65.35,3.63,0,75.99,5.96,0
S206566,7.16,8.25,1.13,6.5,62.79,4.05,2.6,5.1,64.81,2,3.5,55.11,62.99,55.81,30.22,0,5,0,5,5.99,49.7,47.38,2.04,1,77.36,7.08,1
S206567,6.7,7.02,0.13,4.69,28.03,1.64,2.14,9.9,62.4,1,22.2,74.63,61.65,64.34,25.13,2,4,0,3,0.4,70.62,66.26,4.28,0,70.4,8.2,0
S206568,5.99,10.42,0.93,6.14,23.95,3.92,0.9,7.29,67.32,1,5.7,67.64,40.74,46.38,54.25,1,7,0,7,4.65,22.24,56.65,2.66,0,83.75,9.09,0
S206569,5.51,7.29,1.87,2.89,63.98,2.9,2.15,6.19,36.3,2,1.0,85.82,72.97,46.81,34.48,1,4,0,7,4.15,93.46,39.46,2.52,0,65.95,6.03,1
S206570,6.79,7.17,0.94,4.02,64.83,0.65,5.88,6.08,64.28,4,1.0,43.02,68.89,60.98,18.33,2,2,0,1,1.33,60.85,59.75,11.01,1,51.67,8.55,0
