student_id,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,practice_questions,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,sleep_hours,extracurricular_hours,stress_level,backlogs,failed_subjects,next_semester_marks,performance_band
S105612,8.35,84.26,37.87,73.95,82.25,76.79,6.97,75.4,60,75.64,0,63.59,75.23,6.78,1.95,3.34,2,0,77.43,Good
S105613,7.12,69.36,35.62,76.21,61.46,81.49,7.2,87.39,63,67.39,3,46.52,70.28,6.5,2.94,4.71,1,1,42.09,At_Risk
S105614,6.34,57.1,44.16,48.21,57.89,85.22,8.94,61.41,9,80.21,2,59.25,68.15,5.05,2.57,4.7,3,0,27.53,At_Risk
S105615,3.68,37.56,32.23,90.43,60.53,79.76,24.24,88.83,41,68.28,2,51.41,74.83,8.25,7.23,3.59,0,1,34.06,At_Risk
S105616,6.78,62.87,33.93,68.63,60.96,83.58,17.61,66.37,60,66.24,3,39.62,64.44,6.88,2.09,2.91,0,0,53.0,Average
S105617,6.58,66.04,36.69,55.97,49.14,73.54,19.01,59.29,121,78.39,3,63.83,84.85,5.81,5.32,2.95,0,0,55.88,Average
S105618,7.51,81.43,28.11,72.19,91.84,71.14,26.14,100.0,0,78.49,0,61.76,68.87,5.87,12.93,6.76,0,0,64.11,Average
S105619,6.8,63.16,29.22,81.18,56.21,87.3,20.51,100.0,135,63.81,1,29.69,44.64,6.86,5.41,3.96,1,1,53.09,Average
S105620,6.58,65.75,43.93,77.69,77.55,95.4,16.1,82.22,25,91.42,0,85.21,89.79,9.21,0.5,3.92,0,0,80.03,Good
S105621,4.69,41.54,30.61,53.73,48.7,71.79,25.91,100.0,101,71.41,2,55.79,81.54,7.74,7.21,8.71,1,0,43.98,At_Risk
S105622,5.78,54.44,44.46,81.36,73.79,81.78,8.2,75.11,118,69.47,2,52.3,71.8,6.41,8.19,4.0,1,1,39.76,At_Risk
S105623,7.62,72.5,39.86,69.09,67.71,61.09,13.14,77.96,157,63.92,1,52.52,78.26,6.59,1.53,8.22,0,1,53.44,Average
S105624,9.23,86.92,22.62,77.52,65.4,99.66,23.09,77.35,243,73.82,1,49.91,65.74,8.13,2.15,8.29,2,0,62.35,Average
S105625,6.87,75.15,39.24,57.98,67.8,91.75,0.0,66.3,184,79.33,1,65.67,68.9,7.8,1.42,4.97,0,0,58.54,Average
S105626,7.43,69.32,39.18,85.69,71.66,70.99,9.42,44.84,80,69.21,0,54.64,78.56,6.96,11.42,6.37,0,1,50.45,Average
S105627,8.24,80.61,38.38,72.74,61.37,73.77,20.53,75.36,103,70.83,1,65.54,100.0,5.08,0.9,3.12,1,1,66.55,Average
S105628,5.95,48.77,33.86,87.83,62.17,92.51,15.75,99.54,97,53.47,0,39.07,80.68,6.62,1.91,3.32,0,0,54.21,Average
S105629,7.48,72.76,27.48,46.98,74.24,80.11,18.6,84.14,58,57.11,2,24.22,46.71,7.72,1.5,6.96,0,0,55.57,Average
S105630,6.04,61.92,45.77,48.98,46.73,85.59,1.59,92.22,117,57.97,3,27.26,54.43,7.2,0.09,8.39,2,1,19.91,At_Risk
S105631,8.12,75.07,34.19,66.4,44.26,66.17,9.11,85.9,48,71.21,1,47.97,61.44,6.47,5.58,6.66,1,0,42.8,At_Risk
S105632,7.2,58.33,27.93,92.01,67.86,84.92,19.54,67.3,137,53.29,2,33.71,64.23,6.3,2.02,4.73,1,0,59.84,Average
S105633,7.39,70.03,38.66,99.44,32.84,76.22,8.69,83.72,109,41.86,1,26.35,74.85,7.52,4.49,4.71,2,1,44.95,At_Risk
S105634,5.98,56.9,29.06,56.67,38.07,81.59,20.77,75.02,54,49.83,3,29.43,65.38,6.36,2.33,5.46,0,0,35.66,At_Risk
S105635,7.92,78.13,27.41,70.8,93.88,73.23,17.01,64.06,58,74.93,4,69.7,99.07,4.99,2.65,7.51,2,0,62.07,Average
S105636,9.71,100.0,32.0,72.33,89.79,75.47,6.8,93.79,82,89.79,1,60.71,65.93,5.09,2.46,4.45,1,1,67.47,Average
S105637,5.69,52.53,29.68,80.77,55.87,79.25,17.42,60.42,32,80.34,0,68.86,82.21,5.04,2.7,4.94,0,0,41.86,At_Risk
S105638,6.56,58.88,27.7,83.27,80.99,70.98,20.24,70.11,65,53.94,2,36.08,71.43,5.88,8.96,6.74,0,0,42.92,At_Risk
S105639,7.3,64.69,41.45,53.28,81.54,100.0,17.53,100.0,184,56.86,2,25.0,53.98,8.77,4.19,7.63,0,0,56.44,Average
S105640,8.02,77.0,34.09,70.97,72.54,65.34,18.76,90.52,30,59.81,0,54.57,88.5,6.44,1.12,5.04,0,0,72.38,Good
S105641,6.27,61.51,45.02,39.87,63.74,84.0,2.9,83.68,94,47.88,2,31.71,74.83,7.46,3.42,4.58,0,1,44.64,At_Risk
S105642,3.5,35.0,28.16,82.16,75.02,81.63,30.79,47.4,3,65.36,1,53.67,82.77,5.94,14.1,4.46,2,1,17.28,At_Risk
S105643,8.77,86.4,21.18,64.92,77.77,87.13,34.75,78.23,11,73.92,1,39.33,44.42,5.07,2.25,7.17,1,1,69.82,Average
S105644,7.99,77.75,36.19,51.92,75.27,47.99,25.0,62.53,173,55.19,4,30.73,57.53,7.77,0.87,5.93,0,2,56.02,Average
S105645,4.73,45.15,49.85,74.99,40.21,57.76,15.81,78.83,187,52.43,3,22.34,56.47,4.54,2.1,4.02,1,0,32.82,At_Risk
S105646,6.21,55.39,39.25,64.45,97.53,71.42,12.17,77.14,67,78.12,2,50.55,60.77,5.8,1.32,9.14,0,0,59.56,Average
S105647,9.04,83.94,50.0,88.92,100.0,89.04,12.31,67.15,73,56.21,2,48.73,84.08,5.03,4.45,6.69,0,0,83.45,Good
S105648,8.88,74.66,37.66,56.61,34.45,74.83,20.49,97.59,42,57.71,4,26.34,55.27,5.0,2.94,5.9,0,0,53.01,Average
S105649,8.22,79.04,36.88,100.0,73.18,74.34,22.48,94.32,73,36.86,1,24.34,80.01,8.03,14.35,5.5,2,1,51.35,Average
S105650,6.77,64.43,17.76,82.82,97.73,78.19,10.45,63.11,167,79.95,0,53.84,58.53,5.88,3.33,4.46,0,0,67.48,Average
S105651,7.11,68.28,38.42,89.32,81.04,67.91,14.85,100.0,13,85.11,0,57.68,49.97,7.02,3.12,2.49,3,0,48.15,At_Risk
S105652,6.83,66.9,36.35,54.57,81.21,83.64,23.8,62.76,56,63.75,4,29.91,52.69,7.14,0.92,7.36,0,0,34.61,At_Risk
S105653,8.47,81.98,31.74,96.83,41.98,80.3,14.28,100.0,167,67.15,2,53.18,77.68,6.84,1.78,4.39,2,0,62.52,Average
S105654,5.86,55.24,33.91,51.81,77.66,84.03,15.78,76.84,6,74.23,0,44.51,54.33,5.99,4.72,4.49,0,0,50.35,Average
S105655,5.95,56.74,34.46,66.85,68.83,96.19,24.64,73.99,18,76.58,1,54.32,69.55,4.08,18.34,5.14,0,2,31.73,At_Risk
S105656,8.31,73.36,33.56,89.57,77.48,75.24,23.51,100.0,58,66.95,2,34.29,57.83,4.76,3.86,4.5,0,0,79.62,Good
S105657,6.94,63.62,50.0,77.6,48.43,79.32,20.63,77.54,77,60.37,3,42.74,71.06,5.88,16.25,7.9,1,0,58.28,Average
S105658,8.79,83.73,32.03,51.41,47.86,66.17,7.52,96.46,98,65.92,3,40.08,62.16,6.85,0.86,3.18,0,0,56.28,Average
S105659,6.13,55.26,36.35,87.03,62.72,62.97,7.6,60.48,16,62.96,1,52.34,92.45,4.58,5.51,4.74,0,1,42.77,At_Risk
S105660,6.93,69.26,31.77,75.1,58.93,77.91,9.85,80.43,73,71.08,1,39.02,53.46,3.54,2.37,2.69,0,1,51.33,Average
S105661,5.8,52.47,41.27,63.76,62.48,79.24,11.35,87.12,34,53.92,0,19.57,47.12,7.77,0.29,3.9,0,0,45.14,At_Risk
S105662,7.01,67.46,36.41,46.87,57.33,86.27,16.51,97.95,30,83.17,2,69.38,88.42,6.61,0.69,4.62,1,0,58.63,Average
S105663,5.08,48.71,32.76,76.52,61.78,84.9,14.35,90.69,5,93.62,4,61.53,45.37,6.58,3.58,7.82,1,0,21.15,At_Risk
S105664,6.37,63.46,19.59,67.55,54.34,81.05,13.87,80.67,11,58.59,1,52.02,91.64,6.8,1.08,4.91,0,0,46.63,At_Risk
S105665,5.13,52.37,36.95,72.34,64.23,98.22,13.19,87.1,128,57.8,1,28.34,53.46,6.37,0.33,6.11,0,0,39.4,At_Risk
S105666,7.9,77.85,32.52,46.22,42.22,74.26,8.86,69.08,49,56.93,0,37.83,74.4,7.83,2.35,3.57,0,0,55.08,Average
S105667,7.93,66.93,34.51,63.72,73.23,75.72,11.77,89.06,111,61.82,1,27.73,51.33,5.7,11.57,5.18,1,0,54.93,Average
S105668,4.75,49.91,25.54,77.2,69.17,81.4,32.03,87.17,136,90.66,0,77.85,63.11,6.03,4.29,5.28,0,0,63.77,Average
S105669,8.73,89.08,46.47,98.15,44.81,63.79,19.89,68.34,126,60.51,3,53.92,95.27,7.87,6.04,1.0,1,1,71.31,Good
S105670,10.0,93.07,41.85,66.92,86.22,86.26,15.14,81.85,318,69.66,6,48.68,70.19,4.55,2.55,4.57,1,1,60.94,Average
S105671,7.06,68.01,46.45,91.65,51.77,78.86,4.5,91.57,24,61.9,0,35.1,67.32,7.11,1.3,8.22,1,1,47.03,At_Risk
S105672,6.17,55.02,44.18,81.81,84.02,79.08,8.07,100.0,6,41.33,1,22.01,66.07,8.51,1.54,4.28,1,0,41.09,At_Risk
S105673,10.0,87.21,39.74,73.51,70.27,84.51,14.7,97.78,59,60.77,0,42.29,71.03,6.27,5.16,7.99,0,1,75.15,Good
S105674,5.29,47.26,25.86,54.81,81.01,82.51,24.52,83.38,264,67.38,0,55.88,86.76,4.96,8.66,7.72,3,1,24.86,At_Risk
S105675,7.03,64.59,49.75,55.44,67.82,82.93,16.6,84.27,18,87.78,4,67.78,69.42,4.93,5.99,2.83,0,0,65.03,Average
S105676,7.23,67.3,27.58,79.26,74.07,73.32,16.51,77.82,63,45.25,0,13.02,51.41,7.2,0.21,4.47,0,0,54.67,Average
S105677,8.75,79.28,32.85,62.1,80.83,96.83,22.77,81.67,42,80.27,2,62.55,60.34,5.64,4.41,2.21,2,0,73.63,Good
S105678,7.47,68.01,40.66,60.77,95.52,60.45,8.2,91.64,78,70.93,1,43.72,58.1,7.88,0.16,5.4,0,1,49.82,At_Risk
S105679,6.35,60.3,41.05,67.29,82.19,69.77,24.84,91.27,46,66.68,2,38.41,64.45,5.79,3.11,9.37,1,0,60.57,Average
S105680,5.76,51.67,39.58,67.54,72.17,71.37,12.32,78.72,357,54.4,4,32.07,70.3,6.22,6.05,8.35,1,0,39.52,At_Risk
S105681,6.56,64.45,31.8,83.51,43.42,69.35,23.11,63.51,121,83.93,3,68.92,77.68,5.13,1.33,5.53,0,1,47.74,At_Risk
S105682,5.69,56.79,30.14,62.42,26.35,57.04,26.69,76.79,119,72.31,1,48.65,59.51,7.31,3.87,5.25,2,0,43.02,At_Risk
S105683,7.06,76.61,50.0,82.02,62.91,97.73,8.65,67.46,37,67.37,0,47.01,68.45,6.54,2.65,9.62,0,0,59.96,Average
S105684,6.27,64.03,34.69,76.6,53.57,85.71,15.0,61.77,116,66.6,0,36.64,46.47,7.72,2.98,3.59,1,0,52.74,Average
S105685,5.06,49.02,33.71,44.89,54.16,70.42,20.52,89.13,59,80.03,3,67.07,85.22,4.62,0.94,6.76,1,0,33.83,At_Risk
S105686,8.63,79.52,29.29,74.42,63.68,86.37,12.99,85.18,156,56.78,0,46.0,87.15,5.33,5.57,2.17,0,0,70.22,Good
S105687,6.35,61.53,36.96,29.98,75.6,76.07,13.19,66.22,122,86.5,2,74.66,80.96,6.38,1.08,2.23,0,0,48.65,At_Risk
S105688,5.35,52.14,36.58,56.57,55.07,74.51,12.21,75.13,89,96.47,0,83.12,86.1,6.29,4.62,3.53,0,0,52.77,Average
S105689,6.78,62.37,34.87,76.95,79.32,66.48,1.98,84.6,22,63.96,2,40.68,69.82,7.67,1.5,4.43,2,0,29.49,At_Risk
S105690,7.09,70.48,38.05,69.84,65.54,78.21,22.4,83.86,68,84.75,1,62.8,71.31,5.94,1.04,5.7,0,1,63.65,Average
S105691,4.73,39.34,49.11,43.48,65.6,70.41,7.93,86.59,179,60.32,2,51.47,93.93,6.74,4.7,6.71,1,0,41.63,At_Risk
S105692,7.43,69.62,30.24,53.21,95.0,66.33,0.0,68.57,78,53.19,3,19.03,58.63,6.2,7.92,3.56,0,1,29.41,At_Risk
S105693,5.64,55.79,35.34,30.87,67.85,89.47,22.33,85.37,143,60.35,1,54.35,88.84,6.92,0.97,6.58,0,0,48.28,At_Risk
S105694,9.22,86.48,29.82,49.86,64.13,68.13,18.39,79.29,61,73.26,1,47.2,58.73,5.73,4.73,10.0,1,0,61.44,Average
S105695,7.68,72.14,37.36,78.69,73.38,94.85,5.77,91.58,148,64.8,1,57.27,85.67,6.35,6.61,4.24,1,1,63.66,Average
S105696,6.48,61.01,30.45,61.64,93.75,69.42,22.6,96.12,70,73.16,0,65.19,83.28,8.31,4.34,5.68,0,1,51.11,Average
S105697,6.03,53.95,30.8,72.55,64.25,59.96,19.66,100.0,152,71.29,1,42.89,49.98,7.52,2.64,6.73,1,0,32.86,At_Risk
S105698,6.86,69.9,23.32,70.2,72.04,84.3,15.0,99.64,51,62.34,3,41.95,67.15,7.78,1.58,7.96,1,0,38.71,At_Risk
S105699,7.8,70.0,35.78,70.49,63.27,72.64,12.55,81.89,88,51.96,0,37.08,76.88,5.15,5.07,1.44,0,0,61.63,Average
S105700,6.97,67.46,38.44,85.35,63.35,59.03,14.14,79.43,5,67.49,3,41.77,55.68,7.55,13.51,5.37,1,1,43.08,At_Risk
S105701,6.72,65.47,49.88,66.96,57.16,81.06,16.45,65.96,46,50.02,1,19.58,52.02,8.43,0.99,9.71,1,0,51.28,Average
S105702,7.08,63.43,38.76,83.66,56.04,62.33,9.48,66.33,12,68.81,3,50.75,71.77,5.29,0.19,1.0,2,0,28.97,At_Risk
S105703,6.21,59.33,31.4,32.84,92.14,54.13,22.83,84.07,21,72.25,1,57.89,76.52,6.25,5.58,4.83,2,0,34.96,At_Risk
S105704,6.55,58.62,24.12,86.67,56.14,86.12,18.89,84.54,62,37.62,1,10.91,57.31,5.78,4.48,6.99,0,0,48.32,At_Risk
S105705,4.29,46.3,25.23,50.65,40.35,95.87,14.05,100.0,62,84.4,2,60.21,61.77,6.67,2.8,4.19,0,0,40.56,At_Risk
S105706,8.27,73.97,24.63,53.91,67.01,73.26,27.2,69.08,129,63.51,2,50.81,82.95,6.82,3.07,8.25,0,0,65.82,Average
S105707,7.39,67.57,50.0,59.43,81.29,92.54,12.89,67.53,52,74.54,1,54.57,66.68,6.21,15.36,4.42,0,0,62.36,Average
S105708,5.99,52.05,37.3,86.26,84.88,87.62,25.84,83.75,231,59.43,0,52.8,83.78,6.45,0.72,7.47,0,0,55.9,Average
S105709,9.47,84.52,30.34,56.66,45.89,86.01,17.05,72.44,33,62.62,2,52.69,85.19,6.39,1.89,7.32,1,0,50.07,Average
S105710,7.11,73.94,27.32,60.16,82.8,75.96,20.3,85.84,49,88.8,4,76.74,78.03,9.14,0.29,4.85,1,0,51.8,Average
S105711,5.65,55.87,28.15,55.57,97.94,70.85,12.43,72.89,118,50.33,0,37.97,83.16,5.95,1.16,7.04,0,0,52.32,Average
S105712,8.11,77.64,30.13,73.83,54.05,82.13,1.91,75.72,86,61.28,1,54.62,82.73,9.94,0.0,4.01,0,0,57.96,Average
S105713,7.52,68.79,45.53,81.15,62.21,85.78,18.36,86.44,15,68.58,1,34.68,51.13,7.08,5.13,8.39,1,1,52.23,Average
S105714,7.51,75.0,34.76,95.56,45.3,62.87,6.68,71.5,59,35.83,1,16.73,71.34,6.64,1.0,8.21,1,0,32.34,At_Risk
S105715,6.45,57.95,23.42,100.0,94.66,74.11,10.71,74.59,6,55.86,1,20.95,50.66,8.54,0.11,9.77,1,0,36.2,At_Risk
S105716,7.59,75.24,50.0,79.75,41.12,75.73,15.53,87.93,13,78.51,2,63.75,68.87,7.38,1.92,9.01,1,1,55.78,Average
S105717,6.66,59.78,25.88,75.48,58.6,74.61,10.51,80.7,9,51.26,0,32.6,62.77,7.17,1.39,7.17,0,0,43.31,At_Risk
S105718,7.72,70.79,30.27,51.74,77.56,69.9,14.78,70.4,8,69.98,0,46.85,64.94,5.28,9.05,4.14,1,0,50.07,Average
S105719,4.52,46.01,45.48,98.64,54.06,62.01,16.4,72.77,13,72.35,0,62.64,79.74,5.91,8.61,8.58,1,0,35.25,At_Risk
S105720,6.44,64.6,38.32,73.23,49.17,74.35,4.68,95.64,177,74.53,0,41.21,47.31,5.43,1.32,7.34,0,1,44.47,At_Risk
S105721,9.24,90.16,31.24,65.66,64.16,74.67,16.92,84.65,93,54.21,1,42.26,89.32,4.65,4.5,4.14,2,0,61.78,Average
S105722,6.0,52.83,25.15,75.81,100.0,72.33,10.65,74.58,90,70.04,3,59.46,85.1,6.63,10.83,5.16,0,1,37.67,At_Risk
S105723,6.22,57.26,27.27,60.45,60.9,85.79,7.52,92.99,181,52.72,1,43.42,81.17,7.94,1.54,5.47,2,0,34.92,At_Risk
S105724,6.42,61.6,27.75,34.93,61.69,61.58,0.99,86.54,96,64.11,2,39.28,63.82,6.31,5.38,3.17,0,1,32.56,At_Risk
S105725,5.42,48.1,35.06,78.58,47.15,81.36,4.12,100.0,75,79.24,2,64.04,76.64,6.24,3.46,4.11,3,0,25.55,At_Risk
S105726,4.13,44.71,36.53,90.14,71.16,56.48,15.17,93.29,109,56.91,1,35.99,68.84,5.87,3.0,7.7,3,0,27.63,At_Risk
S105727,6.7,54.04,33.81,78.35,79.14,77.21,15.3,97.5,96,74.88,2,56.35,84.78,4.5,0.05,6.78,0,1,51.18,Average
S105728,7.18,65.06,34.69,69.89,55.3,50.93,18.63,74.9,73,66.97,2,57.57,89.74,6.45,2.22,10.0,2,0,31.98,At_Risk
S105729,6.93,63.81,26.59,70.2,73.57,67.32,27.01,66.67,9,77.84,0,50.1,49.64,6.21,4.82,3.55,0,0,69.64,Average
S105730,6.81,53.33,37.35,72.58,55.42,77.74,24.49,91.58,6,42.38,1,29.86,94.32,8.24,17.67,5.49,1,0,50.02,Average
S105731,7.06,61.45,45.24,72.12,34.7,60.9,21.97,91.72,14,83.29,1,75.55,85.52,4.63,2.04,5.06,1,0,53.8,Average
S105732,8.33,81.63,33.7,69.09,72.32,60.98,23.31,78.43,78,44.54,2,28.18,75.83,4.18,8.65,6.78,1,0,51.79,Average
S105733,6.75,64.27,33.54,70.38,98.19,89.78,16.27,64.35,59,52.02,1,18.79,42.71,5.57,2.36,5.0,1,0,47.13,At_Risk
S105734,6.25,65.7,35.66,93.33,45.87,58.85,16.14,84.6,63,82.85,3,67.22,75.88,6.65,2.6,3.29,0,0,55.57,Average
S105735,6.63,69.21,43.95,77.08,67.87,76.57,25.76,85.83,39,67.01,3,42.22,58.61,8.83,1.97,4.28,1,0,53.52,Average
S105736,7.75,75.39,27.84,71.58,85.96,95.71,16.51,59.63,138,62.23,2,33.86,55.25,6.16,0.99,8.07,2,0,45.53,At_Risk
S105737,8.84,85.19,46.61,79.89,63.37,79.71,16.66,85.61,108,80.23,0,53.27,56.96,5.16,5.13,4.38,0,0,90.71,Excellent
S105738,6.18,59.01,38.37,79.89,42.17,78.35,23.16,97.26,4,66.32,1,43.94,72.29,6.59,1.55,6.03,0,1,51.09,Average
S105739,7.13,57.1,35.23,84.19,65.72,69.44,13.06,60.29,18,55.1,1,46.19,87.35,7.31,0.57,5.37,1,0,54.66,Average
S105740,7.44,65.1,44.71,58.65,88.85,69.48,14.06,87.94,63,84.21,1,50.5,58.54,5.2,11.26,4.1,1,0,60.18,Average
S105741,5.71,54.64,25.54,62.79,56.9,75.99,5.47,99.66,17,71.41,0,42.86,56.07,5.56,0.34,6.58,0,0,41.89,At_Risk
S105742,7.03,69.22,39.18,57.8,68.72,54.04,11.76,100.0,12,51.36,0,17.21,49.39,7.65,3.13,7.35,0,0,54.97,Average
S105743,5.09,49.56,38.44,81.5,48.14,90.15,12.69,51.88,1,57.98,3,37.37,69.56,5.72,6.13,7.35,0,0,33.02,At_Risk
S105744,4.7,41.08,27.52,80.77,63.41,80.49,13.09,96.31,326,54.94,0,43.05,87.78,4.97,0.64,5.67,2,0,26.87,At_Risk
S105745,7.48,74.78,38.69,50.9,71.19,57.03,20.67,75.3,21,52.61,1,20.21,57.33,6.9,2.44,7.52,0,0,46.63,At_Risk
S105746,6.5,67.69,37.27,75.86,67.01,90.31,7.94,73.56,44,66.23,2,54.14,78.79,6.09,0.89,2.97,0,2,46.97,At_Risk
S105747,7.26,72.75,33.57,90.58,58.1,86.15,25.42,100.0,79,67.01,4,59.5,84.99,6.12,3.15,4.67,1,0,63.62,Average
S105748,6.98,70.24,41.9,66.47,72.09,83.27,0.58,83.3,23,73.51,2,67.66,89.73,7.25,2.55,5.16,0,0,47.16,At_Risk
S105749,5.73,52.2,30.43,74.71,75.71,100.0,19.19,74.26,135,75.27,2,69.67,88.92,7.26,1.73,5.58,2,0,49.8,At_Risk
S105750,6.94,70.24,37.16,80.96,76.77,79.16,20.72,91.99,72,78.99,5,66.81,73.56,5.42,11.5,9.03,1,0,45.08,At_Risk
S105751,5.4,51.85,33.95,50.19,60.31,96.36,19.84,100.0,92,81.25,3,69.84,83.29,5.03,13.26,3.81,1,1,38.79,At_Risk
S105752,8.81,85.72,30.08,72.28,55.06,78.31,22.67,82.6,13,74.32,1,41.94,53.98,6.97,7.89,4.27,1,0,65.67,Average
S105753,5.24,51.22,39.02,89.08,96.41,83.43,13.52,71.99,103,72.63,1,56.87,77.63,6.88,13.57,4.58,0,0,59.19,Average
S105754,6.75,63.6,33.34,61.1,67.2,71.36,23.77,81.37,4,80.58,2,74.19,89.57,5.53,2.65,7.31,1,0,49.53,At_Risk
S105755,5.65,50.19,23.22,82.49,60.88,55.38,10.16,96.36,31,73.37,3,44.61,59.07,5.46,1.9,6.29,1,0,28.76,At_Risk
S105756,7.74,73.22,20.59,70.41,41.37,56.08,10.75,75.34,45,55.61,0,29.04,68.86,7.92,4.34,9.14,2,0,30.78,At_Risk
S105757,6.57,66.35,41.31,59.88,50.08,76.99,29.48,96.38,8,49.89,1,39.21,85.68,5.87,3.82,5.17,0,0,59.51,Average
S105758,6.33,58.33,25.24,68.55,54.72,75.15,16.24,77.89,66,54.67,2,36.31,70.17,5.91,5.45,6.48,1,0,35.84,At_Risk
S105759,8.11,80.61,37.24,62.11,72.03,63.84,21.66,52.18,33,72.1,1,56.5,79.38,7.99,4.97,6.87,0,0,68.22,Average
S105760,7.04,69.81,35.44,56.68,59.3,74.67,18.47,100.0,12,64.02,1,35.74,63.67,5.44,0.47,3.28,0,1,39.83,At_Risk
S105761,7.67,71.68,32.05,66.18,65.24,83.4,20.06,85.03,27,70.95,3,48.29,69.14,5.33,1.62,5.34,0,0,57.9,Average
S105762,5.72,59.94,50.0,71.03,42.07,93.49,0.96,95.81,69,64.65,1,54.08,89.29,7.23,0.28,5.04,0,0,57.0,Average
S105763,5.17,47.73,36.44,67.51,87.47,69.69,17.63,84.53,20,56.05,1,27.41,54.81,8.59,8.91,6.85,1,0,42.7,At_Risk
S105764,7.14,73.86,41.05,66.02,53.2,82.72,15.11,80.56,51,34.29,2,11.88,67.59,8.48,7.34,9.81,1,1,35.12,At_Risk
S105765,6.59,64.3,37.28,73.39,68.76,98.87,21.81,91.05,94,52.14,1,22.2,66.14,6.47,4.98,4.34,0,1,61.86,Average
S105766,7.81,74.17,33.15,77.97,56.51,87.0,9.43,77.69,76,90.72,1,59.32,55.22,7.93,2.74,6.64,0,1,66.17,Average
S105767,6.9,61.96,34.85,52.84,59.91,68.77,23.35,100.0,116,80.52,1,50.26,50.33,5.38,15.67,4.99,0,0,68.46,Average
S105768,7.27,68.68,46.67,66.21,52.3,79.22,6.56,79.54,94,58.26,3,48.49,82.78,5.43,2.04,3.77,0,1,43.51,At_Risk
S105769,4.89,45.64,43.7,40.4,69.74,80.22,11.84,100.0,53,61.05,0,29.04,61.07,6.69,2.29,4.54,1,0,49.72,At_Risk
S105770,9.45,84.79,50.0,67.57,49.31,85.65,3.95,89.07,59,61.47,2,52.48,86.41,6.79,7.41,6.16,0,0,73.76,Good
S105771,6.79,63.6,36.77,72.26,70.03,78.47,7.44,44.28,25,82.17,2,71.86,88.24,6.94,2.83,6.57,0,0,36.58,At_Risk
S105772,7.91,71.9,27.98,78.55,63.1,83.8,15.05,65.15,215,79.82,2,49.67,52.26,6.3,3.75,6.88,0,0,62.43,Average
S105773,5.91,58.52,31.48,72.31,75.08,90.24,24.58,92.74,186,80.53,2,51.26,51.53,6.85,0.72,5.26,1,1,53.25,Average
S105774,7.4,75.53,25.5,78.22,76.66,65.38,15.24,66.22,136,54.83,1,37.76,68.99,5.95,6.05,3.7,0,0,68.85,Average
S105775,5.31,45.5,41.14,70.98,59.92,62.15,6.01,59.65,13,91.21,2,80.97,86.59,5.74,7.63,3.35,0,1,23.46,At_Risk
S105776,7.59,78.93,30.31,59.87,70.86,85.31,0.22,99.26,118,64.22,1,52.76,93.27,6.68,1.63,4.03,1,0,53.61,Average
S105777,6.54,61.59,10.56,53.26,57.83,76.16,19.72,56.18,210,78.89,0,44.67,50.33,6.53,2.1,1.88,1,0,46.7,At_Risk
S105778,7.04,62.96,50.0,66.05,86.06,88.36,10.4,91.67,192,71.8,3,64.71,92.07,6.05,3.15,4.3,2,0,59.77,Average
S105779,7.91,78.15,30.44,58.51,59.26,91.05,11.33,74.55,188,45.76,4,29.73,75.0,7.27,0.44,5.19,1,0,42.16,At_Risk
S105780,5.4,49.49,30.39,68.2,61.77,55.8,22.54,90.53,90,61.3,1,37.29,60.08,8.32,1.94,1.73,0,0,55.02,Average
S105781,6.11,57.72,48.37,62.62,57.5,67.96,14.06,84.0,23,67.48,1,39.26,54.4,7.47,0.35,4.11,0,0,56.16,Average
S105782,7.59,70.53,25.33,76.29,53.27,76.5,12.91,48.9,70,57.28,2,31.85,56.56,6.95,0.49,5.19,0,0,44.04,At_Risk
S105783,9.73,89.15,44.09,70.73,97.54,65.72,16.13,75.28,27,48.75,2,32.98,74.72,5.37,0.98,7.67,1,0,65.33,Average
S105784,6.82,67.69,30.3,76.71,72.78,72.32,25.37,76.34,129,62.03,1,50.0,78.66,6.22,0.5,5.3,0,0,62.01,Average
S105785,7.77,72.66,24.41,76.64,66.09,62.66,16.78,86.14,15,85.0,1,57.1,58.78,7.63,3.29,9.51,0,0,56.85,Average
S105786,6.86,59.43,48.65,67.3,57.38,72.74,0.0,84.78,20,75.17,3,57.44,82.13,6.18,0.83,7.79,1,1,28.98,At_Risk
S105787,9.52,92.69,42.38,68.22,82.81,66.41,9.27,76.32,25,60.78,0,52.31,94.02,6.45,4.55,5.05,1,0,59.75,Average
S105788,4.73,40.1,42.36,77.52,56.27,82.14,13.01,62.99,72,70.85,3,36.58,47.78,6.97,0.29,3.24,1,1,30.47,At_Risk
S105789,7.12,63.06,37.94,100.0,66.93,88.83,21.04,87.22,71,50.3,4,21.96,53.78,7.96,4.18,2.9,0,0,51.07,Average
S105790,4.89,51.19,39.79,55.16,100.0,82.9,6.3,93.07,64,67.7,0,43.76,66.63,5.83,2.44,4.87,2,1,32.54,At_Risk
S105791,3.74,35.0,25.14,70.63,49.68,100.0,16.04,84.96,13,42.7,1,27.75,67.14,7.64,0.22,3.87,1,0,24.31,At_Risk
S105792,7.39,60.91,35.89,52.06,73.63,89.27,14.43,76.71,50,52.51,0,22.83,57.07,7.15,6.81,7.11,1,1,49.19,At_Risk
