student_id,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band
S104668,5.89,54.18,74.97,1,55.52,At_Risk
S104669,7.05,63.34,74.04,2,61.29,Average
S104670,7.85,76.23,72.2,2,74.81,At_Risk
S104671,4.88,43.65,84.23,3,64.67,At_Risk
S104672,7.62,74.41,73.65,0,75.78,At_Risk
S104673,5.63,50.14,53.86,3,99.38,Average
S104674,8.07,75.06,81.48,2,62.22,Average
S104675,5.75,62.17,57.97,1,76.25,At_Risk
S104676,7.9,73.43,75.45,1,64.52,Average
S104677,8.44,76.96,52.95,0,62.09,Average
S104678,8.12,82.0,46.4,2,83.27,Average
S104679,7.33,65.4,64.45,2,48.23,At_Risk
S104680,6.7,60.87,89.64,5,88.77,At_Risk
S104681,6.25,61.69,55.02,1,80.82,Average
S104682,8.91,88.42,53.83,3,68.38,Good
S104683,6.09,62.74,58.75,2,75.29,Average
S104684,5.65,50.7,42.84,2,54.61,At_Risk
S104685,7.86,77.1,85.22,0,82.41,Good
S104686,5.97,54.8,92.36,3,48.59,At_Risk
S104687,5.76,52.34,65.75,3,69.07,At_Risk
S104688,5.12,53.48,58.11,0,57.96,At_Risk
S104689,6.37,58.34,61.78,0,87.32,At_Risk
S104690,6.89,66.59,54.82,0,53.15,At_Risk
S104691,7.32,70.12,69.29,1,90.94,Average
S104692,8.24,73.97,79.52,2,72.91,At_Risk
S104693,7.68,76.87,90.2,3,97.93,Average
S104694,6.75,66.38,57.89,2,68.22,At_Risk
S104695,6.74,56.11,56.36,1,90.45,At_Risk
S104696,7.66,73.91,75.79,2,36.25,Average
S104697,8.65,79.12,64.55,1,54.18,Average
S104698,7.16,72.45,67.17,2,64.74,At_Risk
S104699,6.39,54.92,64.3,3,64.82,At_Risk
S104700,5.71,52.81,71.58,0,55.49,Average
S104701,5.12,50.1,74.69,0,90.02,At_Risk
S104702,7.87,74.95,67.89,2,82.14,At_Risk
S104703,7.75,76.69,58.66,4,94.43,Average
S104704,7.75,67.56,81.5,1,59.99,Average
S104705,6.83,71.52,65.98,0,67.46,At_Risk
S104706,8.83,85.98,86.5,1,76.66,Average
S104707,6.37,65.96,54.4,0,91.7,Average
S104708,8.24,82.0,61.57,1,92.21,Good
S104709,6.95,65.98,49.88,1,73.42,At_Risk
S104710,6.21,53.85,77.21,1,65.65,Average
S104711,7.77,71.56,73.41,3,73.22,Good
S104712,7.53,77.92,75.22,0,81.34,Average
S104713,7.46,76.45,63.25,3,49.09,Average
S104714,7.11,65.03,78.06,3,67.06,Average
S104715,6.95,54.76,75.22,0,67.52,At_Risk
S104716,10.0,94.15,60.94,1,59.4,Average
S104717,8.54,79.97,92.91,7,45.62,At_Risk
S104718,7.94,74.43,68.42,0,87.75,Average
S104719,7.15,69.99,70.57,2,49.29,Average
S104720,8.31,82.44,79.48,0,43.48,Good
S104721,7.67,76.86,58.17,1,87.91,Average
S104722,7.03,68.61,67.83,2,47.76,Average
S104723,6.61,55.5,59.1,2,60.05,At_Risk
S104724,6.89,64.1,52.15,2,82.54,At_Risk
S104725,3.5,42.47,75.01,1,48.35,At_Risk
S104726,7.27,70.6,34.04,2,86.34,At_Risk
S104727,6.36,61.94,48.03,4,83.89,Average
S104728,9.07,87.6,77.77,0,87.21,Good
S104729,7.03,68.4,48.26,4,55.23,At_Risk
S104730,5.45,42.28,60.15,3,95.44,At_Risk
S104731,6.94,64.93,71.37,0,66.64,Average
S104732,5.64,53.43,74.56,0,76.18,Average
S104733,7.62,77.47,74.64,0,93.89,Good
S104734,7.38,70.28,76.8,2,80.41,Average
S104735,8.25,71.74,54.18,2,71.11,Average
S104736,5.97,58.45,74.6,4,73.78,At_Risk
S104737,7.04,63.7,61.85,1,49.24,At_Risk
S104738,5.23,44.77,33.19,3,84.55,At_Risk
S104739,7.91,71.83,89.35,0,66.92,Average
S104740,7.67,75.08,62.19,3,75.06,At_Risk
S104741,7.64,77.66,68.01,1,74.72,At_Risk
S104742,7.0,68.5,57.52,1,55.6,Average
S104743,7.54,74.15,74.81,3,80.06,Average
S104744,9.09,88.21,62.57,0,94.79,Good
S104745,6.63,63.0,58.09,1,85.63,Average
S104746,7.18,71.0,100.0,1,50.7,Average
S104747,5.59,43.41,31.29,0,61.45,At_Risk
S104748,5.87,56.22,61.11,1,85.64,At_Risk
S104749,7.13,63.53,70.49,1,55.14,At_Risk
S104750,8.44,84.79,52.4,1,61.56,Good
S104751,6.67,62.75,58.14,3,73.82,At_Risk
S104752,6.69,63.7,71.12,0,76.15,Average
S104753,6.47,55.45,34.9,0,65.18,At_Risk
S104754,6.3,63.96,87.16,2,80.08,Average
S104755,7.38,72.65,70.34,1,63.48,Average
S104756,5.05,50.24,69.86,1,73.32,At_Risk
S104757,8.67,79.1,67.63,1,75.36,Average
S104758,6.13,55.19,60.26,2,65.74,At_Risk
S104759,7.94,76.31,63.95,1,81.09,At_Risk
S104760,5.35,48.04,69.32,2,69.68,At_Risk
S104761,7.87,76.5,60.72,1,67.82,Average
S104762,7.87,66.15,62.97,0,51.23,At_Risk
S104763,7.5,69.29,73.31,2,89.88,Average
S104764,5.71,61.41,49.4,3,90.74,At_Risk
S104765,7.32,71.34,75.27,2,88.29,Average
S104766,5.46,52.6,98.58,1,75.07,Average
S104767,6.67,71.32,94.19,2,51.15,Average
S104768,8.34,69.87,71.83,1,46.3,Average
S104769,8.04,73.08,51.76,0,55.65,Average
S104770,7.02,65.08,85.98,0,84.92,Good
S104771,5.73,58.0,65.52,1,61.78,At_Risk
S104772,7.84,78.0,86.5,1,53.7,Good
S104773,7.03,63.28,58.07,2,72.47,At_Risk
S104774,3.98,41.8,60.36,3,69.54,At_Risk
S104775,8.02,74.55,74.26,1,65.15,Good
S104776,6.97,71.05,59.07,1,62.74,Average
S104777,8.56,77.22,92.4,0,60.34,Excellent
S104778,5.58,52.48,75.33,3,67.34,At_Risk
S104779,3.5,35.0,91.05,0,71.87,At_Risk
S104780,7.36,74.17,53.24,2,69.69,At_Risk
S104781,7.38,68.01,56.65,3,68.11,Average
S104782,4.8,45.45,100.0,1,62.94,Average
S104783,5.73,56.4,47.1,2,77.76,At_Risk
S104784,10.0,97.18,85.67,0,79.14,Excellent
S104785,6.6,66.27,70.6,1,80.96,Average
S104786,7.95,76.37,62.48,3,78.39,Average
S104787,6.15,56.79,80.94,1,86.08,Good
S104788,4.28,39.29,89.15,1,77.52,At_Risk
S104789,6.78,64.5,68.93,2,88.0,Average
S104790,6.65,64.22,71.69,5,81.39,At_Risk
S104791,6.48,60.97,70.17,0,100.0,Average
S104792,6.85,65.16,67.04,1,58.12,At_Risk
S104793,7.34,63.69,46.33,1,81.04,At_Risk
S104794,6.8,67.32,56.69,2,94.98,At_Risk
S104795,5.36,51.6,84.17,3,55.66,At_Risk
S104796,7.63,76.51,61.2,2,84.29,At_Risk
S104797,4.47,42.43,54.59,2,64.1,At_Risk
S104798,4.33,35.0,63.38,0,94.08,At_Risk
S104799,7.96,74.0,64.79,2,54.73,Average
S104800,7.66,71.96,49.4,0,81.23,Good
S104801,6.93,68.76,65.86,2,63.93,Average
S104802,5.19,40.99,69.21,1,86.71,At_Risk
S104803,6.08,57.92,58.66,1,49.44,At_Risk
S104804,6.66,65.31,72.16,2,59.37,At_Risk
S104805,4.93,44.14,100.0,0,90.39,At_Risk
S104806,6.04,57.67,63.96,0,88.46,At_Risk
S104807,7.85,72.05,52.02,1,92.95,Average
S104808,8.86,81.21,81.69,0,69.75,Average
S104809,6.45,59.7,80.61,0,42.25,Average
S104810,7.98,73.0,82.97,0,70.36,Average
S104811,4.51,45.6,72.56,2,85.45,At_Risk
S104812,7.86,71.7,60.39,3,70.75,At_Risk
S104813,5.95,52.96,70.02,1,88.61,Average
S104814,7.4,77.37,60.58,4,47.34,At_Risk
S104815,6.68,67.28,85.48,2,51.9,At_Risk
S104816,8.72,75.0,81.01,3,56.01,Average
S104817,5.86,52.64,47.44,4,47.11,At_Risk
S104818,7.82,75.0,62.23,0,85.61,Average
S104819,6.64,64.34,78.87,2,49.98,At_Risk
S104820,6.79,58.58,52.06,2,68.94,At_Risk
S104821,6.76,69.0,68.35,1,74.0,At_Risk
S104822,5.9,59.36,45.14,2,75.71,At_Risk
S104823,6.98,68.0,62.77,1,93.98,At_Risk
S104824,6.92,71.15,67.58,1,87.13,At_Risk
S104825,7.31,71.0,52.74,1,54.32,Average
S104826,7.11,69.34,69.68,1,85.68,At_Risk
S104827,8.04,82.59,74.83,3,78.12,Average
S104828,8.2,82.31,55.97,3,60.08,Good
S104829,5.63,50.16,77.39,1,76.47,Average
S104830,8.13,79.76,81.36,3,89.83,Average
S104831,5.46,49.19,65.42,1,68.94,Average
S104832,7.76,75.78,44.83,1,52.78,Average
S104833,7.81,76.06,59.66,4,56.03,At_Risk
S104834,4.52,37.36,71.6,2,64.23,Average
S104835,7.12,67.16,52.99,2,81.4,At_Risk
S104836,6.39,61.78,65.91,1,87.4,At_Risk
S104837,6.01,55.38,56.85,3,65.61,At_Risk
S104838,8.76,84.44,67.78,2,90.2,Good
S104839,6.15,61.65,65.09,2,61.62,At_Risk
S104840,5.95,56.4,67.4,0,46.38,At_Risk
S104841,7.1,68.33,74.3,0,89.5,Good
S104842,7.89,80.5,64.42,0,70.18,Good
S104843,6.82,66.64,89.56,1,41.92,Average
S104844,8.52,81.71,86.31,1,95.22,Good
S104845,7.69,69.23,73.78,3,93.43,At_Risk
S104846,4.17,42.28,74.25,0,73.3,At_Risk
S104847,6.31,61.28,60.81,2,80.99,At_Risk
S104848,6.27,64.7,72.82,2,62.36,At_Risk
S104849,7.62,72.61,75.02,1,64.71,At_Risk
S104850,3.59,35.0,75.26,0,79.47,At_Risk
S104851,10.0,88.2,81.61,2,64.49,Average
S104852,7.69,76.0,73.25,0,65.65,Average
S104853,7.19,66.06,72.16,1,52.6,At_Risk
S104854,8.54,82.84,84.54,0,75.07,Good
S104855,10.0,95.46,69.3,3,73.98,Average
S104856,8.13,77.0,60.19,2,91.93,Average
S104857,8.23,77.83,75.42,1,81.53,Good
S104858,7.17,64.65,76.58,2,89.15,At_Risk
S104859,6.82,64.69,63.16,1,62.99,Average
S104860,6.38,58.29,63.15,4,60.8,At_Risk
S104861,5.93,54.81,69.71,1,51.4,Average
S104862,6.11,56.72,84.59,1,87.74,At_Risk
S104863,5.24,48.91,61.56,0,88.44,At_Risk
S104864,6.9,69.25,49.96,1,72.27,At_Risk
S104865,4.81,45.18,48.89,1,74.84,At_Risk
S104866,7.25,72.95,51.13,2,54.58,At_Risk
S104867,6.95,72.2,52.6,0,88.66,Average
S104868,7.19,71.73,61.15,2,58.53,At_Risk
S104869,6.32,62.19,61.25,0,87.65,At_Risk
S104870,10.0,96.31,74.44,2,72.69,Average
S104871,8.77,86.76,84.4,0,79.13,Average
S104872,5.38,51.49,79.51,0,74.97,At_Risk
S104873,7.3,73.31,58.77,0,63.67,Good
S104874,6.21,61.45,60.24,2,52.42,Average
S104875,5.68,52.53,100.0,1,52.51,Average
S104876,5.26,53.53,48.33,3,76.27,At_Risk
S104877,7.56,72.2,79.89,1,67.85,Average
S104878,6.11,57.66,56.88,1,85.9,At_Risk
S104879,8.26,76.55,78.16,2,79.18,Average
S104880,8.29,79.44,83.4,2,61.54,Average
S104881,8.79,87.45,70.54,1,40.35,Average
S104882,5.89,59.53,81.99,1,74.88,Average
S104883,7.62,74.0,100.0,2,57.41,At_Risk
S104884,7.82,76.71,50.45,1,54.94,Average
S104885,6.38,65.73,81.95,2,72.03,Average
S104886,6.0,56.4,83.25,1,80.79,Average
S104887,9.09,81.92,49.37,1,44.78,At_Risk
S104888,7.3,74.51,72.79,3,83.75,At_Risk
S104889,7.83,72.24,66.04,1,49.36,At_Risk
S104890,5.93,53.59,76.49,3,61.73,At_Risk
S104891,5.41,44.26,71.09,1,59.99,At_Risk
S104892,6.26,61.75,79.15,1,71.57,At_Risk
S104893,6.84,58.48,56.71,0,73.94,At_Risk
S104894,5.62,50.36,96.27,0,77.31,At_Risk
S104895,6.99,68.73,70.84,2,63.98,At_Risk
S104896,4.8,48.53,89.38,0,69.63,Average
S104897,5.54,50.06,74.12,0,95.67,At_Risk
S104898,7.87,74.25,85.34,2,66.22,Good
S104899,7.78,70.47,68.56,2,90.52,Average
S104900,6.49,59.47,84.07,0,92.09,Good
S104901,5.68,55.0,55.2,1,64.91,At_Risk
S104902,5.66,51.8,81.47,1,93.5,At_Risk
S104903,6.51,60.91,58.69,2,57.39,At_Risk
S104904,7.84,68.6,65.88,1,63.8,At_Risk
S104905,8.21,82.5,54.07,2,96.04,At_Risk
S104906,6.35,62.41,59.56,2,67.16,At_Risk
S104907,5.5,55.43,64.2,2,44.86,Average
S104908,7.35,74.97,75.98,0,84.91,Good
S104909,5.93,53.03,72.76,0,82.77,At_Risk
S104910,6.33,58.67,63.16,1,74.17,At_Risk
S104911,8.72,75.29,75.76,1,53.36,Good
S104912,8.08,89.28,74.31,0,65.13,Good
S104913,7.21,67.85,63.63,1,72.87,At_Risk
S104914,5.35,54.95,62.98,2,64.23,At_Risk
S104915,7.27,64.16,63.59,2,63.93,At_Risk
S104916,8.38,83.61,94.48,0,90.17,Good
S104917,6.51,69.29,59.79,2,65.76,At_Risk
S104918,8.76,82.95,82.36,0,81.91,Good
S104919,8.68,78.42,58.26,1,79.92,Average
S104920,9.16,86.49,62.45,2,52.85,Average
S104921,7.4,61.36,74.26,3,65.43,At_Risk
S104922,7.76,73.6,76.88,1,75.61,Average
S104923,8.84,87.25,72.43,2,59.48,At_Risk
S104924,7.58,71.88,77.23,2,79.42,Average
S104925,6.35,59.17,76.43,1,75.5,At_Risk
S104926,6.42,63.07,76.18,1,84.31,Average
S104927,7.31,72.0,61.23,2,67.22,At_Risk
S104928,5.32,43.92,63.97,1,72.76,Average
S104929,6.81,65.09,68.07,1,53.13,Average
S104930,8.43,89.79,82.69,2,81.69,Average
S104931,4.15,35.0,76.93,1,40.37,At_Risk
S104932,8.99,85.11,69.39,5,47.2,At_Risk
S104933,8.46,88.13,70.37,2,66.36,Good
S104934,6.4,65.24,54.15,2,60.08,Average
S104935,7.71,71.0,64.83,0,45.25,Average
S104936,7.0,67.36,61.55,0,81.62,At_Risk
S104937,8.6,81.68,79.49,2,86.93,Average
S104938,8.28,75.64,70.74,3,88.86,Good
S104939,5.18,49.0,83.98,2,85.38,At_Risk
S104940,7.76,72.63,98.19,2,55.72,Good
S104941,6.73,64.41,78.86,2,75.29,At_Risk
S104942,7.11,64.53,55.85,2,81.3,At_Risk
S104943,6.05,52.4,65.5,2,50.49,At_Risk
S104944,9.27,87.92,46.82,0,86.43,Average
S104945,8.35,86.21,91.19,2,48.69,Average
S104946,6.04,57.69,97.78,1,66.91,At_Risk
S104947,5.27,48.69,55.87,2,62.94,At_Risk
S104948,6.5,64.75,62.67,0,55.68,Average
S104949,7.56,71.23,60.67,1,57.26,Average
S104950,7.31,76.94,57.03,0,81.28,Average
S104951,8.63,81.96,49.02,1,65.15,Average
S104952,8.03,79.06,79.08,3,65.46,Average
S104953,8.26,75.46,54.07,1,56.05,At_Risk
S104954,7.42,72.55,67.98,2,75.96,Average
S104955,5.19,50.44,57.85,2,71.2,At_Risk
S104956,6.75,63.86,45.8,2,43.28,At_Risk
S104957,8.38,77.59,59.91,1,52.77,Average
S104958,6.93,63.31,49.42,3,79.14,At_Risk
S104959,7.65,73.84,68.04,2,67.92,Average
S104960,6.59,65.1,75.83,4,44.58,At_Risk
S104961,5.66,53.27,75.53,2,75.23,At_Risk
S104962,6.84,66.13,71.3,1,56.16,At_Risk
S104963,7.4,70.17,76.43,1,55.74,At_Risk
S104964,6.15,58.8,55.81,1,52.89,Average
S104965,6.69,62.79,63.93,1,90.44,At_Risk
S104966,5.78,54.97,63.93,2,73.38,At_Risk
S104967,8.46,91.11,49.08,1,50.49,Good
S104968,6.62,64.11,57.39,2,64.67,At_Risk
S104969,8.89,87.02,53.61,0,58.01,Average
S104970,8.99,87.0,66.1,3,64.6,Average
S104971,6.89,64.45,75.41,1,49.51,At_Risk
S104972,5.69,59.22,62.46,1,64.02,Average
S104973,4.29,39.57,55.52,1,60.35,At_Risk
S104974,5.09,52.54,69.4,1,63.07,At_Risk
S104975,5.21,48.2,62.44,2,72.7,At_Risk
S104976,8.79,79.7,59.09,1,85.4,Average
S104977,7.15,69.39,88.36,2,83.29,Average
S104978,7.51,66.89,81.66,1,81.75,At_Risk
S104979,4.11,41.22,69.87,2,61.14,At_Risk
S104980,5.44,46.93,61.41,2,66.61,At_Risk
S104981,8.15,76.18,62.21,1,69.5,Average
S104982,7.37,64.31,57.19,2,85.8,At_Risk
S104983,6.81,75.98,58.7,1,92.71,At_Risk
S104984,7.73,66.86,66.65,1,74.84,At_Risk
S104985,9.13,86.74,35.82,1,76.94,Good
S104986,6.71,68.34,86.26,1,78.02,Good
S104987,7.09,71.5,73.18,1,76.2,Average
S104988,7.25,72.28,56.76,2,51.09,At_Risk
S104989,10.0,93.73,86.69,4,75.22,Average
S104990,4.27,45.98,76.22,1,41.71,At_Risk
S104991,7.89,78.59,78.05,2,54.54,Average
S104992,6.85,65.9,63.52,2,56.33,At_Risk
S104993,7.74,74.46,74.84,5,45.65,At_Risk
S104994,6.15,57.17,46.24,0,48.21,At_Risk
S104995,6.94,62.26,72.09,1,83.66,At_Risk
S104996,7.92,80.23,63.44,3,54.97,At_Risk
S104997,10.0,100.0,80.41,1,48.78,Good
S104998,8.05,73.0,63.06,0,63.63,Average
S104999,5.9,55.0,60.75,2,52.66,At_Risk
S105000,6.45,60.69,83.34,4,71.12,Average
S105001,6.41,60.77,82.51,3,55.13,At_Risk
S105002,4.67,44.58,78.16,1,85.73,At_Risk
S105003,6.57,66.21,73.78,0,72.6,Average
S105004,7.95,72.56,76.92,0,56.07,Average
S105005,5.34,47.38,64.83,1,63.52,At_Risk
S105006,8.36,84.4,56.73,2,55.08,Average
S105007,7.63,70.67,72.24,0,93.5,At_Risk
S105008,6.05,52.38,45.57,0,60.43,At_Risk
S105009,6.82,62.81,85.28,0,73.67,Average
S105010,9.08,84.92,66.75,0,82.43,Good
S105011,7.95,81.78,65.89,2,53.21,Average
S105012,7.01,70.31,55.84,0,86.78,Good
S105013,6.69,68.15,85.03,0,69.75,Average
S105014,7.1,71.0,77.23,2,83.29,At_Risk
S105015,6.33,63.96,71.28,0,47.56,Average
S105016,4.26,37.75,75.16,2,56.14,At_Risk
S105017,9.65,90.93,69.43,1,60.7,Good
S105018,7.2,64.46,78.85,0,47.69,At_Risk
S105019,7.52,70.58,63.48,0,62.01,At_Risk
S105020,6.92,68.52,68.28,2,63.11,At_Risk
S105021,6.04,57.96,75.12,4,72.17,At_Risk
S105022,6.76,69.45,49.74,2,60.09,At_Risk
S105023,4.92,42.18,51.29,3,51.98,At_Risk
S105024,9.96,96.62,91.91,2,62.73,Excellent
S105025,5.4,46.0,56.73,0,69.84,At_Risk
S105026,5.66,54.13,87.88,0,77.08,Average
S105027,6.43,64.02,63.36,1,67.59,At_Risk
S105028,8.67,81.5,53.72,1,64.25,At_Risk
S105029,7.02,68.88,83.55,0,81.52,At_Risk
S105030,5.39,47.39,75.92,2,62.37,At_Risk
S105031,8.63,75.0,77.39,3,56.62,At_Risk
S105032,7.95,77.76,52.58,2,86.16,Average
S105033,7.7,80.0,73.81,1,77.81,Good
S105034,7.93,71.36,28.48,0,61.47,At_Risk
S105035,10.0,99.89,73.17,3,42.92,Good
S105036,9.84,93.66,56.38,3,66.12,Average
S105037,6.11,52.68,86.59,3,39.17,At_Risk
S105038,9.11,82.03,80.17,3,54.33,Good
S105039,7.5,71.3,70.4,1,61.86,At_Risk
S105040,7.65,71.05,82.04,4,38.06,Average
S105041,4.8,40.35,99.15,1,82.5,At_Risk
S105042,6.78,57.62,67.35,3,85.23,At_Risk
S105043,5.94,53.07,72.48,0,79.85,Average
S105044,8.08,77.5,51.81,0,68.01,Average
S105045,8.39,79.7,56.74,2,59.58,At_Risk
S105046,4.3,38.88,56.1,0,63.2,At_Risk
S105047,6.97,67.04,68.68,1,52.57,At_Risk
S105048,8.46,84.52,72.89,1,76.33,Average
S105049,6.76,65.77,59.2,1,82.75,At_Risk
S105050,7.95,75.02,71.71,0,82.5,Average
S105051,7.46,74.55,80.99,1,74.88,Average
S105052,7.44,66.88,70.35,2,84.59,Average
S105053,6.65,62.25,82.19,1,63.69,At_Risk
S105054,5.42,50.67,45.2,4,83.26,At_Risk
S105055,5.54,47.7,47.45,1,54.44,At_Risk
S105056,7.92,73.58,76.25,2,47.72,At_Risk
S105057,7.03,58.44,71.2,1,77.5,Average
S105058,6.82,72.44,69.06,2,50.92,At_Risk
S105059,6.45,57.52,69.51,0,44.84,Average
S105060,6.6,69.08,53.27,0,62.8,At_Risk
S105061,8.36,79.58,45.83,2,79.87,Average
S105062,6.56,64.62,80.11,1,71.82,At_Risk
S105063,5.26,47.98,82.27,4,62.05,At_Risk
S105064,7.97,76.52,59.12,1,86.14,Average
S105065,6.73,66.57,40.49,0,50.86,At_Risk
S105066,7.04,69.55,66.23,1,56.64,Good
S105067,9.09,89.45,59.2,1,55.79,Good
S105068,6.97,64.77,78.8,2,70.05,At_Risk
S105069,7.38,68.15,55.56,0,82.97,Good
S105070,5.47,46.0,77.29,2,87.49,At_Risk
S105071,6.71,65.88,69.39,0,69.91,Average
S105072,7.79,78.36,84.95,3,89.82,Average
S105073,4.98,53.8,75.26,3,80.04,At_Risk
S105074,7.26,70.2,62.91,1,72.58,Average
S105075,7.13,64.68,72.86,1,72.15,At_Risk
S105076,7.05,60.22,68.12,1,69.57,Average
S105077,8.35,83.48,48.19,2,74.17,At_Risk
S105078,7.43,63.45,75.96,1,81.07,Average
S105079,8.92,83.39,67.4,3,67.85,Average
S105080,5.71,53.33,40.33,1,72.42,At_Risk
S105081,7.18,67.9,49.27,2,77.2,At_Risk
S105082,7.11,67.69,60.67,1,81.55,Average
S105083,5.61,53.85,79.39,3,86.07,At_Risk
S105084,8.24,68.65,59.72,3,88.61,Average
S105085,10.0,95.06,77.73,2,56.99,Excellent
S105086,6.98,57.0,78.29,2,69.04,At_Risk
S105087,7.66,75.67,65.64,1,90.91,Good
S105088,7.11,65.32,77.94,2,53.56,At_Risk
S105089,6.07,49.06,67.37,2,90.18,At_Risk
S105090,4.63,40.8,58.33,1,90.01,At_Risk
S105091,6.08,55.5,65.14,2,90.69,At_Risk
S105092,5.19,54.07,57.87,5,86.53,At_Risk
S105093,9.22,88.33,78.58,1,84.98,Good
S105094,6.85,66.46,74.16,0,71.44,Average
S105095,6.55,66.95,88.1,2,86.54,At_Risk
S105096,8.16,77.0,67.2,1,57.15,Average
S105097,5.54,55.66,73.14,4,87.46,At_Risk
S105098,6.0,59.76,71.99,2,87.27,At_Risk
S105099,7.09,62.19,75.04,1,80.67,At_Risk
S105100,8.34,85.1,73.82,2,80.24,Average
S105101,7.65,67.0,58.27,2,78.86,Average
S105102,7.32,73.24,69.84,3,87.49,At_Risk
S105103,7.1,61.4,68.53,0,73.49,Average
S105104,7.52,73.85,96.82,2,87.88,Average
S105105,7.26,76.44,45.7,1,73.51,At_Risk
S105106,5.66,53.0,78.33,3,84.01,At_Risk
S105107,7.06,66.04,88.03,4,58.28,At_Risk
S105108,5.6,55.68,56.2,2,47.28,At_Risk
S105109,7.11,66.18,96.24,1,88.35,Average
S105110,6.38,67.84,70.49,1,77.36,At_Risk
S105111,10.0,95.77,65.57,3,68.82,Excellent
S105112,6.95,64.73,69.53,2,76.87,Average
S105113,5.17,47.0,70.77,2,76.09,At_Risk
S105114,6.83,61.11,71.49,1,50.24,Average
S105115,7.68,70.4,52.99,0,89.0,Average
S105116,9.18,85.76,74.21,3,90.43,Average
S105117,6.23,57.27,45.86,5,65.46,At_Risk
S105118,4.94,44.3,62.78,2,65.34,At_Risk
S105119,8.06,84.98,63.76,1,76.97,Good
S105120,5.21,45.3,68.97,1,54.46,At_Risk
S105121,6.43,61.7,67.24,3,69.71,At_Risk
S105122,6.67,65.69,71.73,1,60.09,At_Risk
S105123,6.91,68.16,50.82,2,49.75,At_Risk
S105124,7.9,74.78,68.54,2,80.94,Average
S105125,6.11,57.0,56.52,1,96.81,Average
S105126,6.64,64.93,72.18,1,55.93,Average
S105127,6.98,67.39,90.94,2,74.41,Average
S105128,7.19,67.31,69.52,1,63.44,At_Risk
S105129,7.13,61.46,88.5,0,86.34,Average
S105130,7.57,70.01,71.47,0,71.45,Average
S105131,8.1,72.34,59.63,1,72.32,Average
S105132,7.51,68.68,71.08,0,45.11,Average
S105133,7.59,72.23,41.44,3,94.62,Average
S105134,4.94,48.39,71.32,1,100.0,At_Risk
S105135,7.07,74.24,84.58,1,61.43,Average
S105136,7.62,70.0,55.07,2,55.5,Average
S105137,7.95,78.6,82.17,1,72.65,Average
S105138,6.1,59.17,56.3,0,83.3,Average
S105139,6.14,63.5,66.26,2,92.4,Average
S105140,6.25,61.71,54.28,0,75.4,At_Risk
S105141,7.7,69.09,68.21,0,51.82,Average
S105142,8.34,72.38,100.0,2,50.82,Good
S105143,6.47,62.71,60.46,0,63.66,At_Risk
S105144,8.18,75.6,65.99,2,52.95,Average
S105145,7.16,64.1,68.32,1,76.29,Average
S105146,6.84,59.89,66.26,1,81.57,At_Risk
S105147,6.73,64.53,82.88,3,47.8,Average
S105148,7.97,81.75,59.94,2,49.24,Average
S105149,7.42,68.89,72.29,2,58.91,At_Risk
S105150,9.96,96.97,62.99,2,55.57,Average
S105151,5.89,55.57,88.93,1,94.44,Average
S105152,7.67,67.74,71.38,0,80.93,Average
S105153,6.31,62.9,69.91,0,43.65,Average
S105154,5.87,51.39,77.42,0,63.02,At_Risk
S105155,6.99,66.0,86.94,3,79.21,Average
S105156,7.18,66.83,81.32,1,59.92,At_Risk
S105157,10.0,98.57,79.45,0,56.22,Excellent
S105158,6.76,59.99,84.4,0,63.76,Average
S105159,5.53,54.11,68.1,0,72.18,At_Risk
S105160,7.35,66.51,94.87,0,53.83,Average
S105161,4.3,38.83,79.05,0,63.57,At_Risk
S105162,6.88,50.82,75.46,3,48.94,At_Risk
S105163,7.02,75.07,66.74,2,79.47,Average
S105164,8.03,78.52,48.67,2,62.94,Average
S105165,8.27,75.45,69.02,1,60.44,Average
S105166,6.35,55.78,56.85,0,62.95,Average
S105167,6.8,62.66,62.26,3,98.85,At_Risk
S105168,6.0,59.91,69.74,1,94.04,Average
S105169,5.53,45.0,85.65,2,74.32,Average
S105170,7.4,69.76,66.49,1,57.83,Average
S105171,5.34,57.85,55.35,1,55.93,At_Risk
S105172,6.46,56.84,49.35,1,59.93,At_Risk
S105173,5.71,54.53,54.07,3,92.91,At_Risk
S105174,7.71,82.1,95.96,1,81.89,At_Risk
S105175,9.34,91.28,60.68,1,51.52,At_Risk
S105176,5.31,50.93,44.85,2,79.67,At_Risk
S105177,4.59,45.64,71.9,4,86.41,At_Risk
S105178,6.84,63.35,60.19,2,63.75,At_Risk
S105179,7.02,71.89,67.78,2,62.13,At_Risk
S105180,7.28,67.6,79.49,1,86.97,Average
S105181,6.42,53.15,84.05,1,73.95,Average
S105182,6.74,62.46,66.77,0,92.53,Average
S105183,7.48,67.17,72.45,0,47.1,Good
S105184,8.35,78.22,85.15,4,76.97,Good
S105185,4.46,41.3,57.93,2,47.62,At_Risk
S105186,6.52,66.73,51.6,3,51.97,At_Risk
S105187,7.28,71.92,74.42,2,64.28,At_Risk
S105188,5.81,56.22,54.66,2,91.59,At_Risk
S105189,9.25,87.87,62.36,0,61.44,Average
S105190,6.17,54.42,68.08,1,85.29,At_Risk
S105191,6.95,57.27,70.68,3,87.18,Average
S105192,7.72,73.82,64.26,1,86.2,At_Risk
