student_id,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S104809,65.0,0.86,1.84,11.1,2024-04-27 00:00:00
S104810,100.0,3.69,1.11,13.79,2024-02-24 00:00:00
S104811,91.49,4.36,0.17,21.61,2024-05-20 00:00:00
S104812,67.21,1.81,1.28,3.91,2024-05-02 00:00:00
S104813,70.6,2.46,0.27,16.96,2024-03-21 00:00:00
S104814,82.36,0.0,0.4,16.83,2024-03-11 00:00:00
S104815,73.3,2.83,0.62,8.06,2024-03-25 00:00:00
S104816,72.39,2.23,3.45,17.49,2024-10-01 00:00:00
S104817,45.11,3.77,0.94,13.74,2024-05-08 00:00:00
S104818,77.16,3.97,2.57,7.08,2024-04-24 00:00:00
S104819,92.06,2.47,1.64,14.48,2024-02-27 00:00:00
S104820,73.71,2.67,4.79,7.7,2024-03-18 00:00:00
S104821,82.0,1.97,0.65,10.52,2024-01-31 00:00:00
S104822,70.87,4.38,0.84,21.16,2024-03-03 00:00:00
S104823,68.96,3.25,0.28,12.82,2024-05-12 00:00:00
S104824,85.99,4.45,4.14,21.02,2024-02-27 00:00:00
S104825,73.49,4.84,0.22,13.9,2024-01-23 00:00:00
S104826,77.55,3.6,0.45,8.26,2024-04-20 00:00:00
S104827,80.53,2.15,0.69,18.36,2024-03-19 00:00:00
S104828,72.64,1.06,0.39,18.92,2024-06-05 00:00:00
S104829,66.0,2.75,0.89,6.39,2024-03-07 00:00:00
S104830,90.03,3.09,1.18,22.95,2024-02-09 00:00:00
S104831,85.46,1.54,2.06,25.65,2024-02-04 00:00:00
S104832,79.32,5.66,2.0,19.39,2024-05-25 00:00:00
S104833,69.9,1.68,1.22,15.54,2024-02-02 00:00:00
S104834,95.82,0.0,4.07,29.08,2024-03-29 00:00:00
S104835,100.0,0.79,1.26,18.77,2024-01-31 00:00:00
S104836,57.37,3.96,1.79,16.38,2024-01-14 00:00:00
S104837,88.82,2.04,0.41,26.9,2024-01-20 00:00:00
S104838,86.0,1.43,5.51,26.22,2024-02-25 00:00:00
S104839,70.0,7.25,0.19,4.93,2024-05-21 00:00:00
S104840,69.98,2.48,0.44,11.47,2024-05-19 00:00:00
S104841,48.0,4.68,1.22,19.1,2024-02-05 00:00:00
S104842,71.32,4.87,0.31,23.59,2024-01-16 00:00:00
S104843,100.0,4.26,3.74,6.84,2024-02-18 00:00:00
S104844,55.88,2.61,0.92,21.36,2024-02-14 00:00:00
S104845,62.0,3.92,0.88,12.17,2024-12-05 00:00:00
S104846,77.49,1.97,1.51,20.02,2024-03-31 02:07:01
S104847,70.0,0.64,3.07,11.03,2024-02-26 00:00:00
S104848,73.89,3.93,0.0,0.0,2024-05-23 00:00:00
S104849,91.17,4.88,0.61,2.6,2024-05-28 00:00:00
S104850,71.48,3.44,2.17,7.12,2024-02-03 00:00:00
S104851,68.0,2.91,2.31,10.86,2024-03-17 00:00:00
S104852,80.0,3.6,7.42,14.95,2024-02-02 00:00:00
S104853,77.94,2.93,2.88,11.38,2024-05-15 00:00:00
S104854,55.76,2.36,0.72,14.67,2024-02-01 00:00:00
S104855,78.54,2.34,0.5,11.53,2024-01-14 00:00:00
S104856,97.01,1.64,0.02,14.97,2024-12-01 00:00:00
S104857,94.0,5.49,0.74,21.51,2024-05-04 00:00:00
S104858,80.91,3.25,2.35,14.9,2024-01-23 00:00:00
S104859,75.7,3.4,0.17,18.79,2024-04-07 00:00:00
S104860,59.81,5.23,0.45,20.0,2024-01-04 00:00:00
S104861,80.0,0.48,0.84,13.9,2024-01-17 00:00:00
S104862,58.04,5.98,1.26,2.46,2024-04-17 00:00:00
S104863,83.2,2.93,4.91,16.77,2024-03-29 00:00:00
S104864,79.24,2.1,1.71,10.28,2024-05-27 00:00:00
S104865,68.0,3.78,6.28,21.04,2024-04-20 00:00:00
S104866,85.22,2.73,2.26,24.56,2024-02-03 00:00:00
S104867,56.21,0.14,5.97,13.2,2024-03-09 00:00:00
S104868,73.83,3.58,6.28,16.15,2024-02-09 00:00:00
S104869,74.03,0.25,0.62,19.68,2024-01-14 00:00:00
S104870,77.41,2.11,0.39,9.31,2024-01-29 19:43:15
S104871,93.15,1.72,1.22,15.06,2024-03-26 00:00:00
S104872,73.47,1.97,2.24,4.17,2024-04-20 00:00:00
S104873,88.72,2.19,4.03,22.31,2024-04-21 00:00:00
S104874,82.0,2.42,2.32,26.8,2024-04-03 00:00:00
S104875,90.32,3.52,0.1,15.7,2024-03-31 00:00:00
S104876,100.0,4.7,0.89,9.74,2024-02-02 00:00:00
S104877,100.0,1.69,1.74,16.83,2024-01-17 00:00:00
S104878,69.3,3.17,0.75,6.08,2024-04-27 11:16:14
S104879,66.6,2.38,0.01,11.95,2024-04-07 00:00:00
S104880,86.93,3.22,0.58,12.07,2024-03-19 00:00:00
S104881,81.0,0.0,0.69,11.35,2024-04-28 00:00:00
S104882,68.07,2.44,0.53,16.53,2024-03-31 00:00:00
S104883,72.0,0.0,0.63,18.04,2024-01-28 00:00:00
S104884,88.99,4.81,0.29,15.1,2024-04-19 00:00:00
S104885,77.52,4.42,2.5,21.31,2024-02-08 00:00:00
S104886,91.96,2.32,4.92,17.73,2024-05-12 00:00:00
S104887,78.23,3.6,0.26,11.54,2024-01-17 00:00:00
S104888,68.0,2.57,1.22,14.24,2024-01-11 00:00:00
S104889,100.0,3.04,0.49,14.43,2024-01-17 00:00:00
S104890,92.0,2.81,0.5,12.32,2024-04-22 00:00:00
S104891,77.62,4.55,1.22,18.57,2024-05-19 00:00:00
S104892,44.85,4.28,1.1,0.08,2024-04-14 00:00:00
S104893,85.11,2.39,1.25,15.22,2024-03-20 00:00:00
S104894,100.0,3.52,2.91,17.17,2024-03-31 00:00:00
S104895,95.68,3.1,2.79,19.19,2024-03-21 00:00:00
S104896,77.08,4.69,0.45,22.76,2024-04-30 00:00:00
S104897,81.0,4.97,1.53,14.02,2024-01-16 00:00:00
S104898,59.0,6.02,2.98,20.82,2024-01-30 00:00:00
S104899,85.36,4.23,0.14,19.27,2024-05-01 00:00:00
S104900,88.05,3.07,0.14,16.85,2024-03-09 00:00:00
S104901,82.2,2.31,4.17,5.26,2024-07-03 00:00:00
S104902,60.3,0.0,1.23,22.63,2024-01-03 00:00:00
S104903,65.35,1.41,0.81,15.67,2024-04-18 00:00:00
S104904,62.05,5.17,0.36,13.24,2024-05-18 10:44:22
S104905,77.0,3.25,3.5,6.9,2024-03-15 00:00:00
S104906,78.14,5.36,1.32,0.0,2024-10-01 00:00:00
S104907,98.03,0.5,0.41,28.32,2024-02-16 00:00:00
S104908,96.62,5.1,1.22,17.15,2024-03-23 00:00:00
S104909,75.06,0.3,1.02,7.25,2024-04-01 17:10:55
S104910,83.0,3.9,2.34,6.18,2024-03-19 00:00:00
S104911,90.26,3.17,2.04,13.05,2024-01-20 00:00:00
S104912,77.02,2.24,2.75,20.66,2024-03-28 20:23:15
S104913,69.86,1.3,2.65,19.42,2024-01-27 00:00:00
S104914,80.73,2.83,0.12,19.77,2024-01-28 00:00:00
S104915,78.0,4.09,2.43,8.79,2024-05-07 00:00:00
S104916,100.0,2.28,6.02,13.75,2024-03-01 00:00:00
S104917,93.7,5.05,1.79,15.89,2024-03-11 00:00:00
S104918,69.5,2.97,1.22,14.6,2024-03-30 00:00:00
S104919,98.5,4.32,1.09,18.82,2024-06-05 00:00:00
S104920,69.66,2.95,0.51,26.02,2024-02-11 00:00:00
S104921,69.83,3.72,1.26,16.47,2024-03-25 00:00:00
S104922,80.43,2.53,0.55,10.91,2024-03-12 00:00:00
S104923,84.57,1.86,5.04,4.83,2024-05-12 00:00:00
S104924,85.0,4.94,0.96,16.23,2024-01-16 00:00:00
S104925,100.0,2.2,1.0,10.38,2024-04-18 00:00:00
S104926,70.57,3.83,0.45,18.0,2024-01-24 00:00:00
S104927,53.8,2.86,3.0,17.55,2024-05-13 00:00:00
S104928,77.0,3.13,0.09,25.94,2024-02-08 00:00:00
S104929,86.99,1.44,5.17,16.5,2024-04-01 00:00:00
S104930,62.64,2.12,0.14,18.19,2024-03-05 00:00:00
S104931,62.0,3.51,0.3,10.41,2024-06-04 00:00:00
S104932,85.6,1.63,6.76,4.97,2024-10-03 00:00:00
S104933,93.16,1.53,1.71,22.52,2024-04-30 00:00:00
S104934,63.17,0.0,0.71,23.45,2024-03-20 00:00:00
S104935,85.04,1.35,4.12,12.68,2024-02-03 00:00:00
S104936,85.75,5.64,0.64,1.46,2024-04-30 00:00:00
S104937,66.0,2.95,0.15,24.53,2024-03-20 00:00:00
S104938,76.67,0.95,0.74,23.32,2024-04-17 00:00:00
S104939,60.99,0.69,5.27,14.18,2024-02-22 00:00:00
S104940,74.18,1.98,2.27,22.48,2024-04-04 00:00:00
S104941,65.2,0.0,1.06,14.71,2024-02-20 00:00:00
S104942,87.0,3.52,2.9,16.52,2024-04-26 00:00:00
S104943,61.62,0.95,1.69,3.62,2024-01-23 00:00:00
S104944,88.41,4.72,0.43,23.55,2024-05-11 00:00:00
S104945,85.02,4.95,4.42,2.73,2024-03-10 00:00:00
S104946,83.64,0.72,0.29,27.05,2024-05-24 00:00:00
S104947,85.8,3.39,2.04,27.76,2024-06-02 00:00:00
S104948,93.85,1.32,1.53,0.0,2024-05-24 00:00:00
S104949,79.5,0.73,0.83,25.9,2024-03-24 00:00:00
S104950,61.51,3.69,1.19,13.33,2024-02-12 00:00:00
S104951,73.93,4.31,1.09,17.96,2024-01-16 00:00:00
S104952,80.0,6.62,1.38,5.13,2024-05-18 00:00:00
S104953,98.9,4.89,0.12,12.74,2024-05-26 12:16:07
S104954,78.96,3.54,0.56,6.73,2024-04-12 00:00:00
S104955,88.58,3.44,1.56,9.48,2024-05-18 00:00:00
S104956,69.42,0.8,0.17,23.56,2024-01-26 00:00:00
S104957,81.14,5.67,0.47,21.99,2024-01-12 00:00:00
S104958,78.29,3.17,3.25,20.74,2024-02-26 00:00:00
S104959,84.69,1.92,1.79,11.23,2024-06-05 00:00:00
S104960,98.3,3.06,1.63,10.17,2024-04-22 00:00:00
S104961,66.99,1.5,0.43,3.45,2024-02-04 00:00:00
S104962,66.23,3.16,0.17,19.75,2024-01-27 00:00:00
S104963,62.54,4.7,0.98,28.56,2024-05-14 12:17:41
S104964,83.2,3.2,1.89,25.19,2024-04-04 00:00:00
S104965,94.11,2.42,0.9,15.21,2024-05-01 00:00:00
S104966,81.74,0.0,5.21,18.45,2024-04-01 00:00:00
S104967,67.4,3.31,0.03,16.73,2024-03-05 00:00:00
S104968,76.41,2.46,1.22,21.37,2024-04-28 00:00:00
S104969,82.19,4.34,0.11,27.19,2024-04-08 00:00:00
S104970,54.47,0.9,1.89,11.01,2024-03-04 00:00:00
S104971,91.68,3.4,0.93,11.27,2024-04-16 00:00:00
S104972,65.82,2.65,1.99,12.99,2024-05-02 00:00:00
S104973,74.48,1.93,0.79,14.77,2024-05-23 00:00:00
S104974,53.55,3.52,1.12,20.1,2024-03-20 00:00:00
S104975,94.69,2.12,0.15,14.53,2024-05-23 00:00:00
S104976,70.55,1.7,0.2,9.03,2024-02-27 01:11:13
S104977,58.77,2.15,0.89,9.12,2024-01-21 00:00:00
S104978,80.0,1.67,1.15,6.77,2024-02-07 00:00:00
S104979,70.0,5.25,1.67,14.25,2024-02-17 06:09:19
S104980,94.55,3.23,4.67,22.24,2024-05-29 00:00:00
S104981,77.49,0.0,0.78,17.94,2024-02-17 00:00:00
S104982,70.55,3.68,2.07,18.94,2024-04-19 00:00:00
S104983,68.09,3.54,0.54,7.41,2024-06-04 00:00:00
S104984,79.27,0.0,1.96,6.79,2024-03-28 00:00:00
S104985,80.21,2.14,0.01,16.25,2024-02-13 00:00:00
S104986,81.84,5.18,4.42,23.72,2024-08-05 00:00:00
S104987,91.82,0.0,0.67,20.91,2024-05-23 00:00:00
S104988,66.69,0.23,0.63,10.29,2024-02-13 00:00:00
S104989,71.75,3.44,1.22,31.04,2024-03-15 00:00:00
S104990,100.0,3.8,0.26,0.79,2024-03-02 00:00:00
S104991,76.99,2.52,0.22,15.2,2024-03-02 00:00:00
S104992,68.48,1.56,0.65,15.72,2024-01-18 00:00:00
S104993,65.08,2.64,1.2,13.54,2024-01-15 00:00:00
S104994,76.75,2.29,8.0,18.68,2024-02-13 16:38:09
S104995,93.2,5.16,2.68,13.58,2024-01-05 00:00:00
S104996,100.0,3.49,3.08,4.53,2024-01-26 00:00:00
S104997,70.59,2.84,0.56,14.38,2024-01-15 00:00:00
S104998,83.28,4.46,0.69,16.15,2024-04-25 00:00:00
S104999,68.26,2.63,0.15,21.38,2024-05-28 00:00:00
S105000,86.07,1.6,0.27,24.92,2024-05-15 00:00:00
S105001,57.38,3.45,0.04,9.01,2024-01-23 00:00:00
S105002,95.0,0.04,0.3,26.71,2024-01-14 00:00:00
S105003,71.26,1.06,1.25,12.0,2024-05-09 00:00:00
S105004,89.98,1.9,2.14,11.43,2024-05-06 00:00:00
S105005,95.02,3.99,1.92,12.12,2024-04-12 00:00:00
S105006,87.79,4.36,4.15,1.34,2024-01-28 07:44:27
S105007,84.0,3.52,4.06,12.04,2024-02-15 00:00:00
S105008,81.12,3.41,4.92,24.18,2024-10-05 00:00:00
S105009,67.5,3.13,0.42,18.34,2024-02-27 00:00:00
S105010,66.58,4.42,0.25,16.59,2024-01-15 00:00:00
S105011,85.19,4.02,0.49,17.45,2024-02-17 00:00:00
S105012,64.93,4.35,1.13,23.83,2024-02-28 00:00:00
S105013,64.36,2.24,1.05,8.85,2024-01-22 00:00:00
S105014,79.34,3.04,0.57,21.33,2024-03-10 00:00:00
S105015,71.7,2.49,1.22,15.47,2024-02-13 00:00:00
S105016,79.49,4.03,1.13,9.51,2024-02-25 00:00:00
S105017,84.31,1.34,1.79,18.25,2024-05-04 00:00:00
S105018,89.7,2.17,0.35,15.59,2024-04-15 00:00:00
S105019,70.21,4.56,5.02,9.35,2024-07-03 00:00:00
S105020,72.16,1.13,1.76,7.51,2024-05-27 19:56:11
S105021,83.24,2.07,1.54,11.96,2024-05-10 00:00:00
S105022,71.47,4.31,0.12,11.42,2024-02-20 00:00:00
S105023,53.67,3.85,5.57,23.55,2024-01-18 00:00:00
S105024,65.56,3.6,3.0,13.5,2024-01-24 12:56:02
S105025,57.76,3.05,0.26,12.39,2024-03-29 00:00:00
S105026,72.08,3.62,0.18,22.9,2024-03-01 00:00:00
S105027,52.0,1.71,0.75,24.45,2024-03-26 00:00:00
S105028,74.43,4.44,0.35,9.18,2024-03-12 00:00:00
S105029,80.96,3.18,0.43,6.29,2024-01-31 00:00:00
S105030,79.93,2.43,0.25,18.61,2024-04-10 00:00:00
S105031,65.33,0.0,1.68,13.55,2024-01-27 21:23:31
S105032,73.73,1.78,2.53,11.18,2024-03-08 00:00:00
S105033,89.42,5.57,0.08,22.27,2024-04-28 00:00:00
S105034,70.06,3.11,0.38,13.18,2024-04-13 00:00:00
S105035,100.0,1.99,3.61,28.43,2024-02-08 00:00:00
S105036,55.02,3.8,3.5,15.33,2024-03-03 00:00:00
S105037,53.86,5.39,0.13,16.15,2024-02-10 00:00:00
S105038,83.1,2.64,0.73,30.68,2024-01-19 00:00:00
S105039,77.0,3.76,2.77,17.17,2024-04-08 00:00:00
S105040,65.69,1.96,1.05,10.06,2024-03-15 07:58:11
S105041,78.13,2.75,4.48,7.86,2024-02-04 00:00:00
S105042,49.98,1.58,0.29,11.77,2024-05-04 02:40:43
S105043,72.88,3.15,1.31,16.65,2024-02-04 00:00:00
S105044,60.11,1.93,0.02,21.38,2024-08-02 00:00:00
S105045,66.3,3.58,2.9,4.47,2024-05-10 00:00:00
S105046,50.19,2.23,5.45,15.02,2024-03-15 00:00:00
S105047,83.2,4.4,0.35,23.95,2024-04-01 00:00:00
S105048,72.0,2.98,0.02,16.84,2024-05-16 00:00:00
S105049,75.2,4.14,0.03,24.49,2024-03-08 00:00:00
S105050,83.47,3.03,0.87,4.44,2024-04-19 00:00:00
S105051,32.69,6.92,4.3,13.41,2024-04-30 00:00:00
S105052,83.33,5.76,0.0,15.84,2024-05-27 00:00:00
S105053,78.87,4.46,1.79,18.87,2024-11-04 00:00:00
S105054,68.04,3.73,1.43,9.04,2024-05-09 00:00:00
S105055,85.0,1.41,6.48,17.91,2024-03-19 00:00:00
S105056,77.65,2.92,2.6,18.46,2024-04-29 00:00:00
S105057,64.88,3.82,0.53,14.49,2024-05-21 00:00:00
S105058,72.0,2.61,3.7,18.29,2024-12-04 00:00:00
S105059,55.76,3.32,4.61,17.21,2024-04-23 00:00:00
S105060,92.19,5.19,1.5,10.39,2024-03-11 00:00:00
S105061,73.88,4.47,1.52,13.89,2024-08-04 00:00:00
S105062,52.29,2.37,0.56,6.26,2024-05-13 00:00:00
S105063,78.39,4.18,0.95,4.53,2024-02-14 00:00:00
S105064,90.0,3.7,2.54,16.78,2024-03-21 00:00:00
S105065,84.41,4.06,1.41,1.74,2024-03-24 00:00:00
S105066,76.96,3.11,1.75,13.31,2024-04-18 00:00:00
S105067,77.0,6.06,0.11,17.89,2024-01-24 00:00:00
S105068,52.02,1.63,0.63,15.12,2024-01-15 00:00:00
S105069,81.05,4.31,1.43,30.3,2024-04-06 00:00:00
S105070,89.27,1.28,4.04,17.99,2024-02-04 00:00:00
S105071,62.3,3.15,1.22,13.12,2024-02-29 00:00:00
S105072,77.79,2.44,0.49,19.26,2024-05-15 00:00:00
S105073,60.46,1.71,0.23,5.81,2024-04-30 00:00:00
S105074,100.0,4.42,0.71,22.0,2024-03-03 00:00:00
S105075,71.43,3.03,0.27,11.47,2024-04-03 00:00:00
S105076,72.55,3.81,1.02,22.75,2024-05-14 15:21:21
S105077,89.0,2.0,0.32,17.8,2024-05-12 00:00:00
S105078,93.13,1.71,2.6,19.38,2024-05-12 00:00:00
S105079,61.19,2.33,1.48,11.12,2024-03-01 00:00:00
S105080,74.9,2.15,2.57,6.99,2024-03-05 00:00:00
S105081,50.14,2.79,1.48,6.86,2024-05-03 00:00:00
S105082,77.82,2.33,0.09,2.99,2024-02-07 00:00:00
S105083,59.56,3.12,0.24,12.32,2024-07-05 00:00:00
S105084,77.28,3.64,1.73,10.89,2024-02-16 00:00:00
S105085,65.17,2.57,1.22,22.08,2024-01-16 00:00:00
S105086,46.0,4.53,1.34,7.76,2024-05-05 00:00:00
S105087,83.17,2.19,0.86,30.36,2024-02-18 00:00:00
S105088,68.77,3.03,0.33,7.99,2024-04-27 00:00:00
S105089,90.61,2.29,1.07,8.65,2024-02-17 00:00:00
S105090,69.3,1.03,2.2,4.64,2024-02-15 00:00:00
S105091,74.54,3.77,4.3,15.07,2024-03-14 05:37:21
S105092,84.0,2.12,3.2,12.75,2024-03-11 00:00:00
S105093,66.83,3.3,2.02,14.24,2024-04-01 00:00:00
S105094,66.34,0.96,4.4,17.85,2024-04-16 00:00:00
S105095,100.0,1.51,1.84,21.88,2024-02-01 00:00:00
S105096,80.29,5.4,1.58,6.81,2024-01-24 00:00:00
S105097,81.58,1.81,2.75,15.14,2024-11-02 00:00:00
S105098,68.91,0.38,0.72,20.99,2024-01-26 08:47:50
S105099,78.39,3.96,4.16,7.34,2024-05-05 00:00:00
S105100,77.56,2.23,1.56,34.35,2024-02-06 00:00:00
S105101,69.05,3.89,0.38,31.39,2024-04-19 00:00:00
S105102,81.53,2.42,0.53,14.47,2024-08-02 00:00:00
S105103,75.78,3.06,2.45,7.25,2024-02-23 00:00:00
S105104,84.68,2.58,0.32,8.15,2024-03-16 00:00:00
S105105,86.6,5.5,1.23,16.64,2024-03-04 00:00:00
S105106,73.28,3.15,0.24,19.48,2024-05-06 00:00:00
S105107,75.3,4.28,1.53,2.1,2024-04-02 00:00:00
S105108,68.93,3.15,1.08,8.38,2024-03-20 00:00:00
S105109,72.53,2.16,0.91,15.99,2024-03-15 00:00:00
S105110,72.94,3.08,1.81,5.17,2024-03-01 00:00:00
S105111,77.34,1.4,0.98,12.92,2024-02-07 00:00:00
S105112,81.81,1.33,0.78,18.02,2024-02-03 00:00:00
S105113,80.7,0.98,4.26,13.87,2024-03-13 00:00:00
S105114,61.96,3.82,3.99,9.86,2024-03-19 00:00:00
S105115,62.5,2.87,2.33,15.61,2024-11-05 00:00:00
S105116,67.52,1.46,0.29,18.55,2024-03-20 00:00:00
S105117,91.43,2.5,0.93,8.55,2024-05-26 00:00:00
S105118,81.84,3.71,0.02,17.41,2024-05-28 00:00:00
S105119,80.67,4.98,0.47,17.27,2024-01-26 00:00:00
S105120,86.41,4.29,5.23,18.63,2024-02-23 00:00:00
S105121,62.94,2.28,0.69,16.84,2024-02-07 00:00:00
S105122,66.51,3.02,1.01,15.91,2024-04-14 00:00:00
S105123,91.66,0.6,1.38,13.91,2024-05-16 00:00:00
S105124,76.57,2.52,4.72,12.91,2024-03-05 00:00:00
S105125,82.21,4.88,0.38,20.06,2024-02-25 00:00:00
S105126,83.6,2.55,1.39,14.33,2024-04-29 00:00:00
S105127,88.45,3.69,0.95,18.75,2024-04-10 00:00:00
S105128,76.4,3.81,1.39,18.64,2024-03-05 00:00:00
S105129,78.59,3.79,0.57,8.42,2024-09-02 00:00:00
S105130,98.2,5.04,0.32,12.77,2024-03-03 00:00:00
S105131,75.16,1.38,0.27,14.63,2024-02-27 00:00:00
S105132,91.0,2.06,1.75,15.63,2024-04-02 00:00:00
S105133,65.0,5.25,1.09,18.0,2024-02-10 00:00:00
S105134,74.4,3.54,0.38,16.25,2024-05-25 00:00:00
S105135,82.25,0.62,0.4,15.29,2024-01-31 00:00:00
S105136,96.09,3.35,2.07,11.95,2024-02-22 00:00:00
S105137,84.14,3.07,0.73,22.4,2024-01-17 00:00:00
S105138,76.05,3.75,0.66,17.43,2024-02-27 00:00:00
S105139,80.12,2.32,1.05,14.22,2024-05-16 00:00:00
S105140,100.0,2.03,0.07,12.27,2024-02-29 00:00:00
S105141,76.71,2.49,1.49,16.96,2024-02-27 00:00:00
S105142,64.3,4.29,3.06,15.21,2024-03-05 00:00:00
S105143,90.19,5.13,1.2,4.33,2024-02-13 00:00:00
S105144,74.39,1.89,3.08,8.07,2024-05-17 00:00:00
S105145,78.85,1.79,2.48,24.13,2024-03-05 00:00:00
S105146,78.01,1.44,4.8,17.59,2024-02-09 00:00:00
S105147,57.03,3.53,2.51,10.52,2024-03-22 00:00:00
S105148,73.16,3.2,3.41,12.39,2024-05-12 00:00:00
S105149,69.49,2.52,0.62,8.97,2024-01-12 00:00:00
S105150,78.99,2.56,1.14,11.33,2024-01-27 00:00:00
S105151,67.38,2.7,0.34,22.17,2024-05-08 00:00:00
S105152,82.18,3.32,0.04,13.73,2024-03-16 00:00:00
S105153,68.26,2.66,0.84,20.83,2024-01-23 00:00:00
S105154,71.02,1.76,4.44,26.39,2024-02-19 00:00:00
S105155,64.88,4.23,2.41,12.23,2024-09-05 00:00:00
S105156,69.99,0.0,0.36,5.93,2024-05-15 00:00:00
S105157,79.72,4.29,0.79,18.03,2024-04-09 00:00:00
S105158,84.0,3.06,0.82,9.26,2024-03-06 00:00:00
S105159,94.23,4.78,4.08,15.0,2024-01-22 00:00:00
S105160,90.59,3.03,3.24,16.18,2024-02-04 00:00:00
S105161,88.77,3.89,4.6,28.0,2024-05-11 00:00:00
S105162,71.0,4.38,0.34,17.26,2024-01-19 00:00:00
S105163,89.0,4.17,5.01,11.8,2024-04-08 00:00:00
S105164,66.37,4.13,1.67,19.38,2024-02-11 00:00:00
S105165,95.3,2.56,3.34,20.71,2024-01-23 00:00:00
S105166,74.5,3.83,0.51,23.43,2024-05-16 00:00:00
S105167,82.77,4.9,1.22,8.54,2024-05-11 00:00:00
S105168,84.66,1.56,1.99,24.04,2024-05-22 00:00:00
S105169,80.07,3.6,2.79,31.0,2024-03-13 00:00:00
S105170,92.17,2.61,0.3,23.88,2024-02-03 00:00:00
S105171,91.21,2.64,0.49,25.15,2024-01-03 00:00:00
S105172,62.6,3.67,0.41,11.96,2024-05-07 00:00:00
S105173,81.86,2.94,0.42,26.83,2024-03-20 00:00:00
S105174,66.31,2.23,0.18,11.67,2024-05-03 00:00:00
S105175,64.1,5.76,0.69,14.73,2024-04-15 00:00:00
S105176,90.8,2.97,1.58,11.75,2024-04-26 00:00:00
S105177,82.78,3.37,1.12,10.93,2024-02-10 00:00:00
S105178,51.62,4.67,0.59,14.96,2024-02-12 00:00:00
S105179,80.45,2.47,2.2,6.92,2024-01-25 00:00:00
S105180,88.49,4.44,0.65,10.19,2024-05-02 00:00:00
S105181,75.1,4.17,3.55,8.19,2024-01-18 00:00:00
S105182,77.46,3.59,2.61,25.74,2024-05-26 00:00:00
S105183,100.0,0.6,2.88,26.34,2024-02-15 06:40:29
S105184,75.66,1.99,0.48,32.82,2024-04-20 00:00:00
S105185,83.17,3.33,3.31,14.53,2024-04-18 00:00:00
S105186,43.09,5.38,0.29,15.21,2024-04-14 00:00:00
S105187,76.0,1.11,6.62,20.4,2024-03-31 00:00:00
S105188,46.8,1.23,0.51,6.07,2024-05-16 00:00:00
S105189,79.0,2.71,0.16,8.15,2024-03-09 00:00:00
S105190,67.77,4.2,1.44,3.82,2024-02-13 00:00:00
S105191,57.62,0.24,0.83,20.86,2024-05-14 00:00:00
S105192,71.59,0.49,3.82,8.97,2024-01-13 00:00:00
S105193,86.91,3.44,1.05,22.01,2024-05-22 00:00:00
S105194,72.01,3.15,3.51,11.77,2024-04-14 00:00:00
S105195,68.03,2.72,0.29,15.03,2024-02-24 00:00:00
S105196,77.17,2.23,3.91,13.8,2024-04-16 00:00:00
S105197,83.91,3.55,2.41,16.33,2024-05-17 00:00:00
S105198,83.9,1.01,0.68,11.58,2024-08-05 00:00:00
S105199,61.91,1.26,0.51,22.28,2024-05-06 00:00:00
S105200,82.83,2.68,0.59,13.83,2024-01-19 00:00:00
S105201,78.15,3.91,0.94,17.55,2024-02-13 00:00:00
S105202,72.27,6.06,1.22,15.77,2024-01-30 00:00:00
S105203,60.0,4.05,0.89,7.9,2024-02-09 00:00:00
S105204,86.21,0.0,0.82,24.44,2024-03-15 00:00:00
S105205,39.4,4.44,0.82,10.44,2024-09-02 00:00:00
S105206,73.64,0.49,1.2,20.66,2024-01-10 23:51:56
S105207,72.95,1.26,0.19,20.1,2024-12-03 00:00:00
S105208,70.42,2.78,0.7,4.51,2024-12-03 00:00:00
S105209,92.65,2.52,1.31,13.74,2024-05-13 00:00:00
S105210,87.06,3.97,0.27,19.06,2024-05-21 00:00:00
S105211,75.13,3.6,0.67,12.97,2024-02-07 00:00:00
S105212,67.68,2.19,0.5,14.1,2024-02-26 00:00:00
S105213,78.92,2.59,0.41,16.52,2024-04-28 00:00:00
S105214,59.3,2.07,0.03,12.37,2024-01-20 00:00:00
S105215,87.6,1.67,0.92,17.5,2024-05-28 00:00:00
S105216,68.0,5.5,0.45,15.3,2024-04-17 00:00:00
S105217,69.22,1.76,1.22,13.62,2024-03-08 00:00:00
S105218,65.5,2.68,4.7,8.21,2024-01-22 00:00:00
S105219,78.36,2.45,0.96,17.84,2024-06-03 00:00:00
S105220,83.0,3.69,5.32,0.0,2024-02-12 00:00:00
S105221,74.68,3.99,1.93,16.84,2024-03-05 00:00:00
S105222,51.4,2.28,3.29,15.1,2024-01-23 00:00:00
S105223,80.43,4.61,0.13,9.31,2024-05-01 00:00:00
S105224,69.33,0.0,5.24,5.27,2024-03-31 00:00:00
S105225,76.9,3.1,1.19,17.93,2024-02-18 00:00:00
S105226,66.01,3.26,0.01,13.27,2024-02-28 00:00:00
S105227,79.19,1.77,0.65,15.97,2024-04-30 00:00:00
S105228,89.7,2.39,0.43,2.14,2024-02-28 00:00:00
S105229,67.9,3.49,3.66,18.34,2024-01-31 00:00:00
S105230,100.0,2.65,2.76,21.58,2024-12-04 00:00:00
