student_id,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks
S106092,38.32,71.62,73.2,66.62,68.2,50,48.86
S106093,29.52,57.35,68.96,72.17,48.18,8,33.41
S106094,43.91,62.86,81.86,66.48,66.13,7,68.82
S106095,43.91,90.6,69.21,67.87,73.94,58,74.56
S106096,35.97,100.0,67.86,29.73,71.68,31,36.52
S106097,36.85,74.8,63.08,36.77,90.52,16,57.94
S106098,27.01,61.5,53.54,62.34,81.33,12,51.59
S106099,24.18,68.13,53.58,42.09,80.27,65,18.97
S106100,31.99,58.56,67.35,41.58,97.35,29,15.59
S106101,34.3,60.75,81.29,62.9,56.6,131,50.87
S106102,43.5,59.27,74.13,35.32,100.0,8,54.53
S106103,42.38,68.81,74.03,53.78,100.0,1,44.68
S106104,36.48,71.81,47.3,50.12,78.27,228,40.38
S106105,44.52,67.78,73.37,67.0,74.11,1,86.15
S106106,27.45,66.68,58.61,67.88,100.0,157,74.61
S106107,43.62,81.41,67.81,67.05,76.04,170,47.49
S106108,28.68,66.56,73.83,70.22,85.3,235,59.49
S106109,44.92,67.52,46.5,79.51,84.17,55,43.27
S106110,34.89,67.35,67.52,50.82,87.34,78,80.57
S106111,19.01,93.15,68.78,31.65,63.5,36,39.56
S106112,40.84,62.63,80.98,70.06,86.6,285,59.58
S106113,41.48,78.94,56.73,59.11,66.77,105,51.94
S106114,31.35,69.83,64.02,54.97,71.02,102,44.52
S106115,32.03,75.25,67.72,48.69,93.93,35,34.95
S106116,33.72,78.19,56.73,38.4,72.45,29,57.92
S106117,19.6,86.26,56.44,56.31,70.43,65,23.78
S106118,16.08,64.24,55.82,48.97,83.06,7,63.47
S106119,45.41,53.29,62.96,50.06,100.0,43,52.14
S106120,28.41,58.24,92.95,41.75,100.0,61,55.1
S106121,49.84,84.47,63.53,54.25,97.14,56,45.62
S106122,45.96,100.0,72.8,37.49,96.94,68,35.15
S106123,47.54,82.52,65.51,70.41,79.64,40,47.19
S106124,29.8,51.07,60.08,65.08,100.0,2,66.12
S106125,22.13,82.01,64.61,55.9,82.98,99,45.98
S106126,26.3,55.84,77.31,64.8,79.47,117,52.54
S106127,31.43,64.76,64.14,52.94,85.74,154,68.0
S106128,16.01,72.81,62.43,40.95,83.97,18,52.31
S106129,31.2,75.33,61.24,62.07,60.29,56,39.12
S106130,33.39,70.98,49.1,47.61,69.54,49,67.0
S106131,24.64,60.98,81.64,50.56,85.71,114,39.64
S106132,26.68,85.9,57.85,44.64,68.16,56,61.46
S106133,33.24,62.09,88.51,57.29,89.71,128,38.13
S106134,37.85,88.82,68.92,60.38,80.54,7,46.29
S106135,27.87,69.83,87.49,45.99,94.05,4,35.61
S106136,37.34,73.23,61.8,63.53,78.14,25,60.45
S106137,36.09,51.61,53.27,45.37,87.23,51,41.96
S106138,35.38,57.49,81.69,53.01,52.82,111,66.77
S106139,29.78,62.3,56.02,38.93,55.86,36,57.54
S106140,24.33,92.81,85.57,52.43,67.95,108,45.25
S106141,48.57,89.62,74.26,61.97,84.66,142,66.91
S106142,40.04,83.11,88.43,78.44,68.28,56,36.92
S106143,43.05,70.5,49.38,49.32,90.92,254,61.55
S106144,34.33,72.82,80.3,67.6,85.8,13,55.51
S106145,33.69,89.0,53.12,24.13,73.12,28,53.59
S106146,38.93,80.52,26.66,11.82,83.36,481,50.22
S106147,20.32,70.27,79.33,43.32,73.34,15,46.99
S106148,26.08,92.3,64.9,46.9,84.73,194,30.99
S106149,28.62,82.22,80.4,70.23,72.34,202,60.3
S106150,31.36,73.64,66.47,57.77,85.95,82,83.6
S106151,27.96,63.12,65.34,75.98,100.0,4,44.72
S106152,37.66,61.76,88.96,62.03,61.46,57,49.65
S106153,35.65,64.96,66.89,42.44,69.59,6,42.72
S106154,46.14,76.85,57.39,56.7,70.21,32,69.05
S106155,50.0,82.54,63.59,44.69,84.67,1,53.61
S106156,24.9,48.34,67.52,32.28,92.56,4,27.73
S106157,36.18,40.8,19.49,59.15,53.91,96,31.89
S106158,36.16,55.73,72.86,46.0,77.25,322,49.93
S106159,34.89,63.88,86.74,49.36,80.42,122,31.27
S106160,26.32,87.94,64.22,49.32,93.23,40,45.18
S106161,27.66,65.79,58.27,28.65,66.56,33,46.32
S106162,36.92,73.82,71.2,48.06,90.95,408,47.33
S106163,27.44,69.83,92.9,57.62,84.4,21,31.66
S106164,36.27,54.65,72.51,68.23,100.0,3,84.97
S106165,33.03,91.9,68.43,67.76,100.0,24,51.87
S106166,36.13,60.03,58.75,58.17,91.94,33,65.42
S106167,27.37,93.4,47.89,52.38,76.09,54,57.33
S106168,36.26,68.11,65.37,52.37,87.36,96,46.07
S106169,27.95,64.94,65.67,53.84,88.72,85,44.17
S106170,36.29,53.34,34.09,44.14,87.9,79,44.28
S106171,45.72,72.96,53.37,61.07,86.31,175,77.23
S106172,37.09,100.0,83.54,34.62,88.01,70,59.46
S106173,37.57,76.2,60.87,62.09,95.74,15,36.55
S106174,41.54,74.06,25.71,23.6,100.0,36,37.79
S106175,23.77,60.0,90.62,36.51,52.86,89,29.1
S106176,48.75,78.88,50.74,23.89,99.5,60,57.24
S106177,26.56,72.36,57.48,61.09,82.12,69,38.76
S106178,42.04,69.06,82.0,68.04,68.15,28,81.28
S106179,40.98,77.42,53.13,30.58,59.74,27,46.17
S106180,27.78,42.76,33.48,23.27,84.58,48,41.72
S106181,43.07,68.49,68.48,25.02,80.54,3,39.81
S106182,38.98,69.83,77.75,55.87,63.82,45,20.64
S106183,50.0,70.43,57.49,73.93,79.54,54,82.6
S106184,36.55,59.14,63.03,54.38,95.55,5,54.13
S106185,34.13,60.16,46.12,28.12,100.0,3,38.0
S106186,30.88,50.0,49.07,15.06,81.91,1,23.2
S106187,21.05,86.73,59.85,60.36,81.87,36,71.35
S106188,32.45,59.83,75.38,77.1,89.34,55,68.11
S106189,32.79,60.64,66.56,81.36,97.48,15,86.55
S106190,37.1,92.96,81.32,52.25,82.75,181,86.71
S106191,23.62,78.52,91.46,7.15,85.25,70,36.41
S106192,33.09,39.48,79.19,64.92,74.01,73,50.73
S106193,39.61,90.78,39.56,44.28,77.63,5,35.05
S106194,40.4,94.72,60.46,67.21,70.46,7,40.38
S106195,20.12,93.32,79.03,54.58,64.48,56,54.01
S106196,40.65,80.02,63.09,54.62,61.93,115,45.19
S106197,33.03,53.47,39.09,51.52,67.07,146,45.35
S106198,33.52,69.26,56.17,52.52,66.04,62,35.63
S106199,16.08,48.27,28.64,52.41,84.48,71,37.28
S106200,46.95,57.01,60.56,41.52,86.72,76,59.62
S106201,36.41,53.34,54.04,60.83,73.69,30,46.55
S106202,22.75,60.59,59.23,62.89,67.41,296,65.34
S106203,38.0,72.46,83.9,63.5,100.0,298,100.0
S106204,37.76,63.33,43.7,27.92,73.38,78,3.79
S106205,44.78,62.68,53.51,59.21,71.1,38,47.14
S106206,32.52,69.83,46.73,37.22,56.4,152,47.95
S106207,35.1,92.49,82.14,72.59,87.76,15,60.37
S106208,29.86,100.0,83.1,15.95,100.0,74,52.23
S106209,39.78,63.24,70.76,34.14,77.2,125,60.98
S106210,28.73,75.04,69.93,65.58,74.8,0,46.44
S106211,27.86,57.38,45.79,45.24,84.15,45,47.07
S106212,34.46,81.51,68.19,47.01,84.61,24,40.25
S106213,25.19,62.85,47.05,48.5,42.57,128,36.88
S106214,47.82,59.33,65.66,35.48,89.71,206,43.72
S106215,50.0,100.0,59.51,43.94,100.0,15,38.61
S106216,31.37,49.66,55.49,35.21,80.84,16,41.45
S106217,23.91,69.83,65.45,32.46,78.37,261,40.89
S106218,37.69,81.02,75.84,58.2,91.92,57,55.63
S106219,31.14,64.49,93.41,31.94,90.14,8,55.73
S106220,44.4,60.31,73.82,51.6,82.6,6,60.19
S106221,28.7,100.0,100.0,57.87,91.6,267,85.57
S106222,39.36,80.95,68.21,38.2,92.31,45,54.93
S106223,35.91,69.12,93.54,56.56,62.4,56,80.65
S106224,29.59,59.38,71.97,66.74,62.77,69,48.96
S106225,36.92,76.69,68.84,39.18,60.63,102,60.02
S106226,42.03,44.01,62.31,52.74,57.3,26,36.85
S106227,35.69,62.26,69.79,69.04,92.16,6,54.22
S106228,35.78,69.44,71.91,43.81,92.19,56,68.02
S106229,28.02,73.2,42.32,36.75,86.72,15,21.3
S106230,44.15,67.86,76.2,63.89,100.0,101,58.46
S106231,43.36,59.6,41.26,54.34,75.37,6,47.1
S106232,31.72,83.81,76.22,62.53,69.65,56,71.01
S106233,34.01,45.23,74.58,68.21,81.84,112,21.62
S106234,46.31,65.83,87.74,47.08,97.13,2,51.86
S106235,25.93,62.23,51.21,32.32,71.14,39,33.21
S106236,39.83,85.18,49.21,83.35,100.0,71,54.3
S106237,30.53,63.12,82.72,43.01,78.92,128,52.71
S106238,49.22,76.56,47.8,43.31,87.69,24,33.96
S106239,35.51,75.0,46.23,37.63,82.44,136,62.16
S106240,45.08,42.47,68.34,36.33,74.05,84,43.35
S106241,28.91,69.02,64.25,37.54,93.65,34,33.87
S106242,25.01,43.86,67.49,27.02,27.87,28,43.99
S106243,33.13,75.27,73.6,56.2,74.92,97,60.2
S106244,37.1,59.05,73.69,44.56,91.93,103,18.3
S106245,30.91,87.8,63.75,32.13,58.22,81,45.63
S106246,41.07,67.29,65.77,32.77,69.49,47,53.59
S106247,33.32,58.45,63.93,41.48,72.6,2,49.96
S106248,18.35,88.0,65.56,30.69,75.05,68,28.78
S106249,39.42,56.92,42.8,41.45,70.96,76,47.66
S106250,27.94,83.42,77.1,55.25,64.72,22,32.27
S106251,32.11,77.01,81.78,29.34,78.94,18,42.3
S106252,47.43,64.52,75.2,51.59,92.08,160,73.28
S106253,49.18,49.96,73.97,55.02,85.74,16,64.35
S106254,30.4,88.62,49.15,36.09,95.4,19,44.12
S106255,39.62,77.51,42.36,34.08,76.99,78,42.35
S106256,30.58,58.42,78.29,23.53,98.89,31,74.31
S106257,32.71,73.67,65.46,82.6,60.86,47,45.68
S106258,30.15,85.09,67.71,35.68,99.67,60,48.21
S106259,21.21,71.68,68.43,49.94,96.38,214,28.92
S106260,35.76,73.58,69.11,50.59,56.34,24,57.89
S106261,37.31,85.48,75.34,46.47,87.02,4,70.62
S106262,29.63,93.06,63.47,24.19,78.11,10,42.73
S106263,43.7,68.21,34.52,53.43,78.41,4,37.62
S106264,31.51,49.94,76.01,53.74,80.99,112,47.56
S106265,29.9,50.46,74.24,55.66,70.71,317,61.97
S106266,39.21,59.64,44.29,39.39,94.08,7,42.28
S106267,22.66,55.98,46.34,67.51,80.06,27,29.16
S106268,42.25,44.76,79.13,36.39,63.13,154,72.34
S106269,31.78,97.72,82.91,46.15,79.44,182,70.46
S106270,42.91,77.92,22.38,59.38,72.89,19,55.19
S106271,45.31,62.14,72.05,36.36,89.24,201,67.82
S106272,40.12,69.51,61.47,56.72,60.27,69,53.0
S106273,28.5,43.2,66.19,40.24,100.0,424,39.13
S106274,24.99,87.36,67.1,20.54,81.81,2,45.0
S106275,23.53,40.76,52.81,41.69,61.46,123,48.39
S106276,43.82,77.65,75.44,32.24,76.97,5,73.33
S106277,33.92,42.42,53.99,51.96,72.76,106,60.24
S106278,30.21,63.79,76.95,74.28,68.07,231,40.76
S106279,33.94,88.64,80.5,31.83,86.38,32,52.46
S106280,43.64,69.83,51.05,23.95,100.0,33,36.94
S106281,41.23,67.77,51.44,39.86,100.0,22,24.12
S106282,38.51,79.42,66.82,71.09,83.02,45,52.72
S106283,40.1,76.96,89.06,29.29,68.29,51,46.31
S106284,36.44,71.05,55.52,56.23,84.2,68,46.48
S106285,37.42,77.44,58.55,46.81,91.07,93,56.85
S106286,36.77,60.84,70.14,72.59,83.05,77,31.86
S106287,35.0,98.99,75.51,65.5,91.18,8,74.3
S106288,41.03,45.84,73.43,34.77,86.66,80,75.84
S106289,37.89,87.43,65.52,58.61,84.27,17,50.58
S106290,27.95,72.84,60.11,41.46,61.76,61,33.61
S106291,39.23,79.26,70.31,62.87,78.04,71,61.23
S106292,36.98,81.92,13.79,3.46,100.0,46,28.31
S106293,39.89,78.33,94.91,33.78,87.35,43,43.77
S106294,34.17,57.83,62.03,57.32,97.53,44,45.76
S106295,41.49,65.71,67.92,66.32,100.0,21,59.66
S106296,34.51,48.23,98.59,83.52,62.31,130,44.33
S106297,40.79,65.52,53.14,61.86,100.0,53,67.32
S106298,31.35,74.84,100.0,45.92,94.6,56,43.4
S106299,31.9,79.11,76.83,47.08,97.43,16,43.69
S106300,39.82,75.87,72.14,33.98,69.95,52,60.62
S106301,32.35,43.67,75.3,43.39,90.86,46,19.41
S106302,50.0,61.57,51.54,48.33,67.98,43,66.23
S106303,39.53,60.07,38.62,29.14,82.24,47,39.51
S106304,35.2,50.35,46.11,35.92,85.05,23,14.96
S106305,41.56,57.46,82.4,53.41,76.42,127,73.6
S106306,31.15,70.02,50.03,44.57,97.26,17,28.79
S106307,42.38,91.21,38.53,54.72,72.2,62,78.33
S106308,42.16,55.7,63.73,51.42,49.82,31,64.06
S106309,45.03,53.07,74.2,38.59,76.34,102,52.49
S106310,31.47,61.01,65.62,46.36,98.8,94,32.08
S106311,25.22,75.06,74.7,24.6,100.0,96,53.97
S106312,30.12,88.36,83.48,59.31,99.74,173,50.75
S106313,32.75,68.7,74.14,55.27,96.0,121,49.86
S106314,48.34,48.31,62.54,30.86,74.32,56,67.39
S106315,50.0,51.5,56.29,51.04,100.0,40,62.65
S106316,37.76,72.82,77.33,43.45,90.26,162,94.81
S106317,35.08,84.93,69.41,30.17,90.85,139,46.34
S106318,32.2,97.24,51.23,71.23,89.42,203,72.7
S106319,41.6,52.26,85.83,42.37,62.63,146,75.03
S106320,50.0,72.1,69.19,64.08,85.76,11,93.54
S106321,49.29,54.55,75.45,49.45,58.18,32,47.48
S106322,44.1,56.52,58.73,55.54,92.4,28,60.15
S106323,43.99,55.25,83.09,81.26,85.04,38,88.48
S106324,41.66,64.99,39.63,42.64,70.52,28,44.14
S106325,34.62,56.77,91.81,36.26,96.89,123,44.27
S106326,29.11,100.0,33.98,47.61,74.62,97,48.86
S106327,34.83,63.1,42.97,27.7,74.99,18,48.09
S106328,38.38,84.82,69.03,60.91,88.01,16,62.57
S106329,23.37,60.11,56.51,26.62,79.76,20,58.15
S106330,33.78,100.0,59.75,66.44,83.5,30,80.58
S106331,28.39,75.09,56.5,47.14,95.49,92,28.69
S106332,43.11,82.55,52.47,58.11,68.92,37,66.85
S106333,30.6,61.13,70.07,36.36,67.65,44,40.6
S106334,37.63,84.65,64.22,47.47,76.51,3,51.93
S106335,29.4,75.02,79.16,60.51,79.06,52,62.64
S106336,47.78,64.32,66.28,43.07,89.63,47,64.75
S106337,21.39,53.8,58.33,68.76,100.0,92,64.38
S106338,38.81,66.44,77.39,27.12,79.36,56,65.24
S106339,24.78,65.15,35.68,28.15,80.54,103,33.96
S106340,30.93,83.04,23.69,34.68,70.23,101,33.76
S106341,36.65,66.52,39.59,27.63,68.41,78,43.02
S106342,37.04,41.18,59.5,36.1,90.16,35,22.16
S106343,36.83,79.69,71.26,44.85,80.59,5,55.03
S106344,36.21,89.4,22.26,67.04,98.71,22,48.68
S106345,29.87,45.01,64.81,34.05,97.07,213,28.32
S106346,33.69,97.07,59.33,32.96,93.04,169,39.6
S106347,35.25,90.95,67.19,71.38,58.09,18,61.91
S106348,36.56,60.54,34.48,36.43,90.25,31,32.3
S106349,34.47,53.24,100.0,29.35,65.98,1,35.87
S106350,40.84,85.79,65.52,15.49,51.74,30,70.76
S106351,35.75,49.46,45.53,55.1,83.31,129,46.58
S106352,36.61,59.97,67.07,35.18,100.0,68,29.67
S106353,31.94,50.27,88.92,69.57,90.68,163,72.59
S106354,26.58,70.09,44.41,56.12,66.77,261,26.78
S106355,36.23,91.98,41.08,20.28,100.0,20,48.33
S106356,44.66,75.62,63.11,54.25,92.25,65,82.37
S106357,38.55,85.27,64.48,45.16,67.37,113,30.66
S106358,28.46,64.72,76.35,35.49,49.32,78,20.01
S106359,41.52,71.46,88.6,38.71,76.93,24,54.57
S106360,32.32,51.6,77.48,62.8,50.54,302,41.46
S106361,40.72,68.55,42.8,28.04,64.55,90,74.89
S106362,32.05,58.81,47.86,47.24,54.51,1,43.65
S106363,37.83,67.6,52.23,44.5,68.7,58,61.34
S106364,30.85,66.56,77.44,71.12,72.0,15,65.96
S106365,31.06,65.28,74.71,67.81,66.89,103,71.57
S106366,22.47,100.0,85.18,73.15,100.0,5,51.24
S106367,39.1,96.51,73.93,38.25,77.2,33,42.02
S106368,37.96,91.24,54.96,69.48,99.92,30,75.83
S106369,38.41,96.93,61.85,42.53,88.54,178,66.64
S106370,37.2,91.29,41.62,21.33,76.89,165,52.37
S106371,28.9,69.66,75.05,56.54,72.83,139,37.07
S106372,42.73,68.13,54.98,46.97,100.0,110,86.08
S106373,42.94,73.53,84.59,15.35,64.46,247,76.31
S106374,28.69,66.84,74.6,58.8,70.6,17,48.33
S106375,39.26,54.4,96.01,48.08,70.37,137,82.14
S106376,42.0,69.83,71.72,53.92,81.12,90,56.31
S106377,31.24,46.51,71.42,33.95,66.37,97,48.3
S106378,32.63,72.06,62.08,60.27,94.05,45,61.98
S106379,39.27,55.08,58.85,67.61,96.12,84,64.86
S106380,22.92,68.78,60.86,64.24,69.23,22,68.56
S106381,26.29,72.87,80.99,20.32,87.91,60,52.47
S106382,27.08,64.71,43.42,38.77,67.4,282,44.7
S106383,20.63,45.39,66.01,37.29,82.68,92,60.42
S106384,43.68,52.18,38.34,54.29,97.55,90,71.52
S106385,19.09,76.87,70.97,53.4,81.55,21,51.87
S106386,37.74,61.64,57.66,43.43,78.42,147,52.25
S106387,41.49,78.41,73.06,51.76,100.0,206,30.73
S106388,32.65,70.15,53.12,58.68,85.4,9,67.89
S106389,29.65,67.03,60.89,22.5,67.35,48,34.43
S106390,36.86,75.21,75.12,40.88,66.19,88,50.54
S106391,35.01,59.88,67.01,57.34,100.0,172,63.07
S106392,43.03,76.01,89.68,70.15,68.89,62,54.27
S106393,13.97,63.71,57.3,45.48,69.48,44,20.57
S106394,27.65,100.0,55.91,61.51,80.4,3,35.65
S106395,39.49,69.83,84.79,50.89,90.98,64,63.82
S106396,35.4,64.64,59.13,28.39,61.39,32,51.95
S106397,41.02,65.25,58.39,61.39,75.82,398,70.51
S106398,37.1,49.72,71.13,51.46,59.88,73,75.46
S106399,33.92,80.89,62.38,37.84,77.71,19,28.89
S106400,32.58,63.57,60.02,39.84,92.32,393,49.13
S106401,50.0,34.3,53.91,55.57,76.23,72,54.2
S106402,47.28,80.43,86.8,70.04,100.0,117,65.68
S106403,38.96,60.46,62.59,47.43,67.3,278,69.33
S106404,35.63,68.43,56.01,46.14,83.27,111,65.94
S106405,39.31,80.15,60.25,76.17,99.61,230,71.19
S106406,41.61,64.53,70.68,25.85,95.13,36,48.1
S106407,38.35,64.41,88.38,44.02,100.0,4,71.57
S106408,28.99,100.0,62.29,31.5,84.86,266,43.57
S106409,49.28,37.69,51.2,57.23,66.58,63,55.31
S106410,36.97,69.83,95.7,53.8,81.26,118,56.98
S106411,50.0,53.62,67.17,55.7,67.43,64,56.51
S106412,36.5,96.84,63.31,55.75,81.81,115,46.17
S106413,33.03,60.33,66.15,32.18,98.5,5,54.39
S106414,46.07,73.6,45.07,43.46,90.45,6,35.72
S106415,37.41,62.89,64.27,61.88,78.43,202,55.64
S106416,36.07,79.05,77.15,58.46,69.7,46,42.08
S106417,25.4,69.81,84.52,45.16,84.88,29,71.83
S106418,40.28,73.8,59.27,56.36,87.95,197,58.14
S106419,31.05,89.31,68.01,45.42,61.19,500,82.25
S106420,31.42,76.6,84.81,55.83,64.71,76,41.99
S106421,31.08,58.97,65.6,50.56,75.66,66,26.3
S106422,38.51,74.68,76.51,60.73,60.03,200,71.08
S106423,22.72,100.0,71.79,73.0,52.84,16,69.97
S106424,33.31,78.47,54.37,41.52,64.54,80,44.59
S106425,42.84,72.28,50.34,53.97,85.74,131,78.15
S106426,25.03,49.44,81.95,42.49,81.53,108,52.86
S106427,36.38,80.87,22.21,39.26,73.33,110,56.73
S106428,29.95,83.08,54.3,48.58,65.96,131,60.56
S106429,31.77,74.69,42.68,46.74,85.53,19,49.54
S106430,48.24,71.71,81.97,53.96,84.75,65,70.93
S106431,21.8,100.0,86.84,29.59,98.64,9,0.0
S106432,41.13,82.83,53.41,4.31,42.33,8,31.89
S106433,31.18,88.6,100.0,69.26,53.81,136,60.43
S106434,30.78,71.0,87.04,23.76,94.07,134,42.59
S106435,26.11,68.03,68.15,42.57,87.1,16,35.16
S106436,41.03,79.48,89.0,30.04,94.01,67,50.63
S106437,33.47,68.01,54.73,41.09,66.62,3,42.48
S106438,32.46,69.24,60.57,50.94,74.16,37,63.08
S106439,35.88,76.95,72.41,53.57,60.84,13,50.97
S106440,33.64,62.31,53.93,54.47,44.97,37,24.75
S106441,18.99,73.31,44.45,25.18,82.09,69,37.58
S106442,31.07,71.2,49.99,68.97,100.0,131,33.56
S106443,42.16,84.51,61.85,45.73,77.49,56,55.14
S106444,22.95,60.83,72.51,46.84,69.26,214,58.51
S106445,26.28,40.0,59.59,51.76,63.21,9,31.2
S106446,31.59,65.34,38.76,72.38,96.71,62,62.17
S106447,29.2,75.96,72.53,27.51,81.22,190,15.73
S106448,34.78,84.46,85.37,82.19,81.82,21,38.47
S106449,26.26,59.61,54.44,60.88,58.34,118,62.5
S106450,31.9,78.13,91.6,50.89,66.25,24,68.92
S106451,34.62,87.03,78.9,37.29,91.02,304,77.05
S106452,40.19,81.27,48.13,89.93,72.11,113,47.47
S106453,44.96,58.14,54.63,72.9,70.23,85,53.21
S106454,32.91,59.75,59.99,37.27,100.0,165,32.41
S106455,50.0,76.53,62.04,42.76,81.04,71,54.83
S106456,33.53,94.38,25.99,46.42,77.42,28,23.38
S106457,41.63,70.21,52.95,41.34,77.96,31,56.04
S106458,50.0,67.52,56.14,61.96,69.83,71,36.4
S106459,36.11,49.46,95.25,35.17,78.91,60,47.98
S106460,24.01,64.54,68.63,38.97,100.0,191,48.76
S106461,35.73,59.27,52.23,47.0,86.2,62,57.04
S106462,30.11,70.41,57.98,40.7,56.07,57,35.61
S106463,32.8,47.31,71.8,19.91,73.44,48,29.68
S106464,50.0,65.07,58.95,52.73,81.56,11,51.38
S106465,25.22,54.87,55.63,44.64,57.41,10,29.4
S106466,37.4,84.1,56.15,42.08,72.98,88,57.05
S106467,27.98,69.83,72.68,36.3,65.58,49,23.13
S106468,32.54,61.41,42.89,45.18,74.06,63,41.94
S106469,40.96,74.23,47.61,86.14,81.05,209,66.54
S106470,37.55,63.19,50.16,19.39,90.48,122,53.05
S106471,33.2,100.0,47.33,39.75,62.69,38,44.59
S106472,29.8,83.96,51.82,39.68,78.71,120,49.1
S106473,37.53,70.26,79.35,60.15,75.09,291,35.35
S106474,48.66,75.52,81.58,47.03,76.7,14,19.84
S106475,27.79,34.67,69.35,61.13,67.71,182,68.29
S106476,50.0,88.48,68.44,56.66,79.29,35,84.35
S106477,44.6,77.68,54.28,59.41,87.41,106,47.85
S106478,45.95,68.9,31.7,59.94,59.12,91,43.92
S106479,37.47,78.49,67.3,35.25,100.0,98,46.45
S106480,44.37,80.32,69.76,59.65,94.12,178,59.93
S106481,26.93,63.75,54.22,27.25,56.38,80,31.54
S106482,29.66,75.7,47.78,35.25,100.0,17,21.6
S106483,41.13,85.73,44.63,28.04,100.0,88,50.05
S106484,37.37,76.82,67.68,69.95,72.46,33,74.33
S106485,33.81,66.21,66.31,20.35,83.09,247,60.99
S106486,14.98,74.45,84.11,29.46,81.36,30,26.27
S106487,31.52,90.73,52.11,54.34,59.34,22,19.29
S106488,25.61,81.76,60.39,59.66,95.4,1,46.85
S106489,38.95,52.55,65.28,42.39,51.79,158,64.69
S106490,33.47,78.8,56.2,56.72,84.34,198,50.95
S106491,29.97,76.81,78.42,24.7,100.0,56,27.98
S106492,50.0,87.46,84.81,76.09,54.67,43,67.25
S106493,43.31,70.49,47.31,46.21,75.6,43,62.2
S106494,43.45,64.46,57.67,67.96,97.1,129,24.7
S106495,50.0,49.48,86.19,51.33,86.03,34,61.02
S106496,41.42,59.58,70.17,34.79,92.5,34,52.74
S106497,28.83,88.12,66.88,57.36,69.69,32,84.42
S106498,27.9,72.97,70.46,69.39,65.89,45,61.65
S106499,42.72,68.5,75.49,40.64,77.0,82,69.81
S106500,18.53,89.43,71.23,42.31,83.98,277,47.13
S106501,34.38,86.34,68.42,54.25,89.0,60,44.72
S106502,17.63,58.96,65.15,62.79,86.67,39,62.53
S106503,35.79,88.01,86.57,57.27,94.68,1,39.93
S106504,41.83,45.12,60.74,41.83,81.74,14,71.76
S106505,37.24,76.89,65.02,53.83,64.29,237,61.44
S106506,42.5,75.12,89.83,58.14,59.67,24,75.17
S106507,50.0,87.25,70.21,31.48,91.38,18,63.7
S106508,33.85,75.72,63.93,2.76,95.09,15,13.14
S106509,50.0,66.33,75.09,41.5,100.0,71,64.78
S106510,36.7,67.52,68.64,55.66,100.0,40,91.4
S106511,42.59,100.0,53.17,33.39,94.59,70,64.08
S106512,30.11,71.24,68.92,32.81,85.5,292,38.29
S106513,47.95,78.96,52.06,58.8,73.69,6,40.85
S106514,43.33,39.68,94.23,35.43,66.89,12,52.79
S106515,46.77,57.59,68.82,34.52,81.0,68,39.44
S106516,35.44,77.78,49.99,49.05,78.43,14,70.73
S106517,24.96,45.78,58.72,57.14,100.0,87,46.78
S106518,38.68,78.24,77.15,50.87,88.79,135,35.63
S106519,21.42,59.12,47.54,73.31,76.55,104,55.97
S106520,32.31,54.49,100.0,80.22,66.77,31,41.24
S106521,36.53,59.07,41.72,51.64,88.01,146,52.49
S106522,50.0,92.91,79.81,61.03,82.07,57,63.6
S106523,37.55,75.0,57.21,79.56,73.23,122,80.28
S106524,36.12,56.34,52.06,46.23,69.7,261,65.28
S106525,34.5,81.63,73.6,54.68,88.24,50,54.01
S106526,24.26,82.45,57.74,25.61,73.89,50,39.08
S106527,35.69,64.28,90.46,51.21,75.15,23,58.73
S106528,35.82,69.83,42.58,34.1,72.73,10,51.25
S106529,27.25,85.1,74.0,33.65,100.0,106,52.73
S106530,25.51,82.77,60.6,37.95,82.37,110,47.16
S106531,31.15,59.89,69.74,69.54,67.65,55,64.75
S106532,35.52,52.31,73.23,59.72,41.41,113,75.88
S106533,31.34,44.61,37.29,45.7,55.39,22,34.57
S106534,26.59,60.17,68.74,35.24,75.61,0,33.69
S106535,37.31,64.48,82.42,64.28,100.0,3,58.63
S106536,39.31,65.7,72.46,55.31,100.0,65,43.54
S106537,35.97,69.29,59.1,52.13,76.43,4,53.45
S106538,30.5,95.99,42.38,29.87,85.46,56,35.14
S106539,39.76,64.91,73.13,42.36,77.52,100,50.64
S106540,33.48,69.27,95.02,44.84,86.83,167,67.77
S106541,25.49,42.74,75.59,62.21,76.39,93,26.56
S106542,43.29,100.0,83.52,28.14,71.64,5,37.23
S106543,37.83,50.26,79.93,79.83,70.15,31,62.84
S106544,34.05,59.4,58.71,27.66,90.65,35,33.06
S106545,22.43,80.44,66.45,68.91,99.54,69,60.91
S106546,29.04,73.69,78.9,41.64,73.26,263,45.23
S106547,50.0,94.65,39.72,27.99,90.91,118,43.04
S106548,22.93,80.8,75.43,59.55,82.35,23,44.62
S106549,32.99,68.78,85.14,58.15,74.26,8,64.44
S106550,34.87,85.66,64.18,41.47,90.17,182,56.73
S106551,37.56,87.42,78.02,44.18,100.0,69,48.08
S106552,23.02,60.1,56.13,81.95,67.64,13,54.05
S106553,36.39,84.45,65.61,71.63,75.16,145,54.09
S106554,21.51,66.67,60.63,50.67,100.0,80,40.42
S106555,35.78,68.45,72.36,60.9,79.36,176,24.94
