cgpa,backlogs,failed_subjects,family_income_lpa,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,wellness_score,screen_to_study_ratio,extracurricular_hours,next_semester_marks
4.37,1,0,1.5,6.78,70.25,61.47,1,92.96,36.94,72.22,65.22,54.52,69.99,59,73.82,1.94,2.31,10.69,8.04,9.17,2.48,5.25,39.7,4.87,49.75,56.33,4.73,4.36,50.92
8.42,0,1,1.0,7.4,61.41,61.67,4,73.72,41.45,58.61,78.79,39.9,85.39,69,92.29,2.93,1.06,21.3,5.67,2.64,3.22,4.34,41.31,4.56,39.04,55.41,0.9,5.41,55.16
7.67,0,0,9.2,5.9,55.09,73.64,0,68.86,33.5,94.53,88.3,52.42,84.59,55,74.44,3.88,1.55,8.5,6.01,10.56,1.64,3.15,78.35,6.69,69.17,48.05,2.72,13.74,65.11
4.23,1,0,7.8,6.03,57.8,94.9,1,64.2,36.39,84.45,65.61,71.63,75.16,145,68.94,3.88,4.56,4.37,8.07,12.06,0.49,5.91,23.88,5.93,30.6,68.96,3.11,2.74,54.09
7.42,0,0,1.0,7.86,74.67,83.0,2,59.85,34.3,71.88,35.89,57.13,50.03,147,57.0,0.97,1.69,6.41,7.57,7.52,3.08,6.08,76.2,8.98,56.76,42.28,7.73,2.81,28.64
7.87,2,0,3.5,10.0,92.28,49.88,2,81.72,37.52,65.6,42.73,35.36,73.68,1,68.0,3.77,0.01,21.11,4.72,4.31,0.03,2.24,45.68,2.23,47.52,63.75,1.14,8.25,51.81
6.7,0,0,2.2,7.57,69.0,69.93,0,93.55,17.63,58.96,65.15,62.79,86.67,39,100.0,3.69,2.91,24.72,5.86,7.93,0.88,8.14,53.38,4.96,48.33,45.38,2.15,7.63,62.53
7.34,0,0,3.5,8.84,90.38,79.44,5,55.36,35.76,73.58,69.11,50.59,56.34,24,100.0,6.05,0.79,16.65,5.91,8.5,0.23,8.0,66.4,7.22,47.22,44.77,1.41,1.09,57.89
6.21,0,0,1.8,6.36,59.5,60.2,2,70.89,23.26,64.52,54.1,37.63,76.19,24,62.2,1.1,1.11,9.62,3.48,5.01,2.99,3.48,1.72,1.92,61.39,71.94,4.55,1.36,29.09
7.65,0,0,9.4,6.19,58.76,96.14,3,76.74,50.0,64.76,60.02,87.62,95.69,60,73.5,0.64,0.16,3.68,6.91,13.13,0.74,7.06,53.47,5.47,59.07,50.3,20.61,4.44,64.37
9.37,0,0,4.1,5.95,56.4,67.4,0,46.38,35.43,76.74,58.53,33.13,68.87,37,69.98,2.48,0.44,11.47,6.41,8.91,0.11,3.98,36.22,6.63,62.04,62.23,3.6,0.5,36.65
6.35,0,2,18.1,9.8,100.0,65.96,2,70.44,26.1,70.56,37.61,49.14,73.64,154,68.56,3.79,1.69,11.6,5.5,8.39,1.97,3.79,38.62,3.17,51.53,59.55,2.21,3.17,58.07
4.43,1,1,11.0,9.16,92.66,55.97,1,56.14,38.55,77.12,91.51,22.07,98.82,29,57.03,6.62,3.23,21.72,5.58,2.87,1.03,3.27,27.38,1.0,39.51,70.46,0.43,5.71,69.4
5.6,1,0,1.8,8.28,76.88,85.76,1,73.07,40.06,69.28,67.6,72.55,64.12,47,81.16,3.97,0.29,12.46,5.99,10.6,2.77,6.75,54.47,5.13,46.84,41.99,2.67,6.11,64.41
8.42,0,1,1.0,5.14,53.35,73.81,1,54.28,47.65,69.83,73.95,48.87,95.61,54,69.45,3.98,1.27,7.32,6.08,1.88,2.33,7.11,84.55,7.32,66.08,38.69,0.47,5.04,52.57
7.73,3,0,2.2,7.33,76.57,62.13,0,83.09,35.5,96.39,64.95,48.05,89.84,67,75.4,2.58,0.82,23.96,7.38,7.28,0.26,4.34,0.0,5.84,67.81,80.7,2.82,3.37,63.62
7.4,0,2,1.0,8.51,73.95,74.41,2,67.5,26.98,67.55,83.33,54.63,64.12,221,77.3,3.54,0.81,23.9,4.8,7.14,4.47,10.0,0.0,3.03,52.93,58.49,2.01,2.69,66.83
4.55,1,0,1.0,5.07,49.3,62.65,3,75.72,46.28,55.53,48.97,46.6,83.36,16,74.03,3.2,1.55,19.26,5.86,5.0,7.21,6.79,79.11,8.41,52.26,27.65,1.57,2.74,29.3
6.97,0,0,8.6,7.18,69.6,61.79,7,65.12,41.42,76.35,32.7,33.54,73.4,12,70.95,3.26,1.75,11.65,6.54,4.57,2.09,4.6,59.77,3.63,45.56,44.59,1.4,2.57,23.94
8.02,2,0,1.1,7.27,63.2,64.64,2,51.86,35.78,72.35,61.61,30.77,71.63,7,68.25,0.21,1.13,24.9,6.69,6.32,4.04,1.82,20.61,8.57,55.39,75.81,25.3,3.68,41.74
6.84,0,2,14.1,8.32,85.12,63.84,0,88.43,49.5,100.0,65.15,52.94,91.45,334,72.29,3.09,4.9,11.84,6.07,12.81,1.31,7.82,59.18,4.04,35.19,43.68,4.15,5.41,77.12
7.31,1,1,25.2,4.61,37.75,59.49,0,80.27,33.25,50.97,78.9,46.05,83.47,217,82.01,0.56,0.01,20.59,3.7,8.39,1.91,6.37,64.7,4.97,28.5,38.12,14.88,0.95,38.0
6.4,1,0,11.1,7.32,70.12,69.29,1,90.94,33.03,69.83,68.92,53.87,48.89,13,75.87,2.63,1.8,9.42,5.64,8.52,1.72,4.16,32.47,4.83,58.73,66.6,3.24,1.79,55.29
6.42,1,0,1.0,4.18,42.04,63.49,0,61.87,26.55,87.27,56.54,36.68,71.6,79,64.9,3.47,2.78,15.62,8.34,5.33,0.2,3.63,0.0,5.59,48.13,84.44,1.53,4.19,15.99
7.23,0,0,1.5,6.14,60.35,60.18,2,55.17,31.87,91.81,41.01,33.02,95.61,117,72.05,5.1,2.36,13.41,6.34,4.44,4.67,6.59,34.54,5.64,62.71,55.62,0.87,4.94,46.94
7.39,0,1,16.5,8.39,79.7,56.74,2,59.58,32.85,49.52,58.15,35.06,79.71,242,66.3,3.58,2.9,4.47,4.75,5.26,0.07,5.59,54.71,5.96,53.19,41.76,1.47,0.46,37.04
6.33,0,0,6.4,4.56,48.33,60.41,1,55.6,38.01,83.94,96.94,26.5,87.64,85,82.97,3.61,0.78,17.28,6.29,9.76,0.75,2.39,69.87,7.44,46.58,61.32,2.7,0.83,49.08
7.26,0,1,5.3,5.67,57.23,68.76,1,59.12,35.49,71.9,62.72,42.63,87.77,16,60.15,5.33,2.39,16.38,6.06,7.22,0.08,6.53,34.36,7.79,69.9,52.48,1.36,1.77,46.18
8.2,0,1,1.3,5.71,61.41,49.4,3,90.74,43.02,67.1,44.83,42.16,100.0,349,67.58,2.04,1.18,11.19,8.22,6.63,0.03,5.01,34.39,6.83,96.02,66.25,3.26,3.8,45.16
8.79,2,0,1.0,6.47,65.0,95.12,2,57.29,39.16,49.66,40.46,66.77,56.45,37,74.62,2.47,0.87,20.98,6.1,8.4,0.94,6.01,16.65,5.01,84.38,61.7,3.4,0.06,40.61
5.16,1,0,19.0,6.32,58.61,74.54,2,60.64,36.01,88.77,64.19,51.87,89.6,176,85.04,4.41,0.29,15.07,5.47,8.69,0.81,10.0,50.72,7.38,76.49,38.17,1.97,0.15,55.57
3.5,1,0,1.0,6.65,64.1,77.92,0,90.71,35.72,91.76,72.8,70.93,87.6,130,74.84,5.56,1.79,23.37,4.8,10.32,0.17,10.0,0.0,2.35,43.6,54.33,1.86,3.0,64.29
7.52,0,0,8.8,6.65,61.33,41.12,3,56.94,43.6,68.57,64.51,16.36,65.86,12,91.33,2.28,0.13,16.99,5.39,7.26,2.12,7.57,71.7,6.27,47.7,30.5,3.18,0.6,45.65
7.08,0,0,2.7,7.4,66.48,68.44,0,85.11,31.94,48.68,70.59,62.46,62.24,18,76.99,0.56,2.32,22.26,9.03,2.34,3.26,1.33,0.0,7.63,41.81,96.77,4.16,0.32,61.62
8.75,0,1,9.3,4.74,37.84,46.09,1,88.58,29.11,81.34,56.69,34.97,76.06,203,100.0,2.03,0.2,22.26,5.56,5.44,4.92,6.58,51.76,4.73,42.74,52.55,2.68,3.18,36.82
4.64,2,1,3.0,7.39,70.03,41.86,1,74.85,38.66,99.44,32.84,26.35,83.72,109,69.6,3.39,0.75,8.69,5.06,0.6,2.27,4.05,0.0,3.49,39.76,77.63,0.18,4.49,44.95
7.69,0,0,1.8,7.35,70.97,53.98,1,85.52,35.77,84.1,74.86,45.66,68.19,121,66.89,1.89,3.27,28.88,5.66,7.59,4.51,10.0,0.0,7.15,49.89,54.69,4.02,4.61,68.8
6.32,0,0,5.3,6.08,54.18,58.09,1,58.66,23.24,33.89,76.05,30.6,78.3,139,81.09,4.63,4.13,15.36,5.92,7.85,0.1,7.35,37.09,5.04,35.25,54.69,1.69,2.27,49.92
6.3,0,0,20.5,7.29,66.18,45.89,1,64.21,33.57,99.59,34.12,19.87,76.65,109,77.96,3.93,0.54,9.63,7.59,6.51,3.31,6.61,70.01,9.33,37.28,46.93,1.66,0.53,50.81
6.07,1,0,4.5,8.02,75.83,72.1,2,65.42,33.53,69.63,66.95,41.41,90.75,18,87.25,1.76,3.79,5.51,7.31,4.56,4.66,3.33,39.04,8.65,70.54,74.29,2.6,0.61,38.41
6.88,0,0,1.6,9.68,94.06,64.44,2,74.27,50.0,38.81,79.1,46.6,57.76,13,97.9,3.06,1.25,19.64,7.32,9.2,0.05,8.26,11.72,3.49,48.11,55.31,3.01,0.85,72.94
6.71,2,0,1.0,8.25,76.98,80.15,3,76.24,41.31,68.51,55.68,69.67,96.48,50,71.6,3.0,0.65,3.27,5.95,7.12,0.08,3.07,35.67,10.0,41.39,62.5,2.37,2.21,46.72
7.2,0,1,9.5,6.37,62.49,61.76,0,54.51,24.38,59.0,76.2,34.73,100.0,5,99.2,3.64,5.17,27.2,8.11,11.09,6.89,7.52,56.78,8.76,61.56,55.17,3.04,1.47,50.93
9.32,1,0,1.0,3.5,35.59,62.91,0,58.5,41.84,86.3,71.68,41.08,70.71,236,68.61,0.46,2.09,16.05,6.19,5.67,0.08,4.66,71.13,6.0,92.43,50.88,12.32,1.13,47.0
7.52,0,0,7.2,7.41,74.86,58.84,0,63.64,30.02,86.15,46.41,35.6,89.45,21,63.34,3.26,0.25,9.32,4.84,7.28,0.13,4.53,62.8,3.47,55.74,45.5,2.24,4.17,50.12
8.4,1,1,5.7,7.16,72.93,87.21,2,59.29,38.19,42.12,82.07,53.04,52.76,81,79.79,2.81,6.34,32.55,5.62,9.28,1.45,5.7,31.03,7.99,78.87,69.41,3.3,0.06,46.79
6.15,3,1,1.2,5.7,56.03,82.68,3,46.12,36.21,56.04,62.59,50.9,92.57,136,82.54,2.42,0.89,0.35,4.63,1.48,2.12,5.32,62.76,7.63,44.53,34.9,0.61,0.24,19.52
6.03,2,0,2.3,4.38,36.5,79.57,2,49.7,26.98,89.25,60.92,44.58,77.42,11,70.6,4.73,4.92,7.94,8.23,6.22,2.43,3.29,33.37,9.89,56.01,70.08,1.31,5.1,22.91
5.74,1,0,2.8,6.03,61.5,62.37,2,72.07,43.83,56.39,57.09,39.44,53.61,1,81.57,4.07,2.24,10.11,6.66,6.42,0.7,5.77,42.69,3.44,64.52,53.84,1.58,10.54,36.62
5.75,1,1,2.0,7.98,73.26,97.84,1,73.71,39.0,48.94,79.5,78.62,80.77,132,67.88,1.97,0.06,14.3,6.28,5.93,3.47,2.44,82.03,8.41,69.64,52.39,3.0,5.1,71.32
3.5,0,0,10.3,5.73,59.52,79.53,3,81.35,33.81,96.32,82.75,67.05,86.11,177,70.35,1.62,1.2,9.2,4.48,6.75,0.49,7.19,43.04,5.1,11.44,39.09,4.16,3.68,50.65
5.07,0,0,14.6,8.35,78.65,58.84,0,82.79,34.89,67.35,67.52,50.82,87.34,78,100.0,1.71,1.06,26.97,5.42,6.68,1.28,7.61,39.29,4.12,45.7,49.73,3.91,6.17,80.57
7.81,0,2,5.8,6.99,63.91,48.44,1,79.58,35.21,40.01,60.75,37.7,80.06,54,75.83,2.2,5.47,21.56,6.59,1.66,0.97,5.25,22.5,6.09,56.1,59.24,0.75,4.93,33.51
9.24,1,1,1.3,6.18,63.6,62.61,1,66.91,39.19,51.94,40.96,44.68,100.0,0,71.0,1.59,1.21,7.7,6.47,4.69,3.83,8.72,14.18,7.31,46.73,60.45,2.95,0.6,29.86
9.01,1,0,1.7,8.21,75.39,75.47,1,86.53,27.75,81.21,83.8,65.19,79.06,13,64.91,1.07,0.38,14.13,4.64,0.53,1.23,7.2,38.63,1.0,59.29,49.36,0.5,20.0,73.45
6.29,0,1,1.0,7.93,78.68,65.72,2,81.65,36.83,58.02,71.64,54.96,70.02,52,47.62,1.45,6.77,15.81,7.12,6.51,1.36,2.78,81.46,2.4,67.93,46.99,8.71,3.67,67.2
7.67,0,2,4.2,5.5,54.09,50.4,3,51.12,30.39,64.0,67.9,17.34,64.05,84,86.14,2.05,0.94,5.99,3.0,7.38,1.56,6.01,46.87,3.42,60.71,45.6,3.61,5.32,10.4
6.31,1,0,14.8,5.95,62.0,64.84,1,55.69,26.84,88.45,56.07,29.94,99.46,175,84.0,0.81,1.01,12.93,4.42,9.03,0.26,3.54,22.94,5.38,43.32,60.53,11.09,13.79,33.74
6.56,0,1,20.6,10.0,95.46,69.3,3,73.98,34.47,72.36,65.49,50.62,100.0,26,78.54,2.34,0.5,11.53,5.97,5.38,0.93,9.43,20.57,7.9,56.36,54.66,2.3,18.03,68.42
6.49,0,0,3.6,6.26,48.62,46.92,0,55.44,35.33,47.22,61.81,12.35,63.3,25,94.44,3.92,1.89,8.73,6.81,8.31,1.56,4.65,22.02,5.4,76.7,69.59,2.12,2.52,28.2
9.07,1,0,12.9,6.07,51.62,82.47,2,47.73,30.77,75.35,73.08,49.4,73.28,20,69.26,2.76,1.52,10.33,6.05,7.37,2.17,5.2,73.27,4.95,89.55,38.74,2.67,5.59,39.28
6.9,1,0,10.8,8.47,76.24,51.86,1,77.68,34.82,46.72,63.64,34.32,62.3,224,86.75,5.49,1.61,17.66,6.01,1.21,0.43,4.91,7.94,1.0,44.09,73.89,0.22,0.99,61.64
4.15,0,0,3.3,7.06,67.16,64.45,2,80.49,33.45,21.68,43.7,50.68,87.25,16,89.07,3.53,0.51,3.04,6.77,12.1,0.68,2.87,2.2,4.94,32.93,75.93,3.42,3.03,30.47
5.49,1,0,1.1,6.43,62.0,67.93,1,70.04,49.08,85.61,73.86,43.93,81.55,29,80.37,6.81,0.35,25.61,6.86,4.05,2.65,4.39,58.45,7.12,47.07,51.04,0.6,5.83,64.1
5.62,0,0,1.8,7.02,62.15,75.28,1,64.75,36.42,85.22,49.94,51.37,50.29,36,63.07,3.86,4.19,24.96,5.69,6.7,0.42,5.4,51.71,4.22,59.5,48.97,1.74,3.2,69.47
6.05,0,0,7.2,7.72,68.59,64.98,4,71.29,36.28,72.23,72.84,51.86,89.05,107,88.57,2.39,0.1,15.14,7.24,5.35,3.12,6.96,66.91,7.91,66.56,46.4,2.24,2.67,50.77
7.09,1,1,24.1,4.96,56.06,70.43,0,78.55,38.03,57.06,67.13,55.22,64.47,141,75.78,3.88,1.45,13.5,6.94,5.12,2.96,7.21,6.39,8.03,76.71,63.25,1.32,15.19,29.87
7.32,1,0,1.0,7.47,71.13,57.88,0,80.79,19.53,40.96,72.82,44.78,79.39,1,70.89,3.3,0.17,12.54,9.26,2.87,1.54,3.3,63.78,5.41,47.84,60.81,0.87,0.91,36.94
7.05,0,1,3.4,6.91,71.47,63.97,0,83.17,34.33,49.93,75.3,52.1,97.27,57,78.0,2.9,3.15,13.87,6.12,4.11,0.48,4.62,3.73,7.46,56.85,76.63,1.42,18.66,44.27
4.76,1,0,3.8,3.5,35.0,64.52,0,44.58,31.28,76.08,66.66,33.37,96.16,17,87.61,3.18,2.3,1.07,9.21,6.51,0.13,10.0,32.42,3.78,66.31,55.86,2.62,9.38,24.35
5.8,0,1,1.0,7.02,66.0,91.71,2,93.58,33.71,100.0,62.08,85.25,100.0,92,85.29,4.26,0.08,7.32,6.75,5.75,0.36,2.95,79.52,5.47,97.79,44.46,1.35,1.31,42.59
5.28,0,1,1.0,6.76,69.0,68.35,1,74.0,30.85,69.82,53.44,54.98,61.51,44,82.0,1.97,0.65,10.52,5.76,6.26,0.56,6.46,69.31,8.57,90.95,34.61,3.18,5.07,42.86
8.42,1,0,12.6,5.33,48.76,65.56,0,65.52,32.91,59.7,86.39,49.86,75.59,14,68.79,1.54,2.28,23.05,4.17,8.29,0.45,4.83,31.98,4.52,56.66,59.04,5.39,11.72,54.67
6.84,2,2,3.7,7.3,69.58,69.88,3,57.94,24.61,83.01,42.95,44.25,99.64,130,90.87,0.39,1.72,19.22,5.55,7.77,2.42,6.23,0.4,8.15,59.63,64.8,19.84,11.18,47.45
8.37,0,0,3.2,5.92,57.59,71.67,0,78.59,35.76,98.3,85.83,57.22,63.78,168,91.9,4.11,1.64,8.53,7.98,2.64,0.01,6.39,64.51,5.13,53.9,47.28,0.64,1.06,60.18
7.28,0,0,5.4,4.71,46.46,70.69,1,49.84,22.06,70.74,100.0,36.91,89.13,10,89.35,4.47,3.56,23.75,5.57,9.59,0.71,5.97,44.17,5.4,91.97,52.83,2.15,3.52,43.44
9.04,0,0,1.0,8.54,88.38,85.24,2,92.85,28.66,69.3,23.69,79.79,75.41,47,85.78,4.89,0.44,6.59,4.74,9.41,1.76,4.45,18.92,8.79,51.44,62.83,1.92,0.65,56.79
6.08,1,0,1.0,6.65,62.6,56.17,1,59.33,47.52,84.89,77.45,22.9,92.8,138,71.93,1.98,1.35,17.13,7.13,6.13,0.63,7.65,68.11,10.0,26.53,45.34,3.1,0.44,55.36
5.68,1,0,5.2,6.53,58.68,68.83,0,76.09,29.14,100.0,52.57,58.27,74.11,123,100.0,1.15,0.07,15.58,5.26,3.71,2.57,4.67,44.82,4.21,86.14,52.4,3.24,2.15,46.08
10.0,0,0,5.8,6.05,64.14,73.57,0,70.08,49.46,60.72,83.64,52.76,100.0,56,63.69,2.8,2.12,17.31,5.7,8.89,1.59,6.87,39.67,4.64,68.35,50.27,3.18,10.34,64.85
5.01,0,0,1.0,7.65,68.17,71.3,2,62.33,45.47,55.87,71.49,50.61,100.0,6,96.17,5.17,1.22,24.47,4.84,0.99,1.11,6.76,60.59,7.55,55.3,49.68,0.19,11.58,66.71
8.06,0,1,1.0,6.87,62.97,72.85,0,78.81,40.07,58.88,62.8,56.12,78.88,39,50.0,2.76,0.47,14.91,6.16,11.12,2.63,3.81,97.7,10.0,70.69,38.99,4.03,7.13,54.78
6.09,0,1,6.2,4.88,47.29,82.4,1,49.24,44.92,75.72,67.63,51.18,67.25,93,75.18,0.31,0.57,5.71,3.0,8.63,1.81,8.67,56.38,5.43,80.96,33.38,27.56,3.2,36.3
6.41,0,0,1.0,5.64,48.98,66.71,2,60.45,34.68,58.68,59.59,43.72,85.84,7,56.42,3.8,0.64,17.87,5.49,2.93,2.79,7.74,63.63,6.2,63.21,38.8,0.77,9.1,49.03
7.36,0,1,6.2,5.4,46.11,49.08,1,90.21,32.56,83.69,80.32,41.23,99.09,58,67.0,4.82,4.1,14.89,6.82,6.51,0.28,6.38,74.63,7.12,76.48,43.27,1.77,1.82,34.29
7.36,0,1,12.7,9.7,90.13,72.21,0,44.51,45.8,67.98,80.68,37.74,78.95,179,60.26,1.74,0.24,5.32,5.72,2.79,0.26,5.08,26.83,6.34,66.07,67.06,1.61,0.02,73.33
5.07,1,1,1.9,6.46,63.0,67.97,1,43.02,32.11,100.0,59.13,35.68,79.71,68,54.3,2.91,0.16,7.98,6.95,9.98,2.54,6.73,70.25,4.99,66.33,42.14,3.42,0.26,44.86
4.41,1,0,1.0,4.55,45.72,83.87,2,77.84,30.22,76.11,74.57,69.4,88.94,500,49.8,3.0,0.36,8.82,3.72,1.63,3.99,10.0,33.02,3.83,43.22,33.4,0.54,3.72,41.61
8.52,1,0,2.7,8.1,72.34,59.63,1,72.32,36.37,74.48,68.46,46.35,68.63,120,75.16,1.38,0.27,14.63,6.02,4.37,1.09,9.45,20.39,8.79,57.96,51.48,3.16,5.38,63.8
7.11,2,1,13.4,7.08,64.56,83.46,2,72.47,31.34,64.47,85.13,62.68,78.98,2,60.98,1.06,4.95,8.79,7.78,5.8,2.55,8.3,0.0,3.89,48.43,64.83,5.45,3.54,33.62
7.03,0,1,3.0,7.85,73.29,77.42,2,63.77,36.89,59.07,31.88,47.23,88.91,114,85.22,5.46,0.5,19.16,5.29,6.28,5.13,5.8,50.97,7.81,49.14,44.01,1.15,1.77,52.5
5.86,0,0,4.1,7.21,61.26,84.4,1,83.85,34.83,70.7,50.01,72.08,82.3,491,67.78,2.44,2.05,30.73,6.35,9.16,0.58,8.0,69.36,4.79,82.55,34.98,3.76,0.74,77.13
7.11,0,0,1.0,5.91,59.33,77.45,1,52.42,40.14,86.52,62.14,49.6,79.21,67,56.06,3.12,2.95,16.43,5.21,9.49,1.64,4.48,61.67,4.06,70.29,51.58,3.05,5.92,57.83
6.51,1,0,1.0,7.78,71.83,53.23,2,83.48,27.93,84.44,97.76,36.29,100.0,93,77.1,3.7,2.82,6.17,8.1,2.4,1.14,4.35,9.13,5.79,65.56,73.58,0.65,6.1,62.79
8.76,0,1,2.6,6.89,66.59,54.82,0,53.15,31.87,97.34,80.22,19.93,93.24,132,81.42,2.14,1.88,5.7,7.37,0.0,0.4,8.36,70.24,7.43,44.95,40.0,0.0,14.4,35.36
4.83,0,0,7.0,6.79,66.5,48.74,4,98.57,28.25,68.51,75.62,42.53,55.24,157,78.37,3.25,1.0,7.47,5.53,9.39,0.13,7.7,13.88,1.0,75.84,61.17,2.89,0.51,44.0
7.42,0,1,1.0,4.76,45.46,65.01,1,77.0,36.93,80.51,89.58,54.1,86.79,107,74.52,2.62,0.94,13.94,5.81,2.44,1.67,2.38,78.04,9.98,67.14,48.41,0.93,0.7,42.84
8.51,0,0,4.7,6.87,67.34,71.36,1,63.29,34.59,65.23,49.51,40.67,74.66,3,72.83,1.59,1.3,0.0,5.78,2.58,0.08,6.03,51.59,4.66,44.35,51.63,1.63,0.89,39.52
7.1,0,1,5.1,6.6,60.07,82.71,3,71.32,31.11,75.16,44.38,63.38,64.46,9,69.56,6.22,1.79,15.98,3.58,0.71,0.36,2.39,49.33,3.9,17.98,50.69,0.11,1.27,33.8
6.55,1,0,8.3,7.17,67.19,51.5,3,87.96,37.67,88.1,68.87,42.16,66.82,145,52.2,4.0,1.86,12.25,6.6,5.03,1.73,7.02,48.17,10.0,56.01,51.69,1.26,0.36,55.16
6.26,0,0,1.0,8.03,83.32,67.26,1,77.22,23.98,73.33,54.04,50.39,71.22,59,74.74,2.99,1.99,27.37,5.92,5.86,0.13,8.99,9.18,6.37,64.01,64.77,1.96,4.7,69.82
6.11,0,1,7.9,6.19,52.54,76.71,2,46.7,29.19,100.0,52.52,48.58,94.91,71,92.61,3.07,0.73,28.46,4.98,4.62,0.45,6.61,60.24,7.54,80.6,33.09,1.5,1.32,45.7
6.55,1,0,12.5,5.45,47.85,76.81,2,83.95,29.53,76.45,67.07,61.36,75.6,52,89.2,2.88,0.4,13.56,5.26,8.9,1.19,6.21,39.88,3.11,83.79,54.45,3.09,1.25,46.27
7.58,1,0,13.8,7.7,69.76,45.79,1,78.55,34.95,75.02,60.56,25.44,77.76,52,68.48,6.29,2.92,13.21,6.09,6.73,1.91,7.18,36.8,4.86,57.92,49.52,1.07,1.73,56.44
7.87,2,0,3.4,7.33,67.89,57.11,3,80.48,39.84,77.63,46.25,46.62,71.98,51,100.0,4.74,1.52,14.92,4.96,5.61,0.28,7.43,19.19,5.53,91.95,55.86,1.18,4.9,43.11
7.16,0,1,3.0,6.09,53.14,62.56,0,76.59,39.66,78.2,73.79,47.31,74.69,59,61.52,3.97,3.3,10.1,7.64,11.61,0.33,4.54,17.78,6.01,51.14,73.64,2.92,4.73,40.57
7.39,0,0,20.6,6.68,56.96,79.13,2,89.04,24.09,84.43,60.88,70.84,61.01,33,60.0,3.44,2.1,12.56,7.93,4.27,1.5,5.78,32.83,6.17,65.97,56.43,1.24,1.48,49.58
9.12,2,0,6.0,8.78,87.0,58.16,4,92.12,34.19,80.52,76.36,48.87,80.3,137,79.72,1.99,3.34,15.59,8.71,5.31,0.75,5.43,19.8,2.93,39.35,75.12,2.67,12.59,61.75
6.65,1,0,1.0,7.81,64.25,76.21,0,87.87,32.01,52.13,55.35,71.06,87.63,179,77.56,4.01,0.35,17.93,7.05,2.19,0.95,4.64,43.94,6.77,52.83,66.05,0.55,7.6,65.98
7.2,0,1,17.1,8.24,75.12,57.16,0,58.1,37.1,89.96,98.65,30.88,77.31,85,51.74,1.01,0.77,7.67,4.92,7.44,2.52,7.1,53.24,2.17,32.48,39.4,7.36,1.35,65.19
7.28,1,0,2.0,5.92,56.06,57.01,1,92.23,29.59,78.2,57.78,49.15,61.06,47,79.0,3.18,0.97,15.28,5.96,7.18,0.19,5.2,53.59,7.61,62.5,48.49,2.26,6.41,32.75
5.39,0,0,9.1,6.29,61.77,58.25,3,38.12,25.46,69.2,67.06,23.65,100.0,78,91.0,3.82,2.41,13.69,6.31,12.2,2.08,7.75,34.9,1.02,76.87,49.01,3.2,3.04,44.96
8.61,0,0,1.0,6.71,68.34,86.26,1,78.02,49.17,65.95,48.42,75.29,80.48,431,81.84,5.18,4.42,23.72,5.91,4.11,2.39,5.63,64.81,5.62,88.87,41.29,0.79,0.25,75.3
7.13,0,1,1.3,7.41,61.58,61.91,0,77.89,32.94,68.17,52.26,50.19,77.61,76,70.36,3.82,3.04,6.9,4.59,6.51,0.91,4.44,49.92,4.98,49.53,53.67,2.35,3.44,50.24
7.03,0,1,1.2,6.18,59.01,45.31,0,78.45,50.0,100.0,49.15,27.05,83.17,27,81.73,3.32,0.68,22.35,6.39,6.7,2.17,7.25,9.6,8.63,80.26,63.76,2.02,2.63,53.4
8.05,0,0,1.0,7.26,71.64,70.13,1,81.18,29.0,99.51,69.33,55.45,79.06,76,64.02,5.81,6.81,14.98,9.04,7.44,0.27,6.24,51.32,4.85,58.11,59.3,1.28,3.92,61.02
9.42,0,0,1.3,6.09,54.1,46.31,0,64.58,50.0,58.02,41.03,27.2,76.52,129,70.18,2.68,2.78,5.41,4.62,3.83,4.36,8.84,31.82,6.69,66.12,49.02,1.43,3.43,55.72
7.99,1,0,5.1,6.72,63.0,76.03,2,84.55,50.0,66.19,49.38,67.75,86.4,23,68.46,1.95,2.88,13.71,7.31,1.55,1.79,10.0,65.75,6.3,46.25,32.19,0.79,3.31,45.7
8.06,1,0,3.4,6.41,68.21,76.64,1,88.37,26.63,62.95,72.18,69.49,100.0,78,66.12,1.41,3.11,20.76,5.9,5.7,0.22,5.13,9.0,3.05,58.85,66.82,4.03,1.72,50.38
6.88,0,0,9.3,7.74,72.4,86.8,0,84.21,17.11,82.88,54.68,77.22,100.0,7,73.86,4.67,1.9,4.66,5.35,8.75,0.45,3.74,48.03,6.32,57.1,47.59,1.87,0.1,43.29
6.0,1,0,1.0,6.25,61.69,79.69,1,68.65,35.76,72.7,49.58,58.15,62.34,33,84.98,2.59,3.48,18.82,6.12,7.66,0.44,4.37,36.19,5.82,59.23,61.0,2.96,0.71,43.25
7.4,0,0,4.1,7.16,64.03,49.66,2,77.59,35.19,58.83,81.21,36.43,78.93,48,66.4,3.01,0.67,24.92,6.7,3.82,0.21,3.42,0.0,5.17,53.61,74.25,1.27,6.3,58.92
